,Player,Club,Position,Number,Date of Birth,Height,Foot,Joined,Market Value,Season
27,Marat Khayrullin,FK Aktobe,Attacking Midfield,10,"Apr 26, 1984 (25)",,"1,76m",right,-,2010
28,Titi Essomba,FK Aktobe,Right Winger,50,"May 23, 1986 (23)",,"1,78m",right,€600k,2010
29,Vladimir Djilas,FK Aktobe,Centre-Forward,91,"Mar 3, 1983 (26)",,"1,90m",right,€900k,2010
30,Malick Mané,FK Aktobe,Centre-Forward,11,"Oct 14, 1988 (21)",,"1,73m",right,€700k,2010
31,Murat Tleshev,FK Aktobe,Centre-Forward,-,"Apr 18, 1980 (29)",,"1,88m",right,€400k,2010
32,Ivan Peric,FK Aktobe,Centre-Forward,-,"May 5, 1982 (27)",,"1,89m",right,€400k,2010
33,Maksat Kurmashev,FK Aktobe,Striker,-,"Aug 14, 1991 (18)",,"1,76m",,-,2010
34,Damir Baymagambetov,FK Aktobe,Striker,-,"Oct 20, 1992 (17)",,"1,77m",right,-,2010
35,Sergey Lisenkov,FK Aktobe,Centre-Forward,19,"Jun 17, 1991 (18)",,"1,92m",right,-,2010
36,Nenad Eric,Lokomotiv Astana,Goalkeeper,1,"May 26, 1982 (27)",,"1,97m",right,€300k,2010
37,Vyacheslav Kotlyar,Lokomotiv Astana,Goalkeeper,33,"Mar 3, 1982 (27)",,"1,85m",right,-,2010
38,Aleksey Belkin,Lokomotiv Astana,Goalkeeper,55,"Nov 25, 1981 (28)",,"1,94m",right,-,2010
39,Mikhail Rozhkov,Lokomotiv Astana,Centre-Back,27,"Dec 27, 1983 (26)",,"1,91m",right,€700k,2010
40,Maksim Zhalmagambetov,Lokomotiv Astana,Centre-Back,-,"Jul 11, 1983 (26)",,"1,95m",right,€100k,2010
41,Kairat Nurdauletov,Lokomotiv Astana,Centre-Back,6,"Nov 6, 1982 (27)",,"1,84m",right,€100k,2010
42,Aleksandr Kirov,Lokomotiv Astana,Centre-Back,14,"Sep 4, 1984 (25)",,"1,88m",right,€100k,2010
43,Damir Dautov,Lokomotiv Astana,Centre-Back,2,"Mar 3, 1990 (19)",,"1,87m",right,-,2010
44,Ivan Shevchenko,Lokomotiv Astana,Centre-Back,8,"Sep 10, 1987 (22)",,"1,85m",right,-,2010
45,Mark Gurman,Lokomotiv Astana,Centre-Back,19,"Feb 9, 1989 (20)",,"1,79m",right,-,2010
46,Zaurbek Pliev,Lokomotiv Astana,Left-Back,12,"Sep 27, 1991 (18)",,"1,88m",left,€50k,2010
47,Dmitriy Shomko,Lokomotiv Astana,Left-Back,20,"Mar 19, 1990 (19)",,"1,85m",left,-,2010
48,Andrey Karpovich,Lokomotiv Astana,Defensive Midfield,4,"Jan 18, 1981 (28)",,"1,77m",both,€350k,2010
49,Arsen Inkarbekov,Lokomotiv Astana,Midfielder,-,"Feb 27, 1991 (18)",,-,,-,2010
50,Piraly Aliev,Lokomotiv Astana,Defensive Midfield,5,"Jan 13, 1984 (25)",,"1,80m",right,-,2010
51,Alisher Tazhibayuly,Lokomotiv Astana,Midfielder,24,"Jan 28, 1987 (22)",,"1,74m",,-,2010
52,Marat Shakhmetov,Lokomotiv Astana,Central Midfield,22,"Feb 6, 1989 (20)",,"1,82m",right,€25k,2010
53,Roman Pakholyuk,Lokomotiv Astana,Right Midfield,14,"Oct 3, 1979 (30)",,"1,75m",right,€75k,2010
54,Bobi Bozinovski,Lokomotiv Astana,Attacking Midfield,15,"Feb 24, 1981 (28)",,"1,83m",right,€250k,2010
55,Nurbol Zhumaskaliev,Lokomotiv Astana,Attacking Midfield,9,"May 11, 1981 (28)",,"1,76m",left,€150k,2010
56,Maksim Azovskiy,Lokomotiv Astana,Attacking Midfield,18,"Jun 4, 1986 (23)",,"1,89m",right,€100k,2010
57,Ulan Konysbaev,Lokomotiv Astana,Right Winger,7,"May 28, 1989 (20)",,"1,75m",right,-,2010
58,Dragan Bogavac,Lokomotiv Astana,Second Striker,11,"Apr 7, 1980 (29)",,N/Am,N/A,€400k,2010
59,Tanat Nuserbaev,Lokomotiv Astana,Centre-Forward,17,"Jan 1, 1987 (22)",,"1,75m",right,€800k,2010
60,Igor Bugaev,Lokomotiv Astana,Centre-Forward,10,"Jun 26, 1984 (25)",,"1,85m",right,€400k,2010
61,Anatolie Doros,Lokomotiv Astana,Centre-Forward,7,"Mar 21, 1983 (26)",,"1,84m",right,€150k,2010
62,Denis Prokopenko,Lokomotiv Astana,Centre-Forward,-,"Oct 5, 1991 (18)",,"1,78m",right,-,2010
63,Danilo Belic,Lokomotiv Astana,Centre-Forward,13,"Nov 10, 1980 (29)",,"1,85m",right,-,2010
64,Sergey Stepanenko,Zhetysu Taldykorgan,Goalkeeper,16,"Jan 25, 1981 (28)",,"1,88m",right,€200k,2010
65,Evgeni Firsov,Zhetysu Taldykorgan,Goalkeeper,-,"Apr 22, 1993 (16)",,"1,86m",right,-,2010
66,Vladimir Loginovskiy,Zhetysu Taldykorgan,Goalkeeper,1,"Oct 8, 1985 (24)",,"1,93m",right,-,2010
67,Milos Mihajlov,Zhetysu Taldykorgan,Centre-Back,21,"Dec 15, 1982 (27)",,"1,85m",both,€1.00m,2010
68,Marko Djalovic,Zhetysu Taldykorgan,Centre-Back,86,"May 19, 1986 (23)",,"1,89m",left,€750k,2010
69,Arunas Klimavicius,Zhetysu Taldykorgan,Centre-Back,28,"Oct 5, 1982 (27)",,"1,85m",left,€450k,2010
70,Viktor Kovalev,Zhetysu Taldykorgan,Centre-Back,24,"Aug 25, 1980 (29)",,"1,90m",right,-,2010
71,Maksim Samchenko,Zhetysu Taldykorgan,Left-Back,5,"May 5, 1979 (30)",,"1,80m",left,€50k,2010
72,Vladimir Berikbaev,Zhetysu Taldykorgan,Left-Back,4,"Feb 27, 1988 (21)",,"1,82m",left,-,2010
73,Zakhar Korobov,Zhetysu Taldykorgan,Right-Back,23,"May 18, 1988 (21)",,"1,77m",right,€25k,2010
74,Aydar Kumisbekov,Zhetysu Taldykorgan,Right-Back,2,"Feb 9, 1979 (30)",,"1,77m",right,-,2010
75,Sergey Skorykh,Zhetysu Taldykorgan,Defensive Midfield,10,"May 25, 1984 (25)",,"1,84m",right,€300k,2010
76,Ivan Cvetkovic,Zhetysu Taldykorgan,Defensive Midfield,31,"Feb 12, 1981 (28)",,"1,77m",both,€200k,2010
77,Andrey Kharabara,Zhetysu Taldykorgan,Defensive Midfield,8,"Sep 1, 1985 (24)",,"1,71m",right,€50k,2010
78,Dauren Suyunov,Zhetysu Taldykorgan,Defensive Midfield,14,"Aug 6, 1990 (19)",,"1,70m",left,-,2010
79,Aset Mukashev,Zhetysu Taldykorgan,Midfielder,29,"Jul 7, 1990 (19)",,"1,70m",,-,2010
80,Aydos Meirmanov,Zhetysu Taldykorgan,Central Midfield,-,"Feb 14, 1990 (19)",,"1,77m",right,-,2010
81,Ruslan Barzukaev,Zhetysu Taldykorgan,Central Midfield,6,"Dec 5, 1987 (22)",,"1,82m",right,-,2010
82,Sayat Sariyev,Zhetysu Taldykorgan,Left Midfield,22,"Oct 15, 1992 (17)",,"1,68m",right,-,2010
83,Serikzhan Muzhikov,Zhetysu Taldykorgan,Attacking Midfield,7,"Jun 17, 1989 (20)",,"1,69m",right,-,2010
84,Akzhol Serikzhanov,Zhetysu Taldykorgan,Attacking Midfield,13,"May 6, 1990 (19)",,"1,75m",right,-,2010
85,Ulugbek Bakaev,Zhetysu Taldykorgan,Centre-Forward,20,"Nov 28, 1978 (31)",,"1,83m",right,€500k,2010
86,Sergey Ostapenko,Zhetysu Taldykorgan,Centre-Forward,9,"Feb 23, 1986 (23)",,"1,85m",right,€300k,2010
87,Darko Kremenovic,Zhetysu Taldykorgan,Centre-Forward,6,"Jun 5, 1981 (28)",,"1,78m",right,-,2010
88,Aleksey Shchetkin,Zhetysu Taldykorgan,Centre-Forward,11,"May 21, 1991 (18)",,"1,93m",right,-,2010
89,Dauren Kusainov,Zhetysu Taldykorgan,Centre-Forward,18,"Apr 10, 1984 (25)",,"1,82m",right,-,2010
90,Azat Bitabarov,FK Taraz,Goalkeeper,-,"Jan 14, 1990 (19)",,"1,83m",right,-,2010
91,Murat Mukashev,FK Taraz,Goalkeeper,20,"Sep 18, 1982 (27)",,"1,80m",right,-,2010
92,Ramil Nurmukhametov,FK Taraz,Goalkeeper,35,"Dec 21, 1987 (22)",,"1,82m",right,-,2010
93,Dauren Amirkhanov,FK Taraz,Defender,-,"Jun 28, 1993 (16)",,"1,69m",,-,2010
94,Amangeldy Zhusupov,FK Taraz,Defender,6,"Jul 18, 1988 (21)",,"1,84m",,-,2010
95,Aziz Anarmetov,FK Taraz,Defender,22,"Jul 30, 1982 (27)",,"1,82m",,-,2010
96,Damir Memisevic,FK Taraz,Centre-Back,23,"Jan 22, 1984 (25)",,N/Am,N/A,€600k,2010
97,Berik Aytbaev,FK Taraz,Centre-Back,-,"Jun 26, 1991 (18)",,"1,84m",right,-,2010
98,Vladimir Yakovlev,FK Taraz,Centre-Back,3,"Aug 2, 1984 (25)",,"1,82m",right,-,2010
99,Azat Ersalimov,FK Taraz,Left-Back,21,"Jul 19, 1988 (21)",,"1,67m",both,€25k,2010
100,Dmitriy Evstigneev,FK Taraz,Left-Back,19,"Nov 21, 1986 (23)",,"1,81m",left,-,2010
101,Nurtas Kurgulin,FK Taraz,Right-Back,5,"Sep 20, 1986 (23)",,"1,75m",right,-,2010
102,Vyacheslav Sobolev,FK Taraz,Right-Back,13,"Oct 13, 1984 (25)",,"1,69m",both,-,2010
103,Milos Adamovic,FK Taraz,Defensive Midfield,7,"Jun 19, 1988 (21)",,"1,77m",right,€500k,2010
104,Abdoulaye Diakhate,FK Taraz,Defensive Midfield,15,"Jan 16, 1988 (21)",,"1,81m",right,€500k,2010
105,Ostoja Stjepanovic,FK Taraz,Defensive Midfield,8,"Jan 17, 1985 (24)",,"1,78m",right,€225k,2010
106,Nurdaulet Seydikhanov,FK Taraz,Midfielder,-,"Feb 18, 1992 (17)",,"1,78m",,-,2010
107,Vaid Talgaev,FK Taraz,Midfielder,14,"Dec 21, 1990 (19)",,"1,81m",,-,2010
108,Roman Pakholyuk,FK Taraz,Right Midfield,10,"Oct 3, 1979 (30)",,"1,75m",right,€75k,2010
109,Anton Zemlyanukhin,FK Taraz,Left Midfield,7,"Dec 11, 1988 (21)",,"1,75m",left,€150k,2010
110,Ardak Karpyk,FK Taraz,Left Midfield,-,"Apr 1, 1992 (17)",,"1,77m",left,-,2010
111,Bauyrzhan Baytana,FK Taraz,Attacking Midfield,9,"May 6, 1992 (17)",,"1,74m",both,-,2010
112,Oleg Nedashkovskiy,FK Taraz,Attacking Midfield,17,"Sep 9, 1987 (22)",,"1,84m",right,-,2010
113,Bauyrzhan Islamkhan,FK Taraz,Attacking Midfield,33,"Feb 23, 1993 (16)",,"1,74m",right,-,2010
114,Sherkhan Bauyrzhan,FK Taraz,Right Winger,-,"Aug 28, 1992 (17)",,"1,78m",right,-,2010
115,Erzat Kenbaev,FK Taraz,Second Striker,11,"Apr 22, 1988 (21)",,"1,78m",right,-,2010
116,Nemanja Jovanovic,FK Taraz,Centre-Forward,24,"Mar 3, 1984 (25)",,"1,91m",left,€375k,2010
117,Bakdaulet Daribaev,FK Taraz,Striker,-,"Dec 20, 1991 (18)",,"1,85m",,-,2010
118,Kairat Suley,FK Taraz,Striker,18,"Oct 26, 1985 (24)",,"1,80m",,-,2010
119,Danilo Belic,FK Taraz,Centre-Forward,76,"Nov 10, 1980 (29)",,"1,85m",right,-,2010
120,Roman Nesterenko,Ordabasy Shymkent,Goalkeeper,1,"Mar 22, 1977 (32)",,"1,99m",right,€150k,2010
121,Yaroslav Bondarenko,Ordabasy Shymkent,Goalkeeper,-,"Mar 15, 1992 (17)",,"1,85m",right,-,2010
122,Almat Bekbaev,Ordabasy Shymkent,Goalkeeper,16,"Jul 14, 1984 (25)",,"1,94m",right,-,2010
123,Samat Otarbaev,Ordabasy Shymkent,Goalkeeper,32,"Feb 18, 1990 (19)",,"1,90m",right,-,2010
124,Igor Zaytsev,Ordabasy Shymkent,Defender,14,"Jun 29, 1990 (19)",,"1,72m",,-,2010
125,Daulet Duysekulov,Ordabasy Shymkent,Defender,23,"Apr 2, 1993 (16)",,"1,68m",,-,2010
126,Aleksandar Trajkovic,Ordabasy Shymkent,Centre-Back,6,"Jan 16, 1981 (28)",,"1,87m",right,€125k,2010
127,Farkhadbek Irismetov,Ordabasy Shymkent,Centre-Back,2,"Aug 10, 1981 (28)",,"1,83m",right,€100k,2010
128,Andrew Mwesigwa,Ordabasy Shymkent,Centre-Back,3,"Apr 24, 1984 (25)",,"1,80m",right,-,2010
129,Mukhtar Mukhtarov,Ordabasy Shymkent,Centre-Back,4,"Jan 6, 1986 (23)",,"1,88m",right,-,2010
130,Gafurzhan Suyumbaev,Ordabasy Shymkent,Left-Back,5,"Aug 19, 1990 (19)",,"1,75m",left,-,2010
131,Bakdaulet Kozhabaev,Ordabasy Shymkent,Right-Back,-,"Jun 19, 1992 (17)",,"1,82m",right,-,2010
132,Talgat Adyrbekov,Ordabasy Shymkent,Right-Back,19,"Jan 26, 1989 (20)",,"1,78m",right,-,2010
133,Artem Kasyanov,Ordabasy Shymkent,Defensive Midfield,12,"Apr 20, 1983 (26)",,"1,80m",left,€200k,2010
134,Vitaliy Evstigneev,Ordabasy Shymkent,Defensive Midfield,8,"Aug 8, 1985 (24)",,"1,86m",both,-,2010
135,Bekzat Beysenov,Ordabasy Shymkent,Defensive Midfield,17,"Feb 18, 1987 (22)",,"1,82m",right,-,2010
136,Kanat Imanov,Ordabasy Shymkent,Midfielder,21,"Mar 23, 1991 (18)",,"1,77m",,-,2010
137,Abzal Eshmanov,Ordabasy Shymkent,Midfielder,27,"Feb 5, 1990 (19)",,"1,67m",,-,2010
138,Evgeniy Levin,Ordabasy Shymkent,Central Midfield,-,"Jul 12, 1992 (17)",,"1,74m",right,-,2010
139,Kairat Ashirbekov,Ordabasy Shymkent,Attacking Midfield,10,"Oct 21, 1982 (27)",,"1,72m",left,€100k,2010
140,Azat Nurgaliev,Ordabasy Shymkent,Left Winger,7,"Jun 30, 1986 (23)",,"1,73m",both,€200k,2010
141,Mardan Tolebek,Ordabasy Shymkent,Right Winger,25,"Dec 18, 1990 (19)",,"1,74m",left,-,2010
142,Baba Collins,Ordabasy Shymkent,Second Striker,9,"Dec 2, 1988 (21)",,"1,74m",left,€750k,2010
143,Ivan Peric,Ordabasy Shymkent,Centre-Forward,55,"May 5, 1982 (27)",,"1,89m",right,€400k,2010
144,Ulugbek Asanbaev,Ordabasy Shymkent,Centre-Forward,17,"Sep 13, 1979 (30)",,"1,83m",,€75k,2010
145,Elmar Nabiev,Ordabasy Shymkent,Striker,-,"Dec 23, 1991 (18)",,"1,75m",right,-,2010
146,Vagner,Ordabasy Shymkent,Centre-Forward,11,"Jun 1, 1987 (22)",,"1,83m",left,-,2010
147,Abylaykhan Makhambetov,Ordabasy Shymkent,Centre-Forward,15,"Aug 3, 1991 (18)",,"1,80m",right,-,2010
148,Daurenbek Tazhimbetov,Ordabasy Shymkent,Centre-Forward,18,"Jul 2, 1985 (24)",,"1,84m",right,-,2010
149,Evgeni Chikrizov,Ordabasy Shymkent,Centre-Forward,21,"Jul 30, 1990 (19)",,"1,81m",right,-,2010
150,Kirill Pryadkin,Vostok Oskemen,Goalkeeper,1,"Jul 6, 1977 (32)",,"1,85m",right,€50k,2010
151,Denis Tolebaev,Vostok Oskemen,Goalkeeper,24,"Feb 7, 1987 (22)",,"2,05m",right,€25k,2010
152,Stanislav Pavlov,Vostok Oskemen,Goalkeeper,-,"May 30, 1994 (15)",,"1,93m",right,-,2010
153,Arlan Sandybaev,Vostok Oskemen,Goalkeeper,-,"May 28, 1990 (19)",,"1,85m",right,-,2010
154,Vladimir Vujović,Vostok Oskemen,Centre-Back,6,"Jul 23, 1982 (27)",,"1,88m",both,€400k,2010
155,Otar Khizaneishvili,Vostok Oskemen,Centre-Back,25,"Sep 26, 1981 (28)",,N/Am,N/A,€300k,2010
156,Renat Abdulin,Vostok Oskemen,Centre-Back,77,"Apr 14, 1982 (27)",,"1,85m",right,€150k,2010
157,Djordje Mrdjanin,Vostok Oskemen,Centre-Back,25,"Feb 26, 1981 (28)",,"1,89m",right,€90k,2010
158,Igor Avdeev,Vostok Oskemen,Centre-Back,5,"Jan 10, 1973 (36)",,"1,82m",right,€25k,2010
159,Martin Kovachev,Vostok Oskemen,Centre-Back,2,"Mar 12, 1982 (27)",,"1,92m",right,-,2010
160,Anton Moltusinov,Vostok Oskemen,Centre-Back,8,"May 18, 1988 (21)",,"1,84m",right,-,2010
161,Vladimir Sedelnikov,Vostok Oskemen,Centre-Back,19,"Oct 15, 1991 (18)",,"1,93m",right,-,2010
162,Andrey Shabaev,Vostok Oskemen,Centre-Back,27,"Feb 15, 1987 (22)",,"1,79m",right,-,2010
163,Igor Buryak,Vostok Oskemen,Left-Back,6,"Jan 12, 1983 (26)",,"1,84m",right,€100k,2010
164,Dmitriy Schmidt,Vostok Oskemen,Right-Back,-,"Nov 17, 1993 (16)",,"1,75m",right,-,2010
165,Mikhail Gabyshev,Vostok Oskemen,Right-Back,21,"Jan 2, 1990 (19)",,"1,85m",right,-,2010
166,Stanislav Lunin,Vostok Oskemen,Right-Back,47,"May 2, 1993 (16)",,"1,80m",right,-,2010
167,Abzal Beysebekov,Vostok Oskemen,Right-Back,92,"Nov 30, 1992 (17)",,"1,87m",right,-,2010
168,Sasa Dobric,Vostok Oskemen,Midfielder,9,"Jan 24, 1982 (27)",,"1,77m",both,€375k,2010
169,Ruslan Bidnenko,Vostok Oskemen,Defensive Midfield,9,"Jul 20, 1981 (28)",,"1,87m",both,€150k,2010
170,Kanat Bolatov,Vostok Oskemen,Midfielder,-,"Jan 28, 1990 (19)",,"1,82m",,-,2010
171,Mikhail Velichkin,Vostok Oskemen,Midfielder,-,"Feb 10, 1990 (19)",,"1,81m",,-,2010
172,Roman Belyaev,Vostok Oskemen,Midfielder,-,"Jan 14, 1991 (18)",,"1,76m",,-,2010
173,Vyacheslav Erbes,Vostok Oskemen,Defensive Midfield,14,"Jan 14, 1988 (21)",,"1,78m",right,-,2010
174,Darkhan Yusupov,Vostok Oskemen,Midfielder,23,"Jan 10, 1987 (22)",,"1,78m",,-,2010
175,Sergey Larin,Vostok Oskemen,Central Midfield,17,"Jul 22, 1986 (23)",,"1,83m",right,€100k,2010
176,Dmitriy Mamonov,Vostok Oskemen,Central Midfield,18,"Apr 26, 1978 (31)",,"1,73m",right,-,2010
177,Evgeniy Lunev,Vostok Oskemen,Attacking Midfield,8,"Apr 26, 1976 (33)",,"1,86m",right,-,2010
178,Roman Kismetov,Vostok Oskemen,Attacking Midfield,15,"Jun 17, 1987 (22)",,"1,72m",,-,2010
179,Jimmy Mulisa,Vostok Oskemen,Centre-Forward,14,"Apr 3, 1984 (25)",,"1,86m",right,€200k,2010
180,Vladislav Morozov,Vostok Oskemen,Striker,-,"Feb 18, 1995 (14)",,"1,79m",,-,2010
181,Oleksandr Zgura,Vostok Oskemen,Striker,5,"Aug 20, 1985 (24)",,"1,65m",right,-,2010
182,Sanat Zhumakhanov,Vostok Oskemen,Centre-Forward,7,"Jan 30, 1988 (21)",,"1,85m",right,-,2010
183,Pavel Udalov,Vostok Oskemen,Centre-Forward,10,"Jan 25, 1983 (26)",,"1,82m",right,-,2010
184,Rafael Urazbakhtin,Vostok Oskemen,Centre-Forward,11,"Nov 20, 1978 (31)",,"1,80m",right,-,2010
185,Zhandos Orazov,Vostok Oskemen,Striker,13,"Apr 13, 1991 (18)",,"1,81m",right,-,2010
186,Daniil Nikolaev,Vostok Oskemen,Centre-Forward,91,"Oct 14, 1991 (18)",,"1,83m",right,-,2010
187,Aleksandr Petukhov,Tobol Kostanay,Goalkeeper,35,"Jan 11, 1985 (24)",,"1,87m",right,€50k,2010
188,Andrey Gerfort,Tobol Kostanay,Goalkeeper,-,"Dec 14, 1990 (19)",,"1,84m",right,-,2010
189,Yaroslav Baginskiy,Tobol Kostanay,Goalkeeper,1,"Oct 3, 1987 (22)",,"1,85m",right,-,2010
190,Evgeniy Romanov,Tobol Kostanay,Defender,-,"Mar 14, 1990 (19)",,"1,77m",,-,2010
191,Stepan Kucera,Tobol Kostanay,Centre-Back,25,"Jun 11, 1984 (25)",,"1,91m",left,€900k,2010
192,Nenad Sljivic,Tobol Kostanay,Centre-Back,10,"Jun 8, 1985 (24)",,"1,84m",right,€500k,2010
193,Renat Abdulin,Tobol Kostanay,Centre-Back,-,"Apr 14, 1982 (27)",,"1,85m",right,€150k,2010
194,Aleksandr Kislitsyn,Tobol Kostanay,Centre-Back,13,"Mar 8, 1986 (23)",,"1,89m",right,€150k,2010
195,Farkhadbek Irismetov,Tobol Kostanay,Centre-Back,-,"Aug 10, 1981 (28)",,"1,83m",right,€100k,2010
196,Oleg Lotov,Tobol Kostanay,Centre-Back,15,"Nov 21, 1975 (34)",,"1,84m",right,€50k,2010
197,Sanat Shalekenov,Tobol Kostanay,Centre-Back,-,"Apr 4, 1989 (20)",,"1,84m",right,-,2010
198,Anatoli Stukalov,Tobol Kostanay,Centre-Back,2,"Apr 3, 1991 (18)",,"1,78m",right,-,2010
199,Evgeniy Ovshinov,Tobol Kostanay,Centre-Back,17,"Oct 17, 1980 (29)",,"1,78m",right,-,2010
200,Vitaliy Volkov,Tobol Kostanay,Left-Back,9,"Mar 22, 1981 (28)",,"1,75m",left,€500k,2010
201,Oleg Sabirov,Tobol Kostanay,Left-Back,-,"Mar 13, 1978 (31)",,"1,81m",right,-,2010
202,Dumitru Bogdan,Tobol Kostanay,Left-Back,3,"Mar 4, 1989 (20)",,"1,86m",,-,2010
203,Aleksey Danaev,Tobol Kostanay,Left-Back,4,"Sep 1, 1979 (30)",,"1,83m",left,-,2010
204,Daniyar Mukanov,Tobol Kostanay,Right-Back,-,"Sep 26, 1976 (33)",,"1,79m",right,€100k,2010
205,Ermek Kuantaev,Tobol Kostanay,Right-Back,20,"Oct 13, 1990 (19)",,"1,74m",both,-,2010
206,Vit Turtenwald,Tobol Kostanay,Defensive Midfield,-,"Mar 5, 1980 (29)",,"1,85m",right,€350k,2010
207,Andrey Kharabara,Tobol Kostanay,Defensive Midfield,-,"Sep 1, 1985 (24)",,"1,71m",right,€50k,2010
208,Andrey Travin,Tobol Kostanay,Defensive Midfield,-,"Apr 27, 1979 (30)",,"1,76m",left,-,2010
209,Dmitriy Yurist,Tobol Kostanay,Midfielder,-,"Feb 16, 1972 (37)",,"1,74m",,-,2010
210,Anatoliy Bogdanov,Tobol Kostanay,Defensive Midfield,5,"Jun 7, 1981 (28)",,"1,86m",right,-,2010
211,Darío Soplán,Tobol Kostanay,Central Midfield,-,"Feb 1, 1990 (19)",,"1,75m",both,-,2010
212,Maksat Akhanov,Tobol Kostanay,Central Midfield,6,"May 12, 1990 (19)",,"1,80m",right,-,2010
213,Sergey Kostyuk,Tobol Kostanay,Central Midfield,14,"Nov 30, 1978 (31)",,"1,77m",right,-,2010
214,Rinat Khasenov,Tobol Kostanay,Central Midfield,18,"May 8, 1987 (22)",,"1,78m",right,-,2010
215,Dauren Zhatekov,Tobol Kostanay,Central Midfield,19,"Feb 28, 1991 (18)",,"1,87m",right,-,2010
216,Aleksey Malyshev,Tobol Kostanay,Central Midfield,21,"Jun 24, 1989 (20)",,"1,86m",right,-,2010
217,Ermek Nurgaliev,Tobol Kostanay,Right Midfield,23,"Aug 8, 1986 (23)",,"1,70m",right,-,2010
218,Samir Bekric,Tobol Kostanay,Attacking Midfield,7,"Oct 20, 1984 (25)",,"1,81m",right,€800k,2010
219,Nurbol Zhumaskaliev,Tobol Kostanay,Attacking Midfield,-,"May 11, 1981 (28)",,"1,76m",left,€150k,2010
220,Igor Yurin,Tobol Kostanay,Attacking Midfield,8,"Jul 3, 1982 (27)",,"1,71m",right,€50k,2010
221,Azat Nurgaliev,Tobol Kostanay,Left Winger,-,"Jun 30, 1986 (23)",,"1,73m",both,€200k,2010
222,Beybut Abishev,Tobol Kostanay,Left Winger,-,"Feb 9, 1992 (17)",,"1,71m",both,-,2010
223,Bauyrzhan Dzholchiev,Tobol Kostanay,Right Winger,22,"May 8, 1990 (19)",,"1,90m",right,-,2010
224,Ulugbek Bakaev,Tobol Kostanay,Centre-Forward,-,"Nov 28, 1978 (31)",,"1,83m",right,€500k,2010
