,Player,Club,Position,Number,Date of Birth,Height,Foot,Joined,Market Value,Season
35,Sergey Kaputin,Tobol Kostanay,Centre-Back,-,"Aug 22, 1983 (19)",,"1,85m",,-,2003
36,Daniyar Mukanov,Tobol Kostanay,Right-Back,-,"Sep 26, 1976 (26)",,"1,79m",right,-,2003
37,Petr Badlo,Tobol Kostanay,Right-Back,-,"May 24, 1976 (26)",,"1,78m",right,-,2003
38,Andrey Shkurin,Tobol Kostanay,Right-Back,-,"Mar 3, 1972 (30)",,"1,73m",both,-,2003
39,Oleg Golovan,Tobol Kostanay,Midfielder,-,"Oct 1, 1974 (28)",,"1,75m",,-,2003
40,Dmitriy Bolotskikh,Tobol Kostanay,Midfielder,-,"Feb 20, 1983 (19)",,-,,-,2003
41,Maksim Fokin,Tobol Kostanay,Central Midfield,-,"Jun 27, 1982 (20)",,"1,92m",right,-,2003
42,Aleksey Kosolapov,Tobol Kostanay,Central Midfield,-,"Mar 17, 1971 (31)",,"1,78m",right,-,2003
43,Aleksandr Chaika,Tobol Kostanay,Central Midfield,-,"Jan 27, 1976 (26)",,"1,79m",,-,2003
44,Maksim Shevchenko,Tobol Kostanay,Central Midfield,-,"Mar 27, 1980 (22)",,"1,75m",,-,2003
45,Konstantin Kotov,Tobol Kostanay,Central Midfield,-,"Oct 7, 1973 (29)",,"1,72m",,-,2003
46,Maksim Nizovtsev,Tobol Kostanay,Left Midfield,-,"Sep 9, 1972 (30)",,-,,-,2003
47,Nurbol Zhumaskaliev,Tobol Kostanay,Attacking Midfield,-,"May 11, 1981 (21)",,"1,76m",left,-,2003
48,Aleksey Saveljev,Tobol Kostanay,Attacking Midfield,-,"Apr 10, 1977 (25)",,"1,78m",right,-,2003
49,Valeriy Garkusha,Tobol Kostanay,Right Winger,-,"Mar 14, 1977 (25)",,-,,-,2003
50,Nurken Mazbaev,Tobol Kostanay,Right Winger,-,"Jun 4, 1972 (30)",,-,,-,2003
51,Murat Suyumagambetov,Tobol Kostanay,Centre-Forward,-,"Oct 14, 1983 (19)",,"1,81m",right,-,2003
52,Ulugbek Bakaev,Tobol Kostanay,Centre-Forward,-,"Nov 28, 1978 (24)",,"1,83m",right,-,2003
53,Evgeniy Tarasov,Tobol Kostanay,Centre-Forward,-,"Mar 25, 1979 (23)",,"1,78m",right,-,2003
54,Sergey Bogdanov,Tobol Kostanay,Centre-Forward,-,"Mar 11, 1977 (25)",,"1,80m",right,-,2003
55,Vitaliy Starnovskiy,Tobol Kostanay,Striker,-,"May 7, 1983 (19)",,"1,80m",,-,2003
56,Vadym Deonas,FK Atyrau,Goalkeeper,-,"Jul 25, 1975 (27)",,"1,87m",,-,2003
57,Aleksandr Grigorenko,FK Atyrau,Goalkeeper,-,"Feb 6, 1985 (17)",,"1,82m",right,-,2003
58,Sergiy Sarana,FK Atyrau,Goalkeeper,-,"Dec 7, 1978 (24)",,"1,86m",,-,2003
59,Nurlan Aubekerov,FK Atyrau,Goalkeeper,-,"Apr 26, 1982 (20)",,"1,89m",right,-,2003
60,Sergiy Osadchyi,FK Atyrau,Defender,-,"Oct 30, 1970 (32)",,"1,80m",,-,2003
61,Sergiy Zaytsev,FK Atyrau,Defender,-,"Apr 13, 1973 (29)",,"1,84m",,-,2003
62,Andriy Foshchiy,FK Atyrau,Defender,-,"Feb 19, 1981 (21)",,"1,86m",,-,2003
63,Sakenzhan Shomaev,FK Atyrau,Defender,-,"Dec 4, 1983 (19)",,"1,73m",,-,2003
64,Igor Goryachev,FK Atyrau,Defender,-,"Jul 7, 1975 (27)",,-,,-,2003
65,Anatoliy Artemjev,FK Atyrau,Defender,-,"Nov 2, 1983 (19)",,-,,-,2003
66,Bekbolat Seytaliev,FK Atyrau,Defender,-,"Apr 10, 1980 (22)",,-,,-,2003
67,Omar Berdiew,FK Atyrau,Centre-Back,-,"Jun 25, 1979 (23)",,"1,83m",,-,2003
68,Andriy Yerokhin,FK Atyrau,Centre-Back,-,"Mar 24, 1978 (24)",,"1,84m",,-,2003
69,Vyacheslav Sobolev,FK Atyrau,Right-Back,-,"Oct 13, 1984 (18)",,"1,69m",both,-,2003
70,Vitali Ushakov,FK Atyrau,Midfielder,-,"Aug 12, 1974 (28)",,"1,78m",,-,2003
71,Levan Bajelidze,FK Atyrau,Midfielder,-,"Oct 2, 1978 (24)",,-,,-,2003
72,Kairat Baymakhanov,FK Atyrau,Midfielder,-,"Mar 30, 1981 (21)",,"1,78m",,-,2003
73,Arman Elyupov,FK Atyrau,Midfielder,-,"Jan 14, 1985 (17)",,"1,78m",,-,2003
74,Azat Uteushov,FK Atyrau,Midfielder,-,"Feb 13, 1984 (18)",,"1,77m",,-,2003
75,Denis Lobashov,FK Atyrau,Midfielder,-,"Mar 23, 1985 (17)",,-,,-,2003
76,Denis Rodionov,FK Atyrau,Central Midfield,-,"Jul 26, 1985 (17)",,"1,78m",both,-,2003
77,Sergey Kostyuk,FK Atyrau,Central Midfield,-,"Nov 30, 1978 (24)",,"1,77m",right,-,2003
78,Sergiy Klyuchyk,FK Atyrau,Central Midfield,-,"Aug 27, 1973 (29)",,"1,80m",,-,2003
79,Oleksandr Sobkovych,FK Atyrau,Central Midfield,-,"Feb 11, 1976 (26)",,"1,75m",,-,2003
80,Kuanysh Karakulov,FK Atyrau,Right Midfield,-,"Jun 20, 1977 (25)",,"1,73m",right,-,2003
81,Zhiger Kukeev,FK Atyrau,Right Midfield,-,"Aug 9, 1984 (18)",,"1,75m",right,-,2003
82,Vyacheslav Eremeev,FK Atyrau,Attacking Midfield,-,"Mar 29, 1970 (32)",,"1,83m",right,-,2003
83,Miroslav Nemec,FK Atyrau,Centre-Forward,-,"Sep 26, 1971 (31)",,"1,84m",,-,2003
84,Davit Janashia,FK Atyrau,Striker,-,"Jul 8, 1972 (30)",,"1,79m",,-,2003
85,Kairat Ersheev,FK Atyrau,Striker,-,"Sep 14, 1984 (18)",,"1,72m",,-,2003
86,Redzhepmurad Agabaev,FK Atyrau,Centre-Forward,-,"Aug 1, 1973 (29)",,"1,86m",,-,2003
87,Vladimir Gurtuev,FK Atyrau,Striker,-,"Jul 2, 1971 (31)",,"1,82m",,-,2003
88,Lesbek Dosymov,FK Atyrau,Striker,-,"Jun 28, 1982 (20)",,-,,-,2003
89,Bauyrzhan Mazbaev,FK Atyrau,Striker,-,"Jul 11, 1981 (21)",,"1,75m",,-,2003
90,Serik Koshkarov,FK Atyrau,Centre-Forward,-,"Jun 2, 1973 (29)",,"1,86m",,-,2003
91,Sergey Stepanenko,FK Taraz,Goalkeeper,-,"Jan 25, 1981 (21)",,"1,88m",right,-,2003
92,Igor Mikhailov,FK Taraz,Goalkeeper,-,"Feb 24, 1980 (22)",,"1,77m",,-,2003
93,Nurmat Mirzabaev,FK Taraz,Defender,-,"Nov 11, 1972 (30)",,"1,76m",,-,2003
94,Yuri Bordolimow,FK Taraz,Defender,-,"Jan 24, 1970 (32)",,"1,70m",,-,2003
95,Petro Anisim,FK Taraz,Defender,-,"Jan 31, 1977 (25)",,"1,93m",,-,2003
96,Erlan Eleusinov,FK Taraz,Defender,-,"Jul 2, 1972 (30)",,"1,81m",,-,2003
97,Samat Nauryzbaev,FK Taraz,Defender,-,"Sep 6, 1982 (20)",,"1,75m",,-,2003
98,Valeriy Valter,FK Taraz,Defender,-,"Nov 21, 1976 (26)",,-,,-,2003
99,Bekbolat Seytaliev,FK Taraz,Defender,-,"Apr 10, 1980 (22)",,-,,-,2003
100,Vasyl Stezhkovyi,FK Taraz,Centre-Back,-,"Aug 16, 1980 (22)",,"1,86m",,-,2003
101,Yuriy Danchenko,FK Taraz,Left-Back,-,"Aug 9, 1979 (23)",,"1,77m",,-,2003
102,Vyacheslav Sobolev,FK Taraz,Right-Back,-,"Oct 13, 1984 (18)",,"1,69m",both,-,2003
103,Vitali Ushakov,FK Taraz,Midfielder,-,"Aug 12, 1974 (28)",,"1,78m",,-,2003
104,Vitaliy Evstigneev,FK Taraz,Defensive Midfield,-,"Aug 8, 1985 (17)",,"1,86m",both,-,2003
105,Yuri Magdiev,FK Taraz,Midfielder,-,"Dec 2, 1971 (31)",,N/Am,N/A,-,2003
106,Aleksandr Mochinov,FK Taraz,Midfielder,-,"May 6, 1976 (26)",,N/Am,N/A,-,2003
107,Sergey Pak,FK Taraz,Midfielder,-,"Oct 3, 1973 (29)",,-,,-,2003
108,Ruslan Romanchuk,FK Taraz,Central Midfield,-,"Oct 12, 1974 (28)",,N/Am,N/A,-,2003
109,Vyacheslav Krendelev,FK Taraz,Left Midfield,-,"Jul 24, 1982 (20)",,"1,84m",left,-,2003
110,Askhat Borantaev,FK Taraz,Left Midfield,-,"Aug 22, 1978 (24)",,"1,70m",left,-,2003
111,Maksim Azovskiy,FK Taraz,Attacking Midfield,-,"Jun 4, 1986 (16)",,"1,89m",right,-,2003
112,Oleg Nedashkovskiy,FK Taraz,Attacking Midfield,-,"Sep 9, 1987 (15)",,"1,84m",right,-,2003
113,Nurken Mazbaev,FK Taraz,Right Winger,-,"Jun 4, 1972 (30)",,-,,-,2003
114,Oleg Mochulyak,FK Taraz,Centre-Forward,-,"Sep 24, 1974 (28)",,"1,80m",right,-,2003
115,Kairat Suley,FK Taraz,Striker,-,"Oct 26, 1985 (17)",,"1,80m",,-,2003
116,Azamat Niyazymbetov,FK Taraz,Striker,-,"Mar 25, 1974 (28)",,"1,72m",right,-,2003
117,Oleg Tarasov,FK Taraz,Striker,-,"Jan 9, 1982 (20)",,"1,78m",,-,2003
118,Vadim Roskita,FK Taraz,Striker,-,"Mar 22, 1981 (21)",,"1,86m",,-,2003
119,David Loria,Shakhter Karaganda,Goalkeeper,-,"Oct 31, 1981 (21)",,"1,83m",right,-,2003
120,Andrey Volodin,Shakhter Karaganda,Defender,-,"Apr 25, 1982 (20)",,-,,-,2003
121,Aleksandr Moskalenko,Shakhter Karaganda,Defender,-,"Sep 18, 1976 (26)",,"1,83m",,-,2003
122,Vladimir Popov,Shakhter Karaganda,Defender,-,"Oct 14, 1978 (24)",,"1,81m",,-,2003
123,Andrey Liforenko,Shakhter Karaganda,Defender,-,"Jun 20, 1975 (27)",,"1,76m",,-,2003
124,Oleg Kornienko,Shakhter Karaganda,Centre-Back,-,"May 28, 1973 (29)",,"1,82m",right,-,2003
125,Veaceslav Rusnac,Shakhter Karaganda,Left-Back,-,"Aug 27, 1975 (27)",,"1,75m",left,-,2003
126,Igor Soloshenko,Shakhter Karaganda,Left-Back,-,"May 22, 1979 (23)",,"1,81m",left,-,2003
127,Oleg Tomashevskyi,Shakhter Karaganda,Left-Back,-,"Mar 15, 1970 (32)",,"1,76m",,-,2003
128,Evgeniy Tarasov,Shakhter Karaganda,Right-Back,-,"Apr 16, 1985 (17)",,"1,83m",right,-,2003
129,Mikhail Glushko,Shakhter Karaganda,Defensive Midfield,-,"Jan 3, 1984 (18)",,"1,86m",right,-,2003
130,Yuri Agapov,Shakhter Karaganda,Midfielder,-,"Jun 27, 1980 (22)",,"1,80m",,-,2003
131,Denys Lyashko,Shakhter Karaganda,Midfielder,-,"Oct 4, 1980 (22)",,"1,72m",,-,2003
132,Evgeni Vdovenko,Shakhter Karaganda,Midfielder,-,"Jan 23, 1978 (24)",,"1,81m",,-,2003
133,Aleksey Shmakov,Shakhter Karaganda,Midfielder,-,"Apr 18, 1980 (22)",,"1,85m",,-,2003
134,Leonid Panteleymonov,Shakhter Karaganda,Midfielder,-,"Apr 23, 1971 (31)",,"1,70m",,-,2003
135,Denis Djakov,Shakhter Karaganda,Midfielder,-,"Jul 30, 1985 (17)",,"1,76m",,-,2003
136,Vladimir Kashtanov,Shakhter Karaganda,Central Midfield,-,"Feb 16, 1973 (29)",,"1,79m",,-,2003
137,Vadim Borovskiy,Shakhter Karaganda,Right Winger,-,"Oct 30, 1986 (16)",,"1,72m",right,-,2003
138,Nilton Mendes,Shakhter Karaganda,Centre-Forward,-,"Jan 7, 1976 (26)",,"1,80m",,-,2003
139,Andrey Finonchenko,Shakhter Karaganda,Centre-Forward,-,"Jun 21, 1982 (20)",,"1,77m",right,-,2003
140,Rafael Khamidullov,Shakhter Karaganda,Striker,-,"Mar 21, 1976 (26)",,"1,77m",,-,2003
141,Ruslan Imankulov,Shakhter Karaganda,Striker,-,"Feb 6, 1972 (30)",,-,,-,2003
142,Marat Iskakov,Shakhter Karaganda,Striker,-,"Jul 30, 1980 (22)",,"1,84m",,-,2003
143,Aleksandr Mokin,Okzhetpes Kokshetau,Goalkeeper,-,"Jun 19, 1981 (21)",,"1,94m",right,-,2003
144,Igor Geitsman,Okzhetpes Kokshetau,Goalkeeper,-,"Jul 11, 1976 (26)",,"1,93m",right,-,2003
145,Sergey Zakharetskiy,Okzhetpes Kokshetau,Goalkeeper,-,"Jan 12, 1977 (25)",,"1,79m",,-,2003
146,Andrey Prokofjev,Okzhetpes Kokshetau,Goalkeeper,-,"Jan 10, 1982 (20)",,"1,86m",,-,2003
147,Oleg Fistican,Okzhetpes Kokshetau,Defender,-,"Feb 1, 1975 (27)",,"1,78m",right,-,2003
148,Georgiy Kolpakov,Okzhetpes Kokshetau,Defender,-,"Apr 18, 1979 (23)",,"1,85m",,-,2003
149,Egor Gladkov,Okzhetpes Kokshetau,Defender,-,"Feb 17, 1979 (23)",,"1,72m",,-,2003
150,Oleg Lashnikov,Okzhetpes Kokshetau,Defender,-,"Oct 3, 1975 (27)",,"1,93m",,-,2003
151,Evgeniy Valentyukevich,Okzhetpes Kokshetau,Defender,-,"Feb 9, 1982 (20)",,"1,83m",,-,2003
152,Igor Pavlyuk,Okzhetpes Kokshetau,Defender,-,"Mar 20, 1981 (21)",,"1,81m",,-,2003
153,Anton Kleuzovich,Okzhetpes Kokshetau,Defender,-,"Aug 16, 1981 (21)",,"1,82m",,-,2003
154,Oleksandr Stakhiv,Okzhetpes Kokshetau,Centre-Back,-,"Jan 13, 1981 (21)",,"1,90m",right,-,2003
155,Alik Haydarov,Okzhetpes Kokshetau,Centre-Back,-,"Apr 27, 1981 (21)",,"1,83m",right,-,2003
156,Valentin Ivahnenco,Okzhetpes Kokshetau,Centre-Back,-,"May 27, 1977 (25)",,"1,83m",,-,2003
157,Evgeni Zakharchenko,Okzhetpes Kokshetau,Left-Back,-,"Sep 21, 1978 (24)",,"1,77m",left,-,2003
158,Anatoliy Malkov,Okzhetpes Kokshetau,Midfielder,-,"Jul 8, 1981 (21)",,"1,78m",right,-,2003
159,Anatoliy Bogdanov,Okzhetpes Kokshetau,Defensive Midfield,-,"Jun 7, 1981 (21)",,"1,86m",right,-,2003
160,Vadym Alpatov,Okzhetpes Kokshetau,Midfielder,-,"Apr 22, 1980 (22)",,"1,79m",,-,2003
161,Andrey Barsukov,Okzhetpes Kokshetau,Midfielder,-,"Nov 2, 1973 (29)",,"1,75m",,-,2003
162,Roman Babichev,Okzhetpes Kokshetau,Midfielder,-,"Aug 18, 1975 (27)",,"1,85m",,-,2003
163,Evgeniy Kuznetsov,Okzhetpes Kokshetau,Midfielder,-,"May 10, 1986 (16)",,"1,68m",,-,2003
164,Sergey Ivanov,Okzhetpes Kokshetau,Midfielder,-,"Apr 3, 1977 (25)",,"1,72m",,-,2003
165,Maksim Azovskiy,Okzhetpes Kokshetau,Attacking Midfield,-,"Jun 4, 1986 (16)",,"1,89m",right,-,2003
166,Anatoli Lukyanchikov,Okzhetpes Kokshetau,Striker,-,"Feb 28, 1975 (27)",,"1,85m",,-,2003
167,Serik Koshkarov,Okzhetpes Kokshetau,Centre-Forward,-,"Jun 2, 1973 (29)",,"1,86m",,-,2003
168,Omirzhan Shalabaev,Okzhetpes Kokshetau,Striker,-,"Jul 3, 1984 (18)",,"1,77m",,-,2003
169,Igor Glushko,Ordabasy Shymkent,Goalkeeper,-,"Jul 17, 1980 (22)",,"2,00m",,-,2003
170,Oleg Voskoboynikov,Ordabasy Shymkent,Goalkeeper,-,"Jul 4, 1971 (31)",,-,,-,2003
171,Anton Mikhalkinskiy,Ordabasy Shymkent,Goalkeeper,-,"Apr 14, 1987 (15)",,-,,-,2003
172,Mykola Zuenko,Ordabasy Shymkent,Defender,-,"Oct 11, 1972 (30)",,"1,83m",,-,2003
173,Volodymyr Dychko,Ordabasy Shymkent,Defender,-,"Sep 7, 1972 (30)",,"1,72m",,-,2003
174,Andrey Tetushkin,Ordabasy Shymkent,Defender,-,"Aug 19, 1971 (31)",,"1,82m",right,-,2003
175,Adylet Eshenkulov,Ordabasy Shymkent,Defender,-,"Mar 18, 1985 (17)",,"1,79m",,-,2003
176,Bakhtier Japarkulov,Ordabasy Shymkent,Defender,-,- (-),,"1,79m",,-,2003
177,Volodymyr Ivakhnyuk,Ordabasy Shymkent,Defender,-,"Jun 28, 1973 (29)",,-,,-,2003
178,Konstantin Kuznetsov,Ordabasy Shymkent,Defender,-,"Sep 1, 1977 (25)",,"1,85m",,-,2003
179,Mukhtar Mukhtarov,Ordabasy Shymkent,Centre-Back,-,"Jan 6, 1986 (16)",,"1,88m",right,-,2003
180,Viktor Kovalev,Ordabasy Shymkent,Centre-Back,-,"Aug 25, 1980 (22)",,"1,90m",right,-,2003
181,Oleg Sabirov,Ordabasy Shymkent,Left-Back,-,"Mar 13, 1978 (24)",,"1,81m",right,-,2003
182,Sergey Kozyulin,Ordabasy Shymkent,Right-Back,-,"Aug 2, 1980 (22)",,"1,80m",right,-,2003
183,Pavel Pishchulin,Ordabasy Shymkent,Right-Back,-,"Nov 23, 1980 (22)",,"1,77m",right,-,2003
184,Kakha Kvetenadze,Ordabasy Shymkent,Midfielder,-,"Jun 3, 1970 (32)",,"1,76m",,-,2003
185,Aleksandr Sklyarov,Ordabasy Shymkent,Defensive Midfield,-,"Nov 18, 1971 (31)",,"1,82m",,-,2003
186,Andrey Vaganov,Ordabasy Shymkent,Midfielder,-,"Oct 25, 1968 (34)",,"1,80m",,-,2003
187,Yuriy Nikitkov,Ordabasy Shymkent,Defensive Midfield,-,"Aug 12, 1982 (20)",,"1,78m",,-,2003
188,Spartak Murtazaev,Ordabasy Shymkent,Midfielder,-,"Oct 3, 1977 (25)",,"1,82m",,-,2003
189,Evgeniy Klinskiy,Ordabasy Shymkent,Midfielder,-,"May 18, 1984 (18)",,-,,-,2003
190,Kuanysh Karakulov,Ordabasy Shymkent,Right Midfield,-,"Jun 20, 1977 (25)",,"1,73m",right,-,2003
191,Azat Nurgaliev,Ordabasy Shymkent,Left Winger,-,"Jun 30, 1986 (16)",,"1,73m",both,-,2003
192,Vadim Kharchenko,Ordabasy Shymkent,Left Winger,-,"May 28, 1984 (18)",,"1,76m",left,-,2003
193,Eduard Sergienko,Ordabasy Shymkent,Right Winger,-,"Feb 18, 1983 (19)",,"1,81m",both,-,2003
194,Nurken Mazbaev,Ordabasy Shymkent,Right Winger,-,"Jun 4, 1972 (30)",,-,,-,2003
195,Murat Suyumagambetov,Ordabasy Shymkent,Centre-Forward,-,"Oct 14, 1983 (19)",,"1,81m",right,-,2003
196,Aleksandr Krokhmal,Ordabasy Shymkent,Centre-Forward,-,"Nov 22, 1977 (25)",,"1,80m",right,-,2003
197,Nurbolat Maimakov,Ordabasy Shymkent,Centre-Forward,-,"Apr 27, 1982 (20)",,"1,73m",right,-,2003
198,Alexandru Sukharev,Ordabasy Shymkent,Striker,-,"Jul 3, 1970 (32)",,"1,78m",,-,2003
199,Guram Makaev,Ordabasy Shymkent,Centre-Forward,-,"Feb 18, 1970 (32)",,"1,79m",right,-,2003
200,Dmitriy Galich,Ordabasy Shymkent,Centre-Forward,-,"Nov 26, 1977 (25)",,"1,83m",,-,2003
201,Yuri Zvonarenko,Ordabasy Shymkent,Striker,-,"Jul 27, 1977 (25)",,"1,84m",,-,2003
202,Sherzod Nazarov,Ordabasy Shymkent,Striker,-,"Nov 21, 1979 (23)",,-,,-,2003
203,Almat Bekbaev,Yassi Sairam,Goalkeeper,-,"Jul 14, 1984 (18)",,"1,94m",right,-,2003
204,Oleg Gorvits,Yassi Sairam,Goalkeeper,-,"Apr 8, 1973 (29)",,"1,83m",,-,2003
205,Igor Strelbin,Yassi Sairam,Defender,-,"Sep 16, 1974 (28)",,"1,85m",,-,2003
206,Akmal Riskullaev,Yassi Sairam,Defender,-,"Oct 24, 1979 (23)",,"1,72m",,-,2003
207,Zhandos Ametov,Yassi Sairam,Defender,-,"Feb 8, 1980 (22)",,"1,78m",,-,2003
208,Dmytro Vorobjev,Yassi Sairam,Defender,-,"Jan 5, 1974 (28)",,-,,-,2003
209,Erlan Makhambediev,Yassi Sairam,Defender,-,"Mar 30, 1979 (23)",,"1,80m",right,-,2003
210,Timur Primzhanov,Yassi Sairam,Defender,-,"Sep 2, 1987 (15)",,"1,72m",,-,2003
211,Adylet Eshenkulov,Yassi Sairam,Defender,-,"Mar 18, 1985 (17)",,"1,79m",,-,2003
212,Tair Izatillaev,Yassi Sairam,Defender,-,"Feb 15, 1982 (20)",,"1,72m",,-,2003
213,Fayzullo Akhmedov,Yassi Sairam,Defender,-,"Apr 25, 1979 (23)",,-,,-,2003
214,Erzhan Beysenov,Yassi Sairam,Defender,-,"Aug 21, 1977 (25)",,"1,79m",,-,2003
215,Kanatbek Musataev,Yassi Sairam,Centre-Back,-,"Jun 6, 1970 (32)",,"1,86m",,-,2003
216,Pavel Pishchulin,Yassi Sairam,Right-Back,-,"Nov 23, 1980 (22)",,"1,77m",right,-,2003
217,Talgat Syzdykov,Yassi Sairam,Midfielder,-,"Feb 23, 1978 (24)",,"1,82m",,-,2003
218,Aleksandr Krestinin,Yassi Sairam,Midfielder,-,"Sep 19, 1978 (24)",,"1,84m",,-,2003
219,Yorkin Nazarov,Yassi Sairam,Defensive Midfield,-,"Oct 11, 1974 (28)",,"1,78m",,-,2003
220,Yuriy Gura,Yassi Sairam,Midfielder,-,"Aug 8, 1976 (26)",,"1,84m",,-,2003
221,Spartak Murtazaev,Yassi Sairam,Midfielder,-,"Oct 3, 1977 (25)",,"1,82m",,-,2003
222,Askar Jadigerov,Yassi Sairam,Central Midfield,-,"Jan 5, 1980 (22)",,"1,77m",,-,2003
223,Fayzulla Urdabaev,Yassi Sairam,Central Midfield,-,"Nov 10, 1966 (36)",,"1,75m",,-,2003
224,Dilmurad Nazarov,Yassi Sairam,Left Winger,-,"Apr 12, 1976 (26)",,"1,75m",,-,2003
225,Mukhtar Kurbonov,Yassi Sairam,Right Winger,-,"Jan 26, 1975 (27)",,"1,70m",,-,2003
226,Eldor Kasymov,Yassi Sairam,Centre-Forward,-,"May 8, 1978 (24)",,"1,78m",,-,2003
227,Dmitriy Galich,Yassi Sairam,Centre-Forward,-,"Nov 26, 1977 (25)",,"1,83m",,-,2003
228,Aleksandr Pisarev,Yassi Sairam,Striker,-,"Jul 21, 1973 (29)",,-,,-,2003
229,Eduard Stolboviy,Akzhayik Uralsk,Goalkeeper,-,"May 5, 1972 (30)",,"1,88m",,-,2003
230,Andrey Nenashev,Akzhayik Uralsk,Goalkeeper,-,"Dec 12, 1973 (29)",,"1,81m",right,-,2003
231,Sergey Maslenov,Akzhayik Uralsk,Defender,-,"Apr 25, 1974 (28)",,-,,-,2003
232,Yaroslav Zharkov,Akzhayik Uralsk,Defender,-,"Aug 8, 1975 (27)",,"1,69m",,-,2003
233,Roman Akimov,Akzhayik Uralsk,Defender,-,"Sep 18, 1983 (19)",,-,,-,2003
