,Player,Club,Position,Number,Date of Birth,Height,Foot,Joined,Market Value,Season
128,Baba Collins,Ordabasy Shymkent,Second Striker,88,"Dec 2, 1988 (22)",,"1,74m",left,€500k,2011
129,Vladimir Djilas,Ordabasy Shymkent,Centre-Forward,91,"Mar 3, 1983 (27)",,"1,90m",right,€500k,2011
130,Daurenbek Tazhimbetov,Ordabasy Shymkent,Centre-Forward,18,"Jul 2, 1985 (25)",,"1,84m",right,-,2011
131,Ramil Nurmukhametov,Kairat Almaty,Goalkeeper,-,"Dec 21, 1987 (23)",,"1,82m",right,-,2011
132,Andrey Shabanov,Kairat Almaty,Goalkeeper,1,"Nov 17, 1986 (24)",,"1,84m",right,-,2011
133,Ildar Shaikheslamov,Kairat Almaty,Goalkeeper,31,"Jul 27, 1989 (21)",,"1,85m",right,-,2011
134,Marko Djordjevic,Kairat Almaty,Centre-Back,27,"May 22, 1983 (27)",,"1,85m",right,€500k,2011
135,Burak Akyıldız,Kairat Almaty,Centre-Back,-,"Jan 3, 1985 (25)",,"1,94m",left,€450k,2011
136,Mark Gurman,Kairat Almaty,Centre-Back,-,"Feb 9, 1989 (21)",,"1,79m",right,€200k,2011
137,Vladimir Yakovlev,Kairat Almaty,Centre-Back,-,"Aug 2, 1984 (26)",,"1,82m",right,-,2011
138,Ilya Vorotnikov,Kairat Almaty,Centre-Back,4,"Feb 1, 1986 (24)",,"1,86m",right,-,2011
139,Nurzharyk Kunov,Kairat Almaty,Left-Back,-,"Oct 22, 1993 (17)",,"1,73m",left,-,2011
140,Sergey Keiler,Kairat Almaty,Left-Back,-,"Nov 8, 1994 (16)",,"1,80m",left,-,2011
141,Bauyrzhan Tanirbergenov,Kairat Almaty,Left-Back,-,"Feb 11, 1995 (15)",,"1,73m",left,-,2011
142,Kanat Dauletbakov,Kairat Almaty,Right-Back,-,"May 3, 1994 (16)",,"1,67m",right,-,2011
143,Nursayn Zholdasov,Kairat Almaty,Right-Back,14,"May 11, 1991 (19)",,"1,82m",right,-,2011
144,Andrey Kharabara,Kairat Almaty,Defensive Midfield,-,"Sep 1, 1985 (25)",,"1,71m",right,€200k,2011
145,Stuart Duff,Kairat Almaty,Defensive Midfield,21,"Jan 23, 1982 (28)",,"1,78m",right,€200k,2011
146,Almat Abdramanov,Kairat Almaty,Midfielder,-,"Mar 12, 1990 (20)",,"1,69m",,-,2011
147,Magamed Uzdenov,Kairat Almaty,Defensive Midfield,-,"Feb 25, 1994 (16)",,"1,84m",right,-,2011
148,Kirill Shestakov,Kairat Almaty,Defensive Midfield,22,"Jun 19, 1985 (25)",,"1,79m",right,-,2011
149,Aleksandr Bychenok,Kairat Almaty,Central Midfield,-,"May 30, 1985 (25)",,"1,77m",right,€500k,2011
150,Evgeniy Levin,Kairat Almaty,Central Midfield,-,"Jul 12, 1992 (18)",,"1,74m",right,-,2011
151,Kasymkhan Talasbayev,Kairat Almaty,Central Midfield,-,"Feb 27, 1993 (17)",,"1,71m",right,-,2011
152,Argen Zhumataev,Kairat Almaty,Central Midfield,-,"Oct 21, 1994 (16)",,"1,76m",left,-,2011
153,Dmitriy Mamonov,Kairat Almaty,Central Midfield,18,"Apr 26, 1978 (32)",,"1,73m",right,-,2011
154,Ilya Kalinin,Kairat Almaty,Right Midfield,20,"Feb 3, 1992 (18)",,"1,79m",right,-,2011
155,Rakhimzhan Rozybakiev,Kairat Almaty,Left Midfield,6,"Jan 2, 1991 (19)",,"1,88m",right,-,2011
156,Josip Knezevic,Kairat Almaty,Attacking Midfield,30,"Oct 3, 1988 (22)",,"1,86m",left,€800k,2011
157,Ruslan Baltiev,Kairat Almaty,Attacking Midfield,-,"Sep 16, 1978 (32)",,"1,74m",both,€100k,2011
158,Ruslan Sakhalbaev,Kairat Almaty,Attacking Midfield,7,"Jun 27, 1984 (26)",,"1,68m",right,€50k,2011
159,Oleg Nedashkovskiy,Kairat Almaty,Attacking Midfield,-,"Sep 9, 1987 (23)",,"1,84m",right,-,2011
160,Vladimir Vyatkin,Kairat Almaty,Attacking Midfield,-,"Apr 30, 1991 (19)",,"1,76m",left,-,2011
161,Ruslan Mansurov,Kairat Almaty,Left Winger,-,"Nov 23, 1990 (20)",,"1,77m",left,-,2011
162,Georgiy Makaev,Kairat Almaty,Left Winger,-,"Aug 12, 1994 (16)",,"1,74m",left,-,2011
163,Nikita Utrobin,Kairat Almaty,Second Striker,-,"Jan 3, 1993 (17)",,"1,88m",right,-,2011
164,Alberto Heredia,Kairat Almaty,Second Striker,16,"Mar 2, 1987 (23)",,"1,81m",right,-,2011
165,Nemanja Jovanovic,Kairat Almaty,Centre-Forward,-,"Mar 3, 1984 (26)",,"1,91m",left,€450k,2011
166,Azamat Aubakirov,Kairat Almaty,Striker,-,"Nov 10, 1987 (23)",,"1,75m",,€25k,2011
167,Gustavo Souto,Kairat Almaty,Centre-Forward,-,"Apr 19, 1983 (27)",,"1,80m",right,-,2011
168,Óscar García,Kairat Almaty,Centre-Forward,-,"Jul 12, 1988 (22)",,"1,71m",right,-,2011
169,Kanat Akhmetov,Kairat Almaty,Centre-Forward,37,"Apr 11, 1987 (23)",,"1,82m",right,-,2011
170,Sergey Boychenko,FK Atyrau,Goalkeeper,29,"Sep 27, 1977 (33)",,"1,98m",right,€50k,2011
171,Vladimir Plotnikov,FK Atyrau,Goalkeeper,33,"Apr 3, 1986 (24)",,"1,91m",right,-,2011
172,Nurbolat Kalmenov,FK Atyrau,Goalkeeper,90,"Sep 15, 1990 (20)",,"1,88m",right,-,2011
173,Djordje Tutoric,FK Atyrau,Centre-Back,6,"Mar 5, 1983 (27)",,"1,89m",right,€600k,2011
174,Nikola Milankovic,FK Atyrau,Centre-Back,86,"Apr 23, 1986 (24)",,"1,83m",right,€450k,2011
175,Sandro Silva,FK Atyrau,Centre-Back,21,"Mar 13, 1983 (27)",,"1,86m",right,€300k,2011
176,Suruca,FK Atyrau,Centre-Back,-,"Apr 10, 1985 (25)",,"1,88m",left,€100k,2011
177,Egor Azovskiy,FK Atyrau,Centre-Back,2,"Jan 10, 1985 (25)",,"1,87m",right,€100k,2011
178,Sanat Shalekenov,FK Atyrau,Centre-Back,-,"Apr 4, 1989 (21)",,"1,84m",right,€75k,2011
179,Maksim Semenov,FK Atyrau,Centre-Back,17,"Sep 2, 1988 (22)",,"1,80m",right,€75k,2011
180,Evgeniy Ovshinov,FK Atyrau,Centre-Back,4,"Oct 17, 1980 (30)",,"1,78m",right,-,2011
181,Sergey Kutsov,FK Atyrau,Centre-Back,20,"Apr 23, 1977 (33)",,"1,91m",right,-,2011
182,Bojan Trkulja,FK Atyrau,Centre-Back,82,"Feb 20, 1982 (28)",,"1,84m",right,-,2011
183,Maksim Samchenko,FK Atyrau,Left-Back,5,"May 5, 1979 (31)",,"1,80m",left,€100k,2011
184,Nikolay Saraev,FK Atyrau,Left-Back,3,"May 20, 1990 (20)",,"1,87m",left,-,2011
185,Valentin Chureev,FK Atyrau,Right-Back,8,"Aug 29, 1986 (24)",,"1,73m",right,-,2011
186,Vladislav Kuzmin,FK Atyrau,Right-Back,24,"Jul 3, 1987 (23)",,"1,79m",right,-,2011
187,Telman Zununov,FK Atyrau,Midfielder,-,"Aug 17, 1989 (21)",,"1,74m",,-,2011
188,Dauren Kayralliev,FK Atyrau,Defensive Midfield,-,"May 15, 1992 (18)",,"1,76m",right,-,2011
189,Denis Rodionov,FK Atyrau,Central Midfield,12,"Jul 26, 1985 (25)",,"1,78m",both,€50k,2011
190,Taras Danilyuk,FK Atyrau,Left Midfield,19,"Jan 29, 1984 (26)",,"1,76m",left,-,2011
191,Mirambek Bikeyev,FK Atyrau,Left Midfield,22,"Dec 28, 1990 (20)",,"1,70m",left,-,2011
192,Artem Fomin,FK Atyrau,Attacking Midfield,7,"Jul 8, 1988 (22)",,"1,85m",right,€200k,2011
193,Nikita Khokhlov,FK Atyrau,Attacking Midfield,9,"Oct 27, 1983 (27)",,"1,82m",both,€175k,2011
194,Asylbek Seytkaliev,FK Atyrau,Attacking Midfield,-,"Feb 29, 1992 (18)",,"1,68m",right,-,2011
195,Fausto Lourenço,FK Atyrau,Right Winger,18,"Jan 19, 1987 (23)",,"1,77m",left,€50k,2011
196,Nursultan Madiev,FK Atyrau,Right Winger,-,"Jul 8, 1993 (17)",,"1,74m",right,-,2011
197,Aybar Nurybekov,FK Atyrau,Right Winger,-,"Aug 29, 1992 (18)",,"1,72m",right,-,2011
198,Vladimir Buac,FK Atyrau,Second Striker,34,"Dec 26, 1984 (26)",,"1,80m",right,€250k,2011
199,Hannes Sigurdsson,FK Atyrau,Centre-Forward,83,"Apr 10, 1983 (27)",,"1,90m",left,€250k,2011
200,Nivaldo,FK Atyrau,Centre-Forward,-,"Jun 22, 1988 (22)",,"1,85m",right,-,2011
201,Sergey Schaff,FK Atyrau,Centre-Forward,10,"Apr 15, 1988 (22)",,"1,87m",right,-,2011
202,Yaroslav Baginskiy,Okzhetpes Kokshetau,Goalkeeper,1,"Oct 3, 1987 (23)",,"1,85m",right,€75k,2011
203,Artem Kirbyatjev,Okzhetpes Kokshetau,Goalkeeper,-,"Aug 18, 1984 (26)",,"1,98m",right,€25k,2011
204,Igor Osipchuk,Okzhetpes Kokshetau,Goalkeeper,22,"Aug 2, 1975 (35)",,"1,83m",right,-,2011
205,Vitaliy Miller,Okzhetpes Kokshetau,Goalkeeper,-,"Nov 8, 1990 (20)",,"1,80m",,-,2011
206,Vladislav Frolov,Okzhetpes Kokshetau,Goalkeeper,-,"Jul 15, 1995 (15)",,"1,86m",,-,2011
207,Ruslan Abzhanov,Okzhetpes Kokshetau,Goalkeeper,21,"Apr 28, 1990 (20)",,"1,87m",right,-,2011
208,Igor Chuchman,Okzhetpes Kokshetau,Centre-Back,24,"Feb 15, 1985 (25)",,"1,90m",right,€700k,2011
209,Marko Milovanovic,Okzhetpes Kokshetau,Centre-Back,33,"Aug 12, 1982 (28)",,"1,96m",right,€500k,2011
210,Aleksandr Kuchma,Okzhetpes Kokshetau,Centre-Back,-,"Dec 9, 1980 (30)",,"1,83m",right,€200k,2011
211,Maksim Zabelin,Okzhetpes Kokshetau,Centre-Back,-,"Feb 4, 1977 (33)",,"1,87m",left,-,2011
212,Maksim Chudinov,Okzhetpes Kokshetau,Centre-Back,4,"Sep 12, 1988 (22)",,"1,87m",right,-,2011
213,Timur Dosmagambetov,Okzhetpes Kokshetau,Left-Back,23,"May 1, 1989 (21)",,"1,72m",left,€225k,2011
214,Anton Kuksin,Okzhetpes Kokshetau,Left-Back,-,"Jul 3, 1995 (15)",,"1,88m",right,-,2011
215,Ovidiu Mendizov,Okzhetpes Kokshetau,Left-Back,77,"Aug 9, 1986 (24)",,"1,80m",left,-,2011
216,Anuar Tokenov,Okzhetpes Kokshetau,Right-Back,2,"May 28, 1991 (19)",,"1,75m",right,-,2011
217,Aleksey Mikhailyuk,Okzhetpes Kokshetau,Right-Back,27,"Jul 23, 1982 (28)",,"1,76m",right,-,2011
218,Dmitriy Karpov,Okzhetpes Kokshetau,Right-Back,55,"Nov 18, 1988 (22)",,"1,80m",right,-,2011
219,Ruslan Bidnenko,Okzhetpes Kokshetau,Defensive Midfield,-,"Jul 20, 1981 (29)",,"1,87m",both,€250k,2011
220,Dejan Martinovic,Okzhetpes Kokshetau,Defensive Midfield,76,"Jul 19, 1983 (27)",,N/Am,N/A,€250k,2011
221,Armand Dubois,Okzhetpes Kokshetau,Midfielder,-,"Dec 17, 1985 (25)",,"1,81m",right,€150k,2011
222,Maxim Cebotari,Okzhetpes Kokshetau,Midfielder,-,"Nov 16, 1982 (28)",,"1,75m",,-,2011
223,Anton Kuchma,Okzhetpes Kokshetau,Midfielder,-,"Mar 4, 1993 (17)",,-,,-,2011
224,Igor Pikalkin,Okzhetpes Kokshetau,Defensive Midfield,-,"Mar 19, 1992 (18)",,"1,82m",right,-,2011
