,Player,Club,Position,Number,Date of Birth,Height,Foot,Joined,Market Value,Season
23,Lev Skvortsov,FC Astana,Right-Back,19,"Feb 2, 2000 (19)",,"1,80m",both,€150k,2020
24,Bauyrzhan Akhaev,FC Astana,Right-Back,-,"Sep 26, 2001 (18)",,"1,77m",right,€25k,2020
25,Aldair Adilov,FC Astana,Right-Back,91,"Jun 11, 2002 (17)",,"1,72m",right,-,2020
26,Islambek Kuat,FC Astana,Defensive Midfield,8,"Jan 12, 1993 (26)",,"1,79m",right,€2.00m,2020
27,Ivan Maevskiy,FC Astana,Defensive Midfield,-,"May 5, 1988 (31)",,"1,90m",right,€1.50m,2020
28,Yuriy Logvinenko,FC Astana,Defensive Midfield,27,"Jul 22, 1988 (31)",,"1,87m",left,€800k,2020
29,Yuriy Pertsukh,FC Astana,Central Midfield,28,"May 13, 1996 (23)",,"1,86m",right,€1.20m,2020
30,Rúnar Már Sigurjónsson,FC Astana,Central Midfield,-,"Jun 18, 1990 (29)",,"1,78m",right,€1.00m,2020
31,Valeriy Chuperka,FC Astana,Central Midfield,92,"Jun 12, 1992 (27)",,"1,77m",right,€700k,2020
32,Maks Ebong,FC Astana,Central Midfield,7,"Aug 26, 1999 (20)",,"1,80m",right,€350k,2020
33,Sultan Sagnaev,FC Astana,Central Midfield,70,"Jan 14, 2000 (19)",,"1,72m",right,€300k,2020
34,Madi Zhakipbaev,FC Astana,Central Midfield,29,"Mar 21, 2000 (19)",,"1,74m",right,€200k,2020
35,Zhaslan Kairkenov,FC Astana,Central Midfield,87,"Mar 27, 2000 (19)",,"1,75m",right,€150k,2020
36,Azamat Nurzhanuly,FC Astana,Central Midfield,-,"Feb 8, 2001 (18)",,"1,71m",right,-,2020
37,Valikhan Tyulyupov,FC Astana,Central Midfield,-,"Feb 10, 2002 (17)",,"1,78m",right,-,2020
38,Meyrambek Kalmyrza,FC Astana,Central Midfield,65,"Dec 15, 2002 (17)",,"1,84m",left,-,2020
39,Roman Murtazaev,FC Astana,Left Winger,45,"Sep 10, 1993 (26)",,"1,88m",right,€2.50m,2020
40,Didar Zhalmukan,FC Astana,Left Winger,73,"May 22, 1996 (23)",,"1,73m",right,€300k,2020
41,Marin Tomasov,FC Astana,Right Winger,10,"Aug 31, 1987 (32)",,"1,84m",left,€3.50m,2020
42,Dorin Rotariu,FC Astana,Right Winger,9,"Jul 29, 1995 (24)",,"1,80m",left,€2.20m,2020
43,Tigran Barseghyan,FC Astana,Right Winger,11,"Sep 22, 1993 (26)",,"1,79m",left,€1.50m,2020
44,Pedro Eugénio,FC Astana,Right Winger,-,"Jun 26, 1990 (29)",,"1,72m",right,€350k,2020
45,Stanislav Basmanov,FC Astana,Right Winger,72,"Jun 24, 2001 (18)",,"1,79m",right,€75k,2020
46,Sanzhar Shurakhanov,FC Astana,Right Winger,-,"Dec 6, 2001 (18)",,"1,84m",left,-,2020
47,Pieros Sotiriou,FC Astana,Centre-Forward,20,"Jan 13, 1993 (26)",,"1,84m",right,€1.70m,2020
48,Aleksey Shchetkin,FC Astana,Centre-Forward,-,"May 21, 1991 (28)",,"1,93m",right,€1.50m,2020
49,Abat Aymbetov,FC Astana,Centre-Forward,17,"Aug 7, 1995 (24)",,"1,84m",right,€900k,2020
50,Fatos Beqiraj,FC Astana,Centre-Forward,-,"May 5, 1988 (31)",,"1,88m",right,€700k,2020
51,Semir Smajlagic,FC Astana,Centre-Forward,99,"Sep 18, 1998 (21)",,"1,91m",right,€350k,2020
52,Vladislav Prokopenko,FC Astana,Centre-Forward,80,"Jul 1, 2000 (19)",,"1,80m",right,€250k,2020
53,Adilkhan Sabyr,FC Astana,Centre-Forward,-,"Sep 11, 2001 (18)",,"1,81m",left,-,2020
54,Andrey Berezutskiy,FC Astana,Centre-Forward,-,"Jan 30, 2004 (15)",,"1,90m",right,-,2020
55,Sultan Busurmanov,Tobol Kostanay,Goalkeeper,12,"May 10, 1996 (23)",,"1,86m",right,€150k,2020
56,Aleksandr Mokin,Tobol Kostanay,Goalkeeper,35,"Jun 19, 1981 (38)",,"1,94m",right,€50k,2020
57,Egor Tsuprikov,Tobol Kostanay,Goalkeeper,41,"May 27, 1997 (22)",,"1,90m",right,€50k,2020
58,Vladimir Shpakovskiy,Tobol Kostanay,Goalkeeper,-,"Jan 1, 2001 (18)",,"1,86m",,-,2020
59,Yuriy Melikhov,Tobol Kostanay,Goalkeeper,-,"Sep 1, 2003 (16)",,"1,82m",right,-,2020
60,Andrey Drobyshev,Tobol Kostanay,Defender,-,"May 3, 2000 (19)",,-,,-,2020
61,Sergey Maliy,Tobol Kostanay,Centre-Back,25,"Jun 5, 1990 (29)",,"1,91m",right,€1.50m,2020
62,Aleksandr Marochkin,Tobol Kostanay,Centre-Back,22,"Jul 14, 1990 (29)",,"1,91m",right,€1.00m,2020
63,Aleksa Amanovic,Tobol Kostanay,Centre-Back,45,"Oct 24, 1996 (23)",,"1,87m",left,€500k,2020
64,Sultan Abilgazy,Tobol Kostanay,Centre-Back,21,"Feb 22, 1997 (22)",,"1,80m",right,€400k,2020
65,Daniyar Semchenkov,Tobol Kostanay,Centre-Back,5,"Feb 12, 1997 (22)",,"1,86m",right,€50k,2020
66,Ilyas Almukhamedov,Tobol Kostanay,Centre-Back,-,"Feb 1, 2000 (19)",,"1,85m",,-,2020
67,Aleksandr Krytsa,Tobol Kostanay,Centre-Back,-,"Aug 15, 2002 (17)",,"1,77m",left,-,2020
68,Vyacheslav Kulpeisov,Tobol Kostanay,Centre-Back,47,"Dec 24, 2001 (18)",,"1,75m",right,-,2020
69,Roman Asrankulov,Tobol Kostanay,Left-Back,3,"Jul 30, 1999 (20)",,"1,86m",left,€25k,2020
70,Bekzat Minaydarov,Tobol Kostanay,Left-Back,-,"Jan 21, 2003 (16)",,"1,75m",left,-,2020
71,Marat Alpisbaev,Tobol Kostanay,Left-Back,-,"Apr 8, 2002 (17)",,"1,75m",both,-,2020
72,Dmitriy Miroshnichenko,Tobol Kostanay,Right-Back,7,"Feb 26, 1992 (27)",,"1,83m",right,€1.10m,2020
73,Bagdat Kairov,Tobol Kostanay,Right-Back,-,"Apr 27, 1993 (26)",,"1,78m",right,€400k,2020
74,Arman Tungushbaev,Tobol Kostanay,Right-Back,-,"May 3, 2002 (17)",,"1,73m",right,-,2020
75,Dusan Jovancic,Tobol Kostanay,Defensive Midfield,29,"Oct 19, 1990 (29)",,"1,86m",right,€2.50m,2020
76,Alsaid Akhmetzhanov,Tobol Kostanay,Midfielder,-,"Aug 9, 2000 (19)",,"1,73m",,-,2020
77,Toktar Baydavletov,Tobol Kostanay,Defensive Midfield,-,"Feb 23, 2004 (15)",,"1,60m",,-,2020
78,Dmitriy Panov,Tobol Kostanay,Defensive Midfield,-,"Dec 7, 2001 (18)",,"1,81m",left,-,2020
79,Askhat Tagybergen,Tobol Kostanay,Central Midfield,8,"Aug 9, 1990 (29)",,"1,79m",right,€1.00m,2020
80,Samat Zharynbetov,Tobol Kostanay,Central Midfield,14,"Jan 4, 1994 (25)",,"1,74m",right,€200k,2020
81,Nurbek Bayzhanov,Tobol Kostanay,Central Midfield,-,"Apr 4, 2003 (16)",,"1,74m",,-,2020
82,Ruslan Valiullin,Tobol Kostanay,Left Midfield,17,"Sep 9, 1994 (25)",,"1,80m",left,€850k,2020
83,Serikzhan Muzhikov,Tobol Kostanay,Attacking Midfield,10,"Jun 17, 1989 (30)",,"1,69m",right,€750k,2020
84,Jérémy Manzorro,Tobol Kostanay,Attacking Midfield,11,"Nov 11, 1991 (28)",,"1,73m",right,€600k,2020
85,Azat Nurgaliev,Tobol Kostanay,Left Winger,13,"Jun 30, 1986 (33)",,"1,73m",both,€700k,2020
86,Rúben Brígido,Tobol Kostanay,Left Winger,-,"Jun 23, 1991 (28)",,"1,72m",both,€450k,2020
87,Rakhat Kabdullov,Tobol Kostanay,Left Winger,-,"Feb 20, 2000 (19)",,"1,79m",,-,2020
88,Ali Abdibek,Tobol Kostanay,Left Winger,-,"Jun 23, 2003 (16)",,"1,76m",,-,2020
89,Bekzat Zhaparov,Tobol Kostanay,Left Winger,-,"Mar 5, 2002 (17)",,"1,77m",,-,2020
90,Zhaslan Zhumashev,Tobol Kostanay,Left Winger,20,"Sep 27, 2001 (18)",,"1,75m",both,-,2020
91,Zoran Tosic,Tobol Kostanay,Right Winger,87,"Apr 28, 1987 (32)",,"1,71m",left,€1.70m,2020
92,Carlos Fonseca,Tobol Kostanay,Right Winger,40,"Aug 23, 1987 (32)",,"1,80m",left,€400k,2020
93,Toni Silva,Tobol Kostanay,Right Winger,15,"Sep 15, 1993 (26)",,"1,79m",left,€200k,2020
94,Matvey Tsoy,Tobol Kostanay,Right Winger,-,"Nov 9, 2004 (15)",,"1,75m",,-,2020
95,Igor Sergeev,Tobol Kostanay,Centre-Forward,-,"Apr 30, 1993 (26)",,"1,85m",left,€1.60m,2020
96,Nemanja Nikolic,Tobol Kostanay,Centre-Forward,23,"Oct 19, 1992 (27)",,"1,88m",both,€1.20m,2020
97,Elguja Lobjanidze,Tobol Kostanay,Centre-Forward,99,"Sep 17, 1992 (27)",,"1,93m",right,€500k,2020
98,Oralkhan Omirtaev,Tobol Kostanay,Centre-Forward,19,"Jul 16, 1998 (21)",,"1,87m",right,€350k,2020
99,Farid Shaymerdenov,Tobol Kostanay,Centre-Forward,-,"Jan 15, 2000 (19)",,-,,-,2020
100,Bekzat Ermekbaev,Tobol Kostanay,Centre-Forward,-,"Dec 6, 2001 (18)",,"1,73m",right,-,2020
101,Ali Akhmet,Tobol Kostanay,Centre-Forward,-,"Feb 13, 2003 (16)",,"1,78m",,-,2020
102,Sergey Revyakin,FK Aktobe,Goalkeeper,16,"Apr 2, 1995 (24)",,"1,89m",right,€150k,2020
103,Zhasur Narzikulov,FK Aktobe,Goalkeeper,1,"Apr 13, 1984 (35)",,"1,89m",right,€100k,2020
104,Evgeniy Sitdikov,FK Aktobe,Goalkeeper,25,"Jun 25, 2001 (18)",,"1,89m",right,-,2020
105,Temirlan Erlanov,FK Aktobe,Centre-Back,80,"Jul 9, 1993 (26)",,"1,90m",right,€1.10m,2020
106,Michal Jerabek,FK Aktobe,Centre-Back,18,"Sep 10, 1993 (26)",,"1,91m",right,€400k,2020
107,Rustam Temirkhan,FK Aktobe,Centre-Back,6,"Aug 10, 1997 (22)",,"1,82m",left,€250k,2020
108,Lasha Totadze,FK Aktobe,Centre-Back,3,"Aug 24, 1988 (31)",,"1,87m",left,€200k,2020
109,Armen Manucharyan,FK Aktobe,Centre-Back,5,"Feb 3, 1995 (24)",,"1,84m",right,€200k,2020
110,Igor Gubanov,FK Aktobe,Centre-Back,66,"Feb 4, 1992 (27)",,"1,87m",right,€200k,2020
111,Dinmukhammed Kashken,FK Aktobe,Centre-Back,2,"Jan 4, 2000 (19)",,"1,87m",right,€100k,2020
112,Demiyat Slambekov,FK Aktobe,Centre-Back,4,"Jan 13, 1997 (22)",,"1,87m",left,€75k,2020
113,Dmitriy Shomko,FK Aktobe,Left-Back,77,"Mar 19, 1990 (29)",,"1,85m",left,€2.50m,2020
114,Alisher Azhimov,FK Aktobe,Left-Back,12,"May 29, 2001 (18)",,"1,78m",left,€250k,2020
115,Vitaliy Volkov,FK Aktobe,Left-Back,22,"Mar 22, 1981 (38)",,"1,75m",left,€50k,2020
116,Adilkhan Tanzharikov,FK Aktobe,Right-Back,31,"Nov 25, 1996 (23)",,"1,75m",both,€275k,2020
117,Arturas Zulpa,FK Aktobe,Defensive Midfield,44,"Jun 10, 1990 (29)",,"1,88m",right,€1.40m,2020
118,Yuriy Logvinenko,FK Aktobe,Defensive Midfield,27,"Jul 22, 1988 (31)",,"1,87m",left,€800k,2020
119,Tongo Doumbia,FK Aktobe,Defensive Midfield,93,"Aug 6, 1989 (30)",,"1,91m",right,€300k,2020
120,Joachim Adukor,FK Aktobe,Defensive Midfield,50,"May 2, 1993 (26)",,"1,86m",left,€200k,2020
121,Nikita Laktionov,FK Aktobe,Defensive Midfield,39,"Nov 21, 2000 (19)",,"1,76m",right,€75k,2020
122,Yuriy Pertsukh,FK Aktobe,Central Midfield,14,"May 13, 1996 (23)",,"1,86m",right,€1.20m,2020
123,Ramazan Orazov,FK Aktobe,Central Midfield,26,"Jan 30, 1998 (21)",,"1,76m",right,€500k,2020
124,Esen Zhasanov,FK Aktobe,Central Midfield,17,"Apr 24, 1998 (21)",,"1,78m",right,€300k,2020
125,Anton Shurygin,FK Aktobe,Central Midfield,88,"Dec 3, 1988 (31)",,"1,80m",right,€200k,2020
126,Erkebulan Nurgaliev,FK Aktobe,Attacking Midfield,20,"Sep 12, 1993 (26)",,"1,70m",right,€500k,2020
127,Zaza Tsitskishvili,FK Aktobe,Attacking Midfield,29,"Jul 4, 1995 (24)",,"1,81m",left,€150k,2020
128,Vitaliy Balashov,FK Aktobe,Left Winger,91,"Jan 15, 1991 (28)",,"1,77m",both,€600k,2020
129,Didar Zhalmukan,FK Aktobe,Left Winger,73,"May 22, 1996 (23)",,"1,73m",right,€300k,2020
130,Rifat Nurmugamet,FK Aktobe,Left Winger,23,"May 22, 1996 (23)",,"1,80m",left,€200k,2020
131,Dmytro Korkishko,FK Aktobe,Left Winger,70,"May 4, 1990 (29)",,"1,75m",right,€200k,2020
132,Maksim Samorodov,FK Aktobe,Left Winger,10,"Jun 29, 2002 (17)",,"1,78m",right,€50k,2020
133,Maksim Fedin,FK Aktobe,Right Winger,96,"Jun 8, 1996 (23)",,"1,75m",right,€1.10m,2020
134,Hervaine Moukam,FK Aktobe,Right Winger,94,"May 24, 1994 (25)",,"1,66m",right,€350k,2020
135,Ardak Saulet,FK Aktobe,Right Winger,19,"Jan 12, 1997 (22)",,"1,69m",right,€325k,2020
136,Oleg Chernyshov,FK Aktobe,Right Winger,7,"Dec 23, 1986 (33)",,"1,74m",right,€300k,2020
137,Igor Sergeev,FK Aktobe,Centre-Forward,11,"Apr 30, 1993 (26)",,"1,85m",left,€1.60m,2020
138,Bojan Dubajic,FK Aktobe,Centre-Forward,9,"Sep 1, 1990 (29)",,"1,83m",right,€350k,2020
139,Igor Zenkovich,FK Aktobe,Centre-Forward,33,"Sep 17, 1987 (32)",,"1,85m",right,€250k,2020
140,Tauipbek Ornalin,FK Aktobe,Centre-Forward,79,"Jan 7, 2001 (18)",,"1,91m",right,-,2020
141,Igor Shatskiy,Shakhter Karaganda,Goalkeeper,30,"May 11, 1989 (30)",,"1,85m",right,€800k,2020
142,Igor Trofimets,Shakhter Karaganda,Goalkeeper,1,"Aug 20, 1996 (23)",,"1,94m",right,€250k,2020
143,Timurbek Zakirov,Shakhter Karaganda,Goalkeeper,78,"Mar 1, 1996 (23)",,"1,89m",right,€150k,2020
144,Ernar Saylauov,Shakhter Karaganda,Goalkeeper,-,"Mar 30, 2000 (19)",,"1,79m",right,-,2020
145,Danila Karpikov,Shakhter Karaganda,Goalkeeper,-,"Oct 15, 2003 (16)",,"1,93m",right,-,2020
146,Roman Klyushnev,Shakhter Karaganda,Goalkeeper,-,"May 5, 2000 (19)",,"1,84m",,-,2020
147,Ilya Gubenko,Shakhter Karaganda,Goalkeeper,-,"Sep 25, 2002 (17)",,"1,81m",,-,2020
148,Vladislav Loshkarev,Shakhter Karaganda,Goalkeeper,-,"Mar 10, 2004 (15)",,"1,89m",right,-,2020
149,Ivan Graf,Shakhter Karaganda,Defender,55,"Jun 17, 1987 (32)",,"1,94m",right,€400k,2020
150,Ali Khantemirov,Shakhter Karaganda,Defender,-,"Jul 30, 2002 (17)",,"1,90m",,-,2020
151,Ramazan Alimkhan,Shakhter Karaganda,Defender,-,"Oct 25, 2002 (17)",,-,,-,2020
152,Amir Tleubaev,Shakhter Karaganda,Defender,-,"Dec 7, 2003 (16)",,-,,-,2020
153,Aleksandr Bezrodniy,Shakhter Karaganda,Defender,67,"Jun 12, 2002 (17)",,-,,-,2020
154,Abdel Lamanje,Shakhter Karaganda,Centre-Back,33,"Jul 27, 1990 (29)",,"1,85m",left,€800k,2020
155,Stefan Bukorac,Shakhter Karaganda,Centre-Back,8,"Feb 15, 1991 (28)",,"1,93m",right,€400k,2020
156,Vladimir Khozin,Shakhter Karaganda,Centre-Back,27,"Jul 3, 1989 (30)",,"1,85m",right,€400k,2020
157,Gideon Baah,Shakhter Karaganda,Centre-Back,4,"Oct 1, 1991 (28)",,"1,85m",left,€200k,2020
158,Karam Sultanov,Shakhter Karaganda,Centre-Back,44,"Apr 15, 1996 (23)",,"1,95m",right,€175k,2020
159,Andrey Buyvolov,Shakhter Karaganda,Centre-Back,25,"Jan 12, 1987 (32)",,"1,86m",right,€150k,2020
160,Tair Nurseitov,Shakhter Karaganda,Centre-Back,50,"Jul 11, 2000 (19)",,"1,98m",both,€50k,2020
161,Ualikhan Mukhametzhanov,Shakhter Karaganda,Centre-Back,-,"Oct 31, 2001 (18)",,"1,85m",right,-,2020
162,Timofey Tronza,Shakhter Karaganda,Centre-Back,-,"May 15, 2002 (17)",,"1,80m",left,-,2020
163,Baurzhan Sadvakasov,Shakhter Karaganda,Centre-Back,-,"Apr 10, 2002 (17)",,"1,74m",,-,2020
164,Amir Tleubekov,Shakhter Karaganda,Centre-Back,51,"Dec 7, 2003 (16)",,"1,76m",right,-,2020
165,Adil Akhanov,Shakhter Karaganda,Centre-Back,53,"May 31, 1999 (20)",,"1,80m",right,-,2020
166,Evgeniy Gapon,Shakhter Karaganda,Left-Back,33,"Apr 20, 1991 (28)",,"1,89m",left,€450k,2020
167,David Atanaskoski,Shakhter Karaganda,Left-Back,3,"Oct 21, 1996 (23)",,"1,76m",left,€300k,2020
168,Konstantin Gorizanov,Shakhter Karaganda,Left-Back,-,"Sep 30, 2002 (17)",,"1,87m",left,-,2020
169,Gevorg Nadzharyan,Shakhter Karaganda,Right-Back,7,"Jan 6, 1998 (21)",,"1,75m",right,€750k,2020
170,Mikhail Gabyshev,Shakhter Karaganda,Right-Back,5,"Jan 2, 1990 (29)",,"1,85m",right,€250k,2020
171,Pavel Nazarenko,Shakhter Karaganda,Right-Back,13,"Jan 20, 1995 (24)",,"1,74m",right,€200k,2020
172,Eskendir Kybyray,Shakhter Karaganda,Right-Back,16,"Aug 14, 1997 (22)",,"1,83m",right,€25k,2020
173,Bogdan Savkiv,Shakhter Karaganda,Right-Back,-,"Aug 28, 2001 (18)",,"1,78m",right,-,2020
174,Almas Tyulyubay,Shakhter Karaganda,Right-Back,-,"Apr 18, 2001 (18)",,"1,81m",right,-,2020
175,Egor Alishauskas,Shakhter Karaganda,Right-Back,57,"Dec 18, 1997 (22)",,"1,77m",right,-,2020
176,David Mawutor,Shakhter Karaganda,Defensive Midfield,15,"Apr 12, 1992 (27)",,"1,81m",right,€700k,2020
177,Edin Rustemovic,Shakhter Karaganda,Defensive Midfield,44,"Jan 6, 1993 (26)",,"1,80m",left,€350k,2020
178,Vuk Mitosevic,Shakhter Karaganda,Defensive Midfield,29,"Feb 12, 1991 (28)",,"1,73m",both,€300k,2020
179,Mikhail Bakaev,Shakhter Karaganda,Defensive Midfield,87,"Aug 5, 1987 (32)",,"1,75m",right,€200k,2020
180,Ruslan Tutkyshev,Shakhter Karaganda,Defensive Midfield,-,"Feb 18, 1999 (20)",,"1,80m",right,€25k,2020
181,Aleksandr Vasyunkin,Shakhter Karaganda,Midfielder,82,"Apr 9, 2003 (16)",,-,,-,2020
182,Solomon Udo,Shakhter Karaganda,Central Midfield,18,"Jul 15, 1995 (24)",,"1,75m",right,€200k,2020
183,Aydos Oral,Shakhter Karaganda,Central Midfield,-,"Apr 5, 1999 (20)",,"1,74m",right,€50k,2020
184,Abylaykhan Nazymkhanov,Shakhter Karaganda,Central Midfield,34,"Feb 5, 2002 (17)",,"1,84m",both,-,2020
185,Dzhokhangir Abilmazhinov,Shakhter Karaganda,Central Midfield,62,"Jun 10, 2000 (19)",,"1,72m",left,-,2020
186,Almat Nurgazy,Shakhter Karaganda,Central Midfield,76,"Feb 14, 2002 (17)",,"1,76m",right,-,2020
187,Ansar Altynkhan,Shakhter Karaganda,Central Midfield,79,"Nov 8, 2003 (16)",,"1,65m",right,-,2020
188,Alan Chochiev,Shakhter Karaganda,Attacking Midfield,11,"Sep 7, 1991 (28)",,"1,80m",right,€500k,2020
189,Vitaliy Balashov,Shakhter Karaganda,Left Winger,10,"Jan 15, 1991 (28)",,"1,77m",both,€600k,2020
190,Zhan-Ali Payruz,Shakhter Karaganda,Left Winger,70,"Aug 12, 1999 (20)",,"1,85m",right,€400k,2020
191,Georgiy Zakharenko,Shakhter Karaganda,Left Winger,-,"Jan 12, 1998 (21)",,"1,78m",right,€25k,2020
192,Rudolf Wagner,Shakhter Karaganda,Left Winger,-,"Jun 13, 2001 (18)",,"1,77m",left,-,2020
193,Bakytzhan Kuanyshbekov,Shakhter Karaganda,Left Winger,-,"Jul 3, 2002 (17)",,"1,75m",left,-,2020
194,Maksim Galkin,Shakhter Karaganda,Left Winger,54,"Jul 12, 1999 (20)",,"1,73m",right,-,2020
195,Ziguy Badibanga,Shakhter Karaganda,Right Winger,39,"Nov 26, 1991 (28)",,"1,72m",right,€1.00m,2020
196,Arsen Khubulov,Shakhter Karaganda,Right Winger,88,"Dec 13, 1990 (29)",,"1,81m",right,€400k,2020
197,Pavel Kriventsev,Shakhter Karaganda,Right Winger,17,"Jan 16, 1996 (23)",,"1,79m",both,€300k,2020
198,Joseph Oma Adah,Shakhter Karaganda,Right Winger,-,"Jun 8, 1999 (20)",,"1,76m",right,€200k,2020
199,Damir Bitusupov,Shakhter Karaganda,Right Winger,-,"Mar 21, 2000 (19)",,"1,70m",right,€50k,2020
200,Alshin Bayzakhov,Shakhter Karaganda,Right Winger,49,"May 17, 1999 (20)",,"1,79m",,-,2020
201,Kirill Lavrenyuk,Shakhter Karaganda,Right Winger,83,"Aug 9, 2003 (16)",,"1,72m",both,-,2020
202,Martin Toshev,Shakhter Karaganda,Centre-Forward,21,"Apr 17, 1990 (29)",,"1,84m",right,€500k,2020
203,Idris Umaev,Shakhter Karaganda,Centre-Forward,10,"Jan 15, 1999 (20)",,"1,74m",right,€400k,2020
204,Oralkhan Omirtaev,Shakhter Karaganda,Centre-Forward,19,"Jul 16, 1998 (21)",,"1,87m",right,€350k,2020
205,Aydos Tattybaev,Shakhter Karaganda,Centre-Forward,9,"Apr 26, 1990 (29)",,"1,86m",right,€300k,2020
206,Evgeniy Pavlov,Shakhter Karaganda,Centre-Forward,91,"Mar 12, 1991 (28)",,"1,91m",right,€200k,2020
207,Evgeniy Shikavka,Shakhter Karaganda,Centre-Forward,99,"Oct 15, 1992 (27)",,"1,85m",right,€200k,2020
208,Aramis Kouzine,Shakhter Karaganda,Centre-Forward,24,"Oct 3, 1998 (21)",,"1,89m",right,€75k,2020
209,Ivan Sviridov,Shakhter Karaganda,Centre-Forward,22,"Jun 28, 2002 (17)",,"1,84m",both,€50k,2020
210,Shyngys Flyuk,Shakhter Karaganda,Centre-Forward,-,"Dec 28, 2001 (18)",,"1,78m",left,-,2020
211,Andrey Giorgiadi,Shakhter Karaganda,Striker,-,"Jun 21, 2003 (16)",,-,,-,2020
212,Andrey Georgiadi,Shakhter Karaganda,Centre-Forward,42,"Jun 21, 2003 (16)",,"1,65m",,-,2020
213,Kirill Novikov,Shakhter Karaganda,Striker,56,"Apr 9, 2002 (17)",,-,,-,2020
214,Timur Mukhametzhanov,Shakhter Karaganda,Centre-Forward,98,"Apr 8, 2003 (16)",,"1,86m",,-,2020
215,Mukhammedzhan Seysen,FK Taraz,Goalkeeper,74,"Feb 14, 1999 (20)",,"1,90m",right,€400k,2020
216,Dzhurakhon Babakhanov,FK Taraz,Goalkeeper,24,"Oct 31, 1991 (28)",,"1,90m",right,€150k,2020
217,Almaz Khamytbekov,FK Taraz,Goalkeeper,1,"Sep 29, 1991 (28)",,"1,88m",right,€50k,2020
218,Stanislav Shcherbakov,FK Taraz,Goalkeeper,31,"Jun 12, 2000 (19)",,"1,81m",right,-,2020
219,Eldos Akhmetov,FK Taraz,Centre-Back,2,"Jun 1, 1990 (29)",,"1,87m",right,€500k,2020
220,Berik Aytbaev,FK Taraz,Centre-Back,14,"Jun 26, 1991 (28)",,"1,84m",right,€300k,2020
221,Faith Obilor,FK Taraz,Centre-Back,72,"Mar 5, 1991 (28)",,"1,89m",right,€300k,2020
222,Madiyar Nuraly,FK Taraz,Centre-Back,-,"Jan 20, 1995 (24)",,"1,78m",right,€200k,2020
223,Kurmet Karaman,FK Taraz,Centre-Back,77,"Aug 2, 1995 (24)",,"1,79m",right,€100k,2020
224,Ermek Abdulla,FK Taraz,Centre-Back,-,"Jan 21, 2003 (16)",,"1,81m",right,-,2020
225,Zhalgas Zhaksylykov,FK Taraz,Centre-Back,3,"Apr 16, 2001 (18)",,"1,89m",right,-,2020
226,Timur Dosmagambetov,FK Taraz,Left-Back,-,"May 1, 1989 (30)",,"1,72m",left,€900k,2020
227,Berik Shaykhov,FK Taraz,Left-Back,6,"Feb 20, 1994 (25)",,"1,70m",left,€500k,2020
