,Player,Club,Position,Number,Date of Birth,Height,Foot,Joined,Market Value,Season
32,Amanbol Aliyev,FC Astana,Left Midfield,-,"Jul 10, 1995 (19)",,"1,68m",right,-,2015
33,Foxi Kethevoama,FC Astana,Attacking Midfield,-,"May 30, 1986 (28)",,"1,72m",both,€2.00m,2015
34,Serikzhan Muzhikov,FC Astana,Attacking Midfield,7,"Jun 17, 1989 (25)",,"1,69m",right,€200k,2015
35,Azat Nurgaliev,FC Astana,Left Winger,13,"Jun 30, 1986 (28)",,"1,73m",both,€300k,2015
36,Alisher Saginov,FC Astana,Left Winger,-,"Jan 20, 1998 (16)",,"1,85m",,-,2015
37,Amir Kalabaev,FC Astana,Left Winger,-,"Nov 13, 1996 (18)",,"1,68m",,-,2015
38,Agim Ibraimi,FC Astana,Right Winger,9,"Aug 29, 1988 (26)",,"1,77m",left,€1.50m,2015
39,Besart Abdurahimi,FC Astana,Right Winger,16,"Jul 31, 1990 (24)",,"1,75m",right,€1.20m,2015
40,Patrick Twumasi,FC Astana,Right Winger,23,"May 9, 1994 (20)",,"1,76m",right,€700k,2015
41,Bauyrzhan Dzholchiev,FC Astana,Right Winger,-,"May 8, 1990 (24)",,"1,90m",right,€350k,2015
42,Zhakyp Kozhamberdy,FC Astana,Right Winger,-,"Feb 26, 1992 (22)",,"1,83m",left,€200k,2015
43,Vladislav Mendybayev,FC Astana,Right Winger,-,"May 1, 1996 (18)",,"1,79m",right,-,2015
44,Aleksey Rodionov,FC Astana,Right Winger,19,"Mar 29, 1994 (20)",,"1,83m",right,-,2015
45,Viktor Pron,FC Astana,Right Winger,45,"Sep 23, 1997 (17)",,"1,77m",right,-,2015
46,Ardak Saulet,FC Astana,Right Winger,54,"Jan 12, 1997 (17)",,"1,69m",right,-,2015
47,Junior Kabananga,FC Astana,Centre-Forward,30,"Apr 4, 1989 (25)",,"1,90m",left,€600k,2015
48,Tanat Nuserbaev,FC Astana,Centre-Forward,17,"Jan 1, 1987 (27)",,"1,75m",right,€500k,2015
49,Djordje Despotovic,FC Astana,Centre-Forward,10,"Mar 4, 1992 (22)",,"1,90m",left,€400k,2015
50,Aleksey Shchetkin,FC Astana,Centre-Forward,11,"May 21, 1991 (23)",,"1,93m",right,€250k,2015
51,Vladislav Prokopenko,FC Astana,Centre-Forward,-,"Jul 1, 2000 (14)",,"1,80m",right,-,2015
52,Stas Pokatilov,FK Aktobe,Goalkeeper,-,"Dec 8, 1992 (22)",,"1,90m",right,€200k,2015
53,Almat Bekbaev,FK Aktobe,Goalkeeper,-,"Jul 14, 1984 (30)",,"1,94m",right,€100k,2015
54,Samat Otarbaev,FK Aktobe,Goalkeeper,32,"Feb 18, 1990 (24)",,"1,90m",right,€75k,2015
55,Stanislav Pavlov,FK Aktobe,Goalkeeper,35,"May 30, 1994 (20)",,"1,93m",right,€50k,2015
56,Mukhambet Tamabay,FK Aktobe,Goalkeeper,1,"Jul 28, 1996 (18)",,"1,90m",right,-,2015
57,Igor Trofimets,FK Aktobe,Goalkeeper,42,"Aug 20, 1996 (18)",,"1,94m",right,-,2015
58,Nurbol Zhumashev,FK Aktobe,Defender,17,"Jul 9, 1994 (20)",,"1,74m",,-,2015
59,Dele Adeleye,FK Aktobe,Centre-Back,-,"Dec 25, 1988 (26)",,"1,89m",left,€600k,2015
60,Viktor Dmitrenko,FK Aktobe,Centre-Back,-,"Apr 4, 1991 (23)",,"1,90m",right,€500k,2015
61,Kouassi Kouadja,FK Aktobe,Centre-Back,3,"Jun 22, 1995 (19)",,"1,84m",left,€150k,2015
62,Egor Azovskiy,FK Aktobe,Centre-Back,21,"Jan 10, 1985 (29)",,"1,87m",right,€100k,2015
63,Egor Sorokin,FK Aktobe,Centre-Back,80,"Nov 4, 1995 (19)",,"1,92m",left,€25k,2015
64,Sayat Zhumagali,FK Aktobe,Centre-Back,25,"Apr 25, 1995 (19)",,"1,89m",right,-,2015
65,Marat Sitdikov,FK Aktobe,Left-Back,2,"Jul 23, 1991 (23)",,"1,74m",left,€25k,2015
66,Dmitriy Miroshnichenko,FK Aktobe,Right-Back,-,"Feb 26, 1992 (22)",,"1,83m",right,€350k,2015
67,Viktor Kryukov,FK Aktobe,Right-Back,6,"Jun 30, 1990 (24)",,"1,70m",right,€50k,2015
68,Bagdat Kairov,FK Aktobe,Right-Back,5,"Apr 27, 1993 (21)",,"1,78m",right,-,2015
69,Yuriy Logvinenko,FK Aktobe,Defensive Midfield,-,"Jul 22, 1988 (26)",,"1,87m",left,€500k,2015
70,Vuk Mitosevic,FK Aktobe,Defensive Midfield,33,"Feb 12, 1991 (23)",,"1,73m",both,€500k,2015
71,Arturas Zulpa,FK Aktobe,Defensive Midfield,-,"Jun 10, 1990 (24)",,"1,88m",right,€325k,2015
72,Valeriy Korobkin,FK Aktobe,Defensive Midfield,-,"Jul 2, 1984 (30)",,"1,85m",right,€250k,2015
73,Kirill Shestakov,FK Aktobe,Defensive Midfield,22,"Jun 19, 1985 (29)",,"1,79m",right,€200k,2015
74,Samat Smakov,FK Aktobe,Defensive Midfield,8,"Dec 8, 1978 (36)",,"1,82m",both,€100k,2015
75,Sandro Tsveiba,FK Aktobe,Defensive Midfield,14,"Sep 5, 1993 (21)",,"1,84m",right,€75k,2015
76,Mikhail Petrolay,FK Aktobe,Defensive Midfield,24,"Aug 19, 1994 (20)",,"1,79m",right,-,2015
77,Anton Skvortsov,FK Aktobe,Midfielder,81,"Jun 8, 2000 (14)",,"1,77m",,-,2015
78,Askhat Tagybergen,FK Aktobe,Central Midfield,-,"Aug 9, 1990 (24)",,"1,79m",right,€350k,2015
79,Evgeniy Levin,FK Aktobe,Central Midfield,-,"Jul 12, 1992 (22)",,"1,74m",right,€250k,2015
80,Abylaikhan Totay,FK Aktobe,Right Midfield,9,"Feb 16, 1992 (22)",,"1,75m",right,€200k,2015
81,Marcos Pizzelli,FK Aktobe,Attacking Midfield,-,"Oct 3, 1984 (30)",,"1,75m",left,€1.30m,2015
82,Marat Khayrullin,FK Aktobe,Attacking Midfield,-,"Apr 26, 1984 (30)",,"1,76m",right,€400k,2015
83,Nikita Bocharov,FK Aktobe,Attacking Midfield,69,"Jun 12, 1992 (22)",,"1,84m",right,€150k,2015
84,Bobur Davlatov,FK Aktobe,Attacking Midfield,11,"Mar 1, 1996 (18)",,"1,80m",right,€25k,2015
85,Didar Zhalmukan,FK Aktobe,Left Winger,10,"May 22, 1996 (18)",,"1,73m",right,-,2015
86,Aslanbek Kakimov,FK Aktobe,Left Winger,47,"Oct 2, 1993 (21)",,"1,77m",right,-,2015
87,Lassina Dao,FK Aktobe,Left Winger,77,"Dec 20, 1996 (18)",,"1,77m",right,-,2015
88,Ciprian Deac,FK Aktobe,Right Winger,-,"Feb 16, 1986 (28)",,"1,77m",left,€1.00m,2015
89,Pavel Shabalin,FK Aktobe,Right Winger,-,"Oct 23, 1988 (26)",,"1,72m",right,€300k,2015
90,Abilkhan Abdukarimov,FK Aktobe,Right Winger,37,"Apr 7, 1998 (16)",,"1,73m",right,-,2015
91,Igor Boychuk,FK Aktobe,Right Winger,87,"Jun 4, 1997 (17)",,"1,78m",,-,2015
92,Danilo Neco,FK Aktobe,Second Striker,-,"Jan 27, 1986 (28)",,"1,75m",right,€900k,2015
93,Danilo,FK Aktobe,Centre-Forward,-,"Nov 11, 1986 (28)",,"1,86m",right,€1.20m,2015
94,Dmitriy Golubov,FK Aktobe,Centre-Forward,85,"Jun 24, 1985 (29)",,"1,78m",both,€650k,2015
95,Ilya Mykhalyov,FK Aktobe,Centre-Forward,12,"Jul 31, 1990 (24)",,"1,87m",right,€500k,2015
96,Sergey Khizhnichenko,FK Aktobe,Centre-Forward,-,"Jul 17, 1991 (23)",,"1,87m",right,€300k,2015
97,Aleksey Shchetkin,FK Aktobe,Centre-Forward,88,"May 21, 1991 (23)",,"1,93m",right,€250k,2015
98,Sergey Lisenkov,FK Aktobe,Centre-Forward,19,"Jun 17, 1991 (23)",,"1,92m",right,€200k,2015
99,Toktar Zhangylyshbay,FK Aktobe,Centre-Forward,18,"May 25, 1993 (21)",,"1,89m",right,€150k,2015
100,Nemanja Nikolic,FK Aktobe,Centre-Forward,72,"Oct 19, 1992 (22)",,"1,88m",both,€50k,2015
101,Murat Tleshev,FK Aktobe,Centre-Forward,99,"Apr 18, 1980 (34)",,"1,88m",right,€50k,2015
102,Abat Aymbetov,FK Aktobe,Centre-Forward,7,"Aug 7, 1995 (19)",,"1,84m",right,-,2015
103,David Loria,Irtysh Pavlodar,Goalkeeper,1,"Oct 31, 1981 (33)",,"1,83m",right,€300k,2015
104,Anton Tsirin,Irtysh Pavlodar,Goalkeeper,20,"Aug 10, 1987 (27)",,"1,98m",right,€150k,2015
105,Denis Tolebaev,Irtysh Pavlodar,Goalkeeper,-,"Feb 7, 1987 (27)",,"2,05m",right,€50k,2015
106,Vadim Butenko,Irtysh Pavlodar,Goalkeeper,-,"Mar 8, 1996 (18)",,"1,81m",,-,2015
107,Serikbol Kapanov,Irtysh Pavlodar,Goalkeeper,35,"May 24, 1996 (18)",,"1,88m",right,-,2015
108,Dauren Orymbay,Irtysh Pavlodar,Defender,-,"Jul 27, 1995 (19)",,"1,76m",,-,2015
109,Aleksandr Kislitsyn,Irtysh Pavlodar,Centre-Back,5,"Mar 8, 1986 (28)",,"1,89m",right,€400k,2015
110,Georgas Freidgeimas,Irtysh Pavlodar,Centre-Back,4,"Aug 10, 1987 (27)",,"1,85m",,€350k,2015
111,Sergey Maliy,Irtysh Pavlodar,Centre-Back,27,"Jun 5, 1990 (24)",,"1,91m",right,€300k,2015
112,Semir Kerla,Irtysh Pavlodar,Centre-Back,15,"Sep 26, 1987 (27)",,"1,91m",right,€275k,2015
113,Eldos Akhmetov,Irtysh Pavlodar,Centre-Back,2,"Jun 1, 1990 (24)",,"1,87m",right,€200k,2015
114,Damir Dautov,Irtysh Pavlodar,Centre-Back,8,"Mar 3, 1990 (24)",,"1,87m",right,€200k,2015
115,Aleksandr Kirov,Irtysh Pavlodar,Centre-Back,6,"Sep 4, 1984 (30)",,"1,88m",right,€150k,2015
116,Vladislav Chernyshov,Irtysh Pavlodar,Centre-Back,-,"Mar 16, 1981 (33)",,"1,86m",right,€125k,2015
117,Nursultan Alibekov,Irtysh Pavlodar,Centre-Back,-,"Feb 1, 1996 (18)",,"1,88m",right,-,2015
118,Valeriy Lenkov,Irtysh Pavlodar,Centre-Back,-,"Jan 15, 1997 (17)",,"1,83m",,-,2015
119,Artem Popov,Irtysh Pavlodar,Centre-Back,57,"Jan 17, 1998 (16)",,"1,88m",right,-,2015
120,Grigoriy Sartakov,Irtysh Pavlodar,Left-Back,19,"Aug 19, 1994 (20)",,"1,85m",left,€100k,2015
121,Roman Bogdanov,Irtysh Pavlodar,Right-Back,-,"Aug 4, 1995 (19)",,"1,74m",right,-,2015
122,Ruslan Esimov,Irtysh Pavlodar,Right-Back,25,"Apr 28, 1990 (24)",,"1,82m",right,-,2015
123,Gogita Gogua,Irtysh Pavlodar,Defensive Midfield,7,"Oct 4, 1983 (31)",,"1,70m",right,€700k,2015
124,Kazbek Geteriev,Irtysh Pavlodar,Defensive Midfield,33,"Jun 30, 1985 (29)",,"1,72m",right,€300k,2015
125,Piraly Aliev,Irtysh Pavlodar,Defensive Midfield,23,"Jan 13, 1984 (30)",,"1,80m",right,€100k,2015
126,Igor Nazarov,Irtysh Pavlodar,Midfielder,14,"Aug 30, 1994 (20)",,"1,77m",,-,2015
127,Yuri Golofast,Irtysh Pavlodar,Midfielder,88,"Mar 7, 1995 (19)",,"1,75m",,-,2015
128,Tomas Jirsak,Irtysh Pavlodar,Central Midfield,16,"Jun 29, 1984 (30)",,"1,72m",right,€700k,2015
129,Alibek Ayaganov,Irtysh Pavlodar,Central Midfield,13,"Jan 13, 1992 (22)",,"1,78m",right,€150k,2015
130,Batyr Kudayberdynov,Irtysh Pavlodar,Right Midfield,-,"Jan 29, 1999 (15)",,"1,79m",right,-,2015
131,Shota Grigalashvili,Irtysh Pavlodar,Attacking Midfield,11,"Jun 21, 1986 (28)",,"1,77m",both,€600k,2015
132,Madyar Ramazanov,Irtysh Pavlodar,Attacking Midfield,-,"Oct 30, 1997 (17)",,"1,72m",right,-,2015
133,Vitaliy Lee,Irtysh Pavlodar,Left Winger,17,"Mar 13, 1994 (20)",,"1,86m",both,€200k,2015
134,Roman Murtazaev,Irtysh Pavlodar,Left Winger,45,"Sep 10, 1993 (21)",,"1,88m",right,€200k,2015
135,Ignacio Herrera,Irtysh Pavlodar,Left Winger,10,"Oct 30, 1987 (27)",,"1,78m",right,€100k,2015
136,Vladimir Vomenko,Irtysh Pavlodar,Left Winger,77,"May 22, 1995 (19)",,"1,78m",right,-,2015
137,Carlos Fonseca,Irtysh Pavlodar,Right Winger,40,"Aug 23, 1987 (27)",,"1,80m",left,€650k,2015
138,Kwame Karikari,Irtysh Pavlodar,Centre-Forward,-,"Jan 21, 1992 (22)",,"1,90m",left,€1.25m,2015
139,Ousman Jallow,Irtysh Pavlodar,Centre-Forward,99,"Oct 21, 1988 (26)",,"1,81m",right,€800k,2015
140,Djiby Fall,Irtysh Pavlodar,Centre-Forward,9,"Apr 20, 1985 (29)",,N/Am,N/A,€400k,2015
141,Kuanysh Begalin,Irtysh Pavlodar,Centre-Forward,24,"Sep 5, 1992 (22)",,"1,80m",right,€150k,2015
142,Arman Smailov,Irtysh Pavlodar,Centre-Forward,-,"May 4, 1997 (17)",,"1,86m",right,-,2015
143,Talgat Sarsembaev,Irtysh Pavlodar,Centre-Forward,-,"Sep 30, 1998 (16)",,"1,88m",,-,2015
144,Aleksandr Grigorenko,FK Taraz,Goalkeeper,1,"Feb 6, 1985 (29)",,"1,82m",right,€200k,2015
145,Kirill Korotkevich,FK Taraz,Goalkeeper,80,"Jun 12, 1992 (22)",,"1,93m",right,€50k,2015
146,Dusan Djokic,FK Taraz,Goalkeeper,16,"Mar 5, 1983 (31)",,"1,94m",right,-,2015
147,Bobyr Zaynutdinov,FK Taraz,Goalkeeper,35,"Mar 16, 1995 (19)",,"1,80m",right,-,2015
148,Azat Bitabarov,FK Taraz,Goalkeeper,77,"Jan 14, 1990 (24)",,"1,83m",right,-,2015
149,Ioan Mera,FK Taraz,Centre-Back,12,"Jan 5, 1987 (27)",,"1,93m",right,€400k,2015
150,Anton Grigorjev,FK Taraz,Centre-Back,85,"Dec 13, 1985 (29)",,"1,88m",left,€400k,2015
151,Ilya Vorotnikov,FK Taraz,Centre-Back,4,"Feb 1, 1986 (28)",,"1,86m",right,€250k,2015
152,Davronzhon Ergashev,FK Taraz,Centre-Back,84,"Mar 19, 1988 (26)",,"1,84m",right,€200k,2015
153,Berik Aytbaev,FK Taraz,Centre-Back,14,"Jun 26, 1991 (23)",,"1,84m",right,€150k,2015
154,Aleksandr Kirov,FK Taraz,Centre-Back,99,"Sep 4, 1984 (30)",,"1,88m",right,€150k,2015
155,Madiyar Nuraly,FK Taraz,Centre-Back,22,"Jan 20, 1995 (19)",,"1,78m",right,-,2015
156,Kurmet Karaman,FK Taraz,Centre-Back,23,"Aug 2, 1995 (19)",,"1,79m",right,-,2015
157,Dmitriy Evstigneev,FK Taraz,Left-Back,19,"Nov 21, 1986 (28)",,"1,81m",left,€200k,2015
158,Bakhtiyor Zaynutdinov,FK Taraz,Left-Back,-,"Apr 2, 1998 (16)",,"1,83m",left,-,2015
159,Maksat Amirkhanov,FK Taraz,Right-Back,20,"Feb 10, 1992 (22)",,"1,72m",right,€200k,2015
160,Daniyar Bayaliev,FK Taraz,Right-Back,2,"Jan 30, 1993 (21)",,"1,73m",right,€100k,2015
161,Marat Togyzbay,FK Taraz,Right-Back,32,"Nov 18, 1995 (19)",,"1,81m",right,-,2015
162,Adilet Kenesbek,FK Taraz,Right-Back,39,"Jan 5, 1996 (18)",,"1,80m",right,-,2015
163,Jovan Golic,FK Taraz,Defensive Midfield,5,"Sep 18, 1986 (28)",,"1,89m",right,€350k,2015
164,Vitaliy Evstigneev,FK Taraz,Defensive Midfield,8,"Aug 8, 1985 (29)",,"1,86m",both,€75k,2015
165,Marat Shakhmetov,FK Taraz,Central Midfield,6,"Feb 6, 1989 (25)",,"1,82m",right,€300k,2015
166,Abzal Taubay,FK Taraz,Central Midfield,3,"Feb 18, 1995 (19)",,"1,75m",right,-,2015
167,Kanat Karimolla,FK Taraz,Central Midfield,13,"Feb 6, 1995 (19)",,"1,77m",right,-,2015
168,Adilet Abdenabi,FK Taraz,Central Midfield,44,"Feb 4, 1996 (18)",,"1,74m",right,-,2015
169,Taras Danilyuk,FK Taraz,Left Midfield,25,"Jan 29, 1984 (30)",,"1,76m",left,€100k,2015
170,Ardak Karpyk,FK Taraz,Left Midfield,15,"Apr 1, 1992 (22)",,"1,77m",left,€25k,2015
171,Oleksandr Aliev,FK Taraz,Attacking Midfield,88,"Feb 3, 1985 (29)",,"1,73m",both,€800k,2015
172,Oleg Nedashkovskiy,FK Taraz,Attacking Midfield,17,"Sep 9, 1987 (27)",,"1,84m",right,€400k,2015
173,Bauyrzhan Baytana,FK Taraz,Attacking Midfield,10,"May 6, 1992 (22)",,"1,74m",both,€200k,2015
174,Andriy Yakovlev,FK Taraz,Left Winger,67,"Feb 20, 1989 (25)",,"1,78m",right,€350k,2015
175,Alisher Suley,FK Taraz,Left Winger,7,"Nov 1, 1995 (19)",,"1,78m",right,€150k,2015
176,Bakhytzhan Rymtayev,FK Taraz,Left Winger,21,"Feb 1, 1995 (19)",,"1,65m",right,-,2015
177,Sherkhan Bauyrzhan,FK Taraz,Right Winger,9,"Aug 28, 1992 (22)",,"1,78m",right,€100k,2015
178,Alibek Satybaldy,FK Taraz,Right Winger,95,"Jun 28, 1995 (19)",,"1,68m",right,-,2015
179,Malick Mané,FK Taraz,Centre-Forward,11,"Oct 14, 1988 (26)",,"1,73m",right,€1.00m,2015
180,Oleksandr Pyshchur,FK Taraz,Centre-Forward,45,"Jan 26, 1981 (33)",,"1,97m",right,€500k,2015
181,Igor Zenkovich,FK Taraz,Centre-Forward,78,"Sep 17, 1987 (27)",,"1,85m",right,€500k,2015
182,Daurenbek Tazhimbetov,FK Taraz,Centre-Forward,71,"Jul 2, 1985 (29)",,"1,84m",right,€200k,2015
183,Kaysar Egembaev,FK Taraz,Centre-Forward,52,"Jan 4, 1995 (19)",,"1,81m",right,-,2015
184,Srdjan Ostojic,Akzhayik Uralsk,Goalkeeper,32,"Jan 10, 1983 (31)",,"1,93m",right,€100k,2015
185,Denis Tolebaev,Akzhayik Uralsk,Goalkeeper,-,"Feb 7, 1987 (27)",,"2,05m",right,€50k,2015
186,Nurbolat Kalmenov,Akzhayik Uralsk,Goalkeeper,1,"Sep 15, 1990 (24)",,"1,88m",right,€50k,2015
187,Roman Bagautdinov,Akzhayik Uralsk,Goalkeeper,87,"Sep 20, 1987 (27)",,"1,84m",right,€50k,2015
188,Aleksandr Udalov,Akzhayik Uralsk,Goalkeeper,22,"Mar 14, 1995 (19)",,"1,89m",right,-,2015
189,Michael Odibe,Akzhayik Uralsk,Centre-Back,-,"Jun 23, 1988 (26)",,"1,89m",right,€1.30m,2015
190,Danilo Nikolic,Akzhayik Uralsk,Centre-Back,83,"Jul 29, 1983 (31)",,"1,89m",left,€400k,2015
191,Sasa Kolunija,Akzhayik Uralsk,Centre-Back,6,"Jun 9, 1987 (27)",,"1,94m",left,€150k,2015
192,Kairat Nurdauletov,Akzhayik Uralsk,Centre-Back,-,"Nov 6, 1982 (32)",,"1,84m",right,€100k,2015
193,Miram Sapanov,Akzhayik Uralsk,Centre-Back,13,"Mar 12, 1986 (28)",,"1,83m",right,€75k,2015
194,Bauyrzhan Omarov,Akzhayik Uralsk,Left-Back,14,"Aug 3, 1990 (24)",,"1,81m",left,€150k,2015
195,Ruslan Khairov,Akzhayik Uralsk,Right-Back,18,"Jan 18, 1990 (24)",,"1,74m",right,€200k,2015
196,Zakhar Korobov,Akzhayik Uralsk,Right-Back,28,"May 18, 1988 (26)",,"1,77m",right,€200k,2015
197,Eldar Abdrakhmanov,Akzhayik Uralsk,Right-Back,77,"Jan 16, 1987 (27)",,"1,75m",right,€100k,2015
198,Erkin Tapalov,Akzhayik Uralsk,Right-Back,26,"Sep 3, 1993 (21)",,"1,79m",right,-,2015
199,Predrag Govedarica,Akzhayik Uralsk,Defensive Midfield,55,"Oct 21, 1984 (30)",,"1,89m",right,€250k,2015
200,Marat Shakhmetov,Akzhayik Uralsk,Central Midfield,-,"Feb 6, 1989 (25)",,"1,82m",right,€300k,2015
201,Evgeniy Levin,Akzhayik Uralsk,Central Midfield,-,"Jul 12, 1992 (22)",,"1,74m",right,€250k,2015
202,Sergey Shevtsov,Akzhayik Uralsk,Central Midfield,17,"Oct 29, 1990 (24)",,"1,81m",right,€200k,2015
203,Freddy Coronel,Akzhayik Uralsk,Central Midfield,16,"Apr 25, 1989 (25)",,"1,76m",right,-,2015
204,Anton Shurygin,Akzhayik Uralsk,Central Midfield,88,"Dec 3, 1988 (26)",,"1,80m",right,-,2015
205,Abylaikhan Totay,Akzhayik Uralsk,Right Midfield,-,"Feb 16, 1992 (22)",,"1,75m",right,€200k,2015
206,Rakhimzhan Rozybakiev,Akzhayik Uralsk,Left Midfield,-,"Jan 2, 1991 (23)",,"1,88m",right,€200k,2015
207,Izim Sarsekenov,Akzhayik Uralsk,Left Midfield,7,"Mar 30, 1993 (21)",,"1,83m",left,€25k,2015
208,Ruslan Valiullin,Akzhayik Uralsk,Left Midfield,9,"Sep 9, 1994 (20)",,"1,80m",left,-,2015
209,Aleksey Maltsev,Akzhayik Uralsk,Left Winger,8,"Oct 25, 1986 (28)",,"1,72m",both,€150k,2015
210,Eduard Sergienko,Akzhayik Uralsk,Right Winger,33,"Feb 18, 1983 (31)",,"1,81m",both,€150k,2015
211,Ivan Antipov,Akzhayik Uralsk,Right Winger,5,"Jan 14, 1996 (18)",,"1,82m",right,€75k,2015
212,Kostyantyn Dudchenko,Akzhayik Uralsk,Centre-Forward,-,"Jul 8, 1986 (28)",,"1,95m",right,€300k,2015
213,Matías Rubio,Akzhayik Uralsk,Centre-Forward,97,"Aug 8, 1988 (26)",,"1,80m",right,€300k,2015
214,Miroslav Lecic,Akzhayik Uralsk,Centre-Forward,-,"Apr 20, 1985 (29)",,"1,84m",right,€200k,2015
215,Sergey Gridin,Akzhayik Uralsk,Centre-Forward,11,"May 20, 1987 (27)",,"1,95m",right,€200k,2015
216,Oleg Khromtsov,Akzhayik Uralsk,Centre-Forward,20,"May 30, 1983 (31)",,"1,86m",right,€150k,2015
217,Nikolay Zabrodin,Akzhayik Uralsk,Centre-Forward,23,"Jul 23, 1990 (24)",,"1,78m",right,€150k,2015
218,Kuanysh Begalin,Akzhayik Uralsk,Centre-Forward,24,"Sep 5, 1992 (22)",,"1,80m",right,€150k,2015
219,Sasa Stamenkovic,Okzhetpes Kokshetau,Goalkeeper,1,"Jan 5, 1985 (29)",,"1,94m",right,€700k,2015
220,Dzhurakhon Babakhanov,Okzhetpes Kokshetau,Goalkeeper,24,"Oct 31, 1991 (23)",,"1,90m",right,€50k,2015
221,Ruslan Abzhanov,Okzhetpes Kokshetau,Goalkeeper,25,"Apr 28, 1990 (24)",,"1,87m",right,€25k,2015
222,Vitaliy Kalmykov,Okzhetpes Kokshetau,Defender,42,"Oct 26, 1995 (19)",,"1,70m",,-,2015
223,Oleksandr Chyzhov,Okzhetpes Kokshetau,Centre-Back,77,"Aug 10, 1986 (28)",,"1,88m",right,€500k,2015
224,Aleksandr Kislitsyn,Okzhetpes Kokshetau,Centre-Back,4,"Mar 8, 1986 (28)",,"1,89m",right,€400k,2015
225,Daniil Chertov,Okzhetpes Kokshetau,Centre-Back,8,"Nov 15, 1990 (24)",,"1,86m",right,€25k,2015
226,Aleksandr Marochkin,Okzhetpes Kokshetau,Centre-Back,-,"Jul 14, 1990 (24)",,"1,91m",right,-,2015
