,Player,Club,Position,Number,Date of Birth,Height,Foot,Joined,Market Value,Season
24,Murat Tleshev,Irtysh Pavlodar,Centre-Forward,18,"Apr 18, 1980 (21)",,"1,88m",right,-,2002
25,Rustam Usmanov,Irtysh Pavlodar,Striker,21,"Jan 30, 1977 (24)",,-,,-,2002
26,Muslim Agayev,Irtysh Pavlodar,Striker,24,"Apr 29, 1974 (27)",,"1,77m",,-,2002
27,David Loria,Zhenis Astana,Goalkeeper,-,"Oct 31, 1981 (20)",,"1,83m",right,-,2002
28,Igor Gusev,Zhenis Astana,Goalkeeper,1,"Nov 1, 1975 (26)",,"1,87m",,-,2002
29,Aleksandr Mokin,Zhenis Astana,Goalkeeper,16,"Jun 19, 1981 (20)",,"1,94m",right,-,2002
30,Pavel Bugalo,Zhenis Astana,Goalkeeper,25,"Aug 21, 1974 (27)",,"1,85m",right,-,2002
31,Aleksey Musatov,Zhenis Astana,Defender,26,"Oct 17, 1980 (21)",,"1,84m",,-,2002
32,Goran Dragicevic,Zhenis Astana,Defender,-,"Dec 6, 1974 (27)",,-,,-,2002
33,Yuri Bordolimow,Zhenis Astana,Defender,5,"Jan 24, 1970 (31)",,"1,70m",,-,2002
34,Maksim Zhalmagambetov,Zhenis Astana,Centre-Back,-,"Jul 11, 1983 (18)",,"1,95m",right,-,2002
35,Dmitriy Kishchenko,Zhenis Astana,Centre-Back,-,"Mar 29, 1979 (22)",,"1,84m",,-,2002
36,Sergey Kirov,Zhenis Astana,Centre-Back,-,"Feb 4, 1978 (23)",,"1,83m",,-,2002
37,Maksim Zabelin,Zhenis Astana,Centre-Back,2,"Feb 4, 1977 (24)",,"1,87m",left,-,2002
38,Igor Avdeev,Zhenis Astana,Centre-Back,7,"Jan 10, 1973 (28)",,"1,82m",right,-,2002
39,Sergiy Krukovets,Zhenis Astana,Centre-Back,17,"Jul 1, 1973 (28)",,"1,85m",right,-,2002
40,Serghei Secu,Zhenis Astana,Centre-Back,26,"Nov 28, 1972 (29)",,"1,84m",,-,2002
41,Igor Soloshenko,Zhenis Astana,Left-Back,-,"May 22, 1979 (22)",,"1,81m",left,-,2002
42,Yuriy Aksenov,Zhenis Astana,Left-Back,12,"Aug 11, 1973 (28)",,"1,74m",,-,2002
43,Mikhail Shishkin,Zhenis Astana,Left-Back,15,"Sep 4, 1980 (21)",,"1,80m",right,-,2002
44,Sergey Kozyulin,Zhenis Astana,Right-Back,3,"Aug 2, 1980 (21)",,"1,80m",right,-,2002
45,Anton Chichulin,Zhenis Astana,Right-Back,14,"Oct 27, 1984 (17)",,"1,82m",right,-,2002
46,Andrey Travin,Zhenis Astana,Defensive Midfield,-,"Apr 27, 1979 (22)",,"1,76m",left,-,2002
47,Aleksey Klishin,Zhenis Astana,Midfielder,-,"Jan 1, 1973 (28)",,N/Am,N/A,-,2002
48,Artur Martens,Zhenis Astana,Midfielder,-,"May 13, 1976 (25)",,"1,82m",,-,2002
49,Andrey Barsukov,Zhenis Astana,Midfielder,5,"Nov 2, 1973 (28)",,"1,75m",,-,2002
50,Amiran Gigolaev,Zhenis Astana,Midfielder,6,"Sep 30, 1984 (17)",,"1,75m",,-,2002
51,Dmitriy Kolesnichenko,Zhenis Astana,Midfielder,24,"May 29, 1986 (15)",,-,,-,2002
52,Evgeniy Lovchev,Zhenis Astana,Right Midfield,20,"Aug 6, 1975 (26)",,"1,79m",right,-,2002
53,Ashkat Kadyrkulov,Zhenis Astana,Left Midfield,-,"Nov 14, 1974 (27)",,"1,78m",,-,2002
54,Igor Yurin,Zhenis Astana,Attacking Midfield,8,"Jul 3, 1982 (19)",,"1,71m",right,-,2002
55,Nikita Khokhlov,Zhenis Astana,Attacking Midfield,9,"Oct 27, 1983 (18)",,"1,82m",both,-,2002
56,Evgeniy Lunev,Zhenis Astana,Attacking Midfield,21,"Apr 26, 1976 (25)",,"1,86m",right,-,2002
57,Tugan Khamkhoev,Zhenis Astana,Left Winger,4,"Mar 4, 1987 (14)",,"1,77m",left,-,2002
58,Aleksandr Suchkov,Zhenis Astana,Right Winger,18,"Feb 29, 1980 (21)",,"1,77m",right,-,2002
59,Martin Bielik,Zhenis Astana,Centre-Forward,-,"Apr 14, 1980 (21)",,"1,98m",right,-,2002
60,Nilton Mendes,Zhenis Astana,Centre-Forward,10,"Jan 7, 1976 (25)",,"1,80m",,-,2002
61,Arsen Tlekhugov,Zhenis Astana,Centre-Forward,-,"Nov 3, 1976 (25)",,"1,82m",both,-,2002
62,Ulugbek Asanbaev,Zhenis Astana,Centre-Forward,4,"Sep 13, 1979 (22)",,"1,83m",,-,2002
63,Aleksandr Shatskikh,Zhenis Astana,Centre-Forward,11,"Jan 21, 1974 (27)",,"1,80m",right,-,2002
64,Magomed Adiev,Zhenis Astana,Centre-Forward,22,"Jun 30, 1977 (24)",,"1,89m",right,-,2002
65,Oleg Voskoboynikov,Aktobe-Lento Aktobe,Goalkeeper,1,"Jul 4, 1971 (30)",,-,,-,2002
66,Evgeniy Ovchinnikov,Aktobe-Lento Aktobe,Goalkeeper,16,"Apr 11, 1985 (16)",,"1,83m",,-,2002
67,Aleksandr Ganzhenko,Aktobe-Lento Aktobe,Goalkeeper,22,"Mar 21, 1976 (25)",,"1,87m",,-,2002
68,Erlan Shoytymov,Aktobe-Lento Aktobe,Defender,2,"Apr 6, 1980 (21)",,"1,80m",,-,2002
69,Zeljko Joksimovic,Aktobe-Lento Aktobe,Defender,4,"Mar 14, 1974 (27)",,"1,80m",,-,2002
70,Erlan Eleusinov,Aktobe-Lento Aktobe,Defender,5,"Jul 2, 1972 (29)",,"1,81m",,-,2002
71,Nurmat Mirzabaev,Aktobe-Lento Aktobe,Defender,6,"Nov 11, 1972 (29)",,"1,76m",,-,2002
72,Yuri Bordolimow,Aktobe-Lento Aktobe,Defender,7,"Jan 24, 1970 (31)",,"1,70m",,-,2002
73,Viktor Kovalev,Aktobe-Lento Aktobe,Centre-Back,3,"Aug 25, 1980 (21)",,"1,90m",right,-,2002
74,Sergiy Bezhenar,Aktobe-Lento Aktobe,Centre-Back,4,"Aug 9, 1970 (31)",,"1,83m",right,-,2002
75,Maksim Samchenko,Aktobe-Lento Aktobe,Left-Back,19,"May 5, 1979 (22)",,"1,80m",left,-,2002
76,Valeriy Krol,Aktobe-Lento Aktobe,Midfielder,24,"Apr 11, 1985 (16)",,"1,74m",,-,2002
77,Andrey Barsukov,Aktobe-Lento Aktobe,Midfielder,7,"Nov 2, 1973 (28)",,"1,75m",,-,2002
78,Oleksandr Mykulyak,Aktobe-Lento Aktobe,Midfielder,8,"Dec 29, 1976 (25)",,"1,82m",,-,2002
79,Rakhman Asukhanov,Aktobe-Lento Aktobe,Midfielder,10,"May 1, 1973 (28)",,"1,68m",,-,2002
80,Bakhyt Kyzylbaev,Aktobe-Lento Aktobe,Midfielder,12,"Dec 26, 1976 (25)",,"1,80m",,-,2002
81,Evgeniy Kostrub,Aktobe-Lento Aktobe,Defensive Midfield,13,"Aug 27, 1982 (19)",,"1,77m",right,-,2002
82,Vitaliy Kitsak,Aktobe-Lento Aktobe,Midfielder,15,"Oct 16, 1975 (26)",,"1,75m",,-,2002
83,Vladica Curcic,Aktobe-Lento Aktobe,Midfielder,21,"Jul 18, 1978 (23)",,"1,80m",,-,2002
84,Evgeniy Danila,Aktobe-Lento Aktobe,Midfielder,25,"Mar 21, 1981 (20)",,"1,78m",,-,2002
85,Dmitriy Mamonov,Aktobe-Lento Aktobe,Central Midfield,8,"Apr 26, 1978 (23)",,"1,73m",right,-,2002
86,Dmitriy Byakov,Aktobe-Lento Aktobe,Right Midfield,9,"Apr 9, 1978 (23)",,"1,76m",right,-,2002
87,Valeriy Kryventsov,Aktobe-Lento Aktobe,Attacking Midfield,21,"Jul 31, 1973 (28)",,"1,77m",,-,2002
88,Kairat Ashirbekov,Aktobe-Lento Aktobe,Attacking Midfield,18,"Oct 21, 1982 (19)",,"1,72m",left,-,2002
89,Serik Dosmanbetov,Aktobe-Lento Aktobe,Centre-Forward,-,"Mar 8, 1982 (19)",,"1,78m",right,-,2002
90,Rafael Urazbakhtin,Aktobe-Lento Aktobe,Centre-Forward,11,"Nov 20, 1978 (23)",,"1,80m",right,-,2002
91,Emmanuel Obasi,Aktobe-Lento Aktobe,Striker,14,"Aug 24, 1980 (21)",,"1,87m",,-,2002
92,Vladimir Loginov,Aktobe-Lento Aktobe,Centre-Forward,17,"Jan 5, 1974 (27)",,"1,84m",,-,2002
93,Igor Abdusheev,Aktobe-Lento Aktobe,Striker,23,"Apr 13, 1985 (16)",,"1,74m",,-,2002
94,Nikolay Rodionov,Kairat Almaty,Goalkeeper,-,"Aug 4, 1976 (25)",,"1,90m",right,-,2002
95,Evgeniy Naboychenko,Kairat Almaty,Goalkeeper,1,"May 17, 1970 (31)",,"1,81m",,-,2002
96,Ilya Yurov,Kairat Almaty,Goalkeeper,18,"Sep 10, 1981 (20)",,"1,88m",right,-,2002
97,Evgeniy Kravchuk,Kairat Almaty,Defender,-,"Jun 24, 1981 (20)",,"1,78m",,-,2002
98,Srdjan Vasiljevic,Kairat Almaty,Defender,-,"Apr 1, 1973 (28)",,"1,90m",,-,2002
99,Nenad Pavlovic,Kairat Almaty,Defender,-,"Dec 14, 1975 (26)",,-,,-,2002
100,Askar Seit,Kairat Almaty,Defender,-,"Apr 25, 1983 (18)",,-,,-,2002
101,Kirill Martyanov,Kairat Almaty,Defender,2,"Feb 23, 1982 (19)",,-,,-,2002
102,Aset Mukhametkarimov,Kairat Almaty,Defender,5,"Feb 12, 1977 (24)",,-,,-,2002
103,Dilmurat Shayakhmetov,Kairat Almaty,Defender,8,"Jul 16, 1980 (21)",,-,,-,2002
104,Timur Dyusebaev,Kairat Almaty,Defender,13,"May 5, 1981 (20)",,-,,-,2002
105,Farkhad Babisekov,Kairat Almaty,Defender,17,"Jun 25, 1981 (20)",,-,,-,2002
106,Alibi Gubashev,Kairat Almaty,Defender,19,"Sep 12, 1984 (17)",,"1,78m",,-,2002
107,Vladimir Yakovlev,Kairat Almaty,Centre-Back,16,"Aug 2, 1984 (17)",,"1,82m",right,-,2002
108,Sergey Kutsov,Kairat Almaty,Centre-Back,20,"Apr 23, 1977 (24)",,"1,91m",right,-,2002
109,Konstantin Gorovenko,Kairat Almaty,Centre-Back,21,"Jan 10, 1977 (24)",,"1,89m",right,-,2002
110,Kairat Utabaev,Kairat Almaty,Right-Back,14,"Jul 16, 1980 (21)",,"1,82m",both,-,2002
111,Aydar Kumisbekov,Kairat Almaty,Right-Back,-,"Feb 9, 1979 (22)",,"1,77m",right,-,2002
112,Dmitri Protorchin,Kairat Almaty,Right-Back,3,"Jul 2, 1978 (23)",,"1,78m",right,-,2002
113,Pavel Pishchulin,Kairat Almaty,Right-Back,4,"Nov 23, 1980 (21)",,"1,77m",right,-,2002
114,Andrey Streltsov,Kairat Almaty,Midfielder,6,"Aug 10, 1976 (25)",,-,,-,2002
115,Dmitriy Pavlov,Kairat Almaty,Midfielder,7,"Aug 29, 1982 (19)",,"1,75m",,-,2002
116,Kostyantyn Panin,Kairat Almaty,Midfielder,11,"Dec 8, 1975 (26)",,"1,78m",,-,2002
117,Pavel Maltsev,Kairat Almaty,Midfielder,14,"Sep 18, 1981 (20)",,"1,74m",,-,2002
118,Berik Omarbekov,Kairat Almaty,Midfielder,15,"Feb 11, 1980 (21)",,"1,74m",,-,2002
119,Azizbek Khoshimov,Kairat Almaty,Midfielder,23,"Dec 23, 1977 (24)",,"1,73m",,-,2002
120,Evgeniy Kim,Kairat Almaty,Midfielder,28,"Feb 4, 1980 (21)",,-,,-,2002
121,Yuriy Shukanov,Kairat Almaty,Central Midfield,23,"Mar 10, 1971 (30)",,N/Am,N/A,-,2002
122,Dmitriy Byakov,Kairat Almaty,Right Midfield,-,"Apr 9, 1978 (23)",,"1,76m",right,-,2002
123,Mark Svets,Kairat Almaty,Right Midfield,15,"Oct 10, 1976 (25)",,"1,79m",right,-,2002
124,Ashkat Kadyrkulov,Kairat Almaty,Left Midfield,16,"Nov 14, 1974 (27)",,"1,78m",,-,2002
125,Ali Aliev,Kairat Almaty,Left Midfield,22,"Oct 27, 1980 (21)",,"1,75m",left,-,2002
126,Ruslan Sakhalbaev,Kairat Almaty,Attacking Midfield,12,"Jun 27, 1984 (17)",,"1,68m",right,-,2002
127,Mukhtar Kurbonov,Kairat Almaty,Right Winger,11,"Jan 26, 1975 (26)",,"1,70m",,-,2002
128,Eduard Glazunov,Kairat Almaty,Striker,-,"Sep 19, 1970 (31)",,"1,70m",,-,2002
129,Avkhat Mingachev,Kairat Almaty,Striker,2,"Feb 11, 1975 (26)",,"1,76m",,-,2002
130,Ulugbek Asanbaev,Kairat Almaty,Centre-Forward,6,"Sep 13, 1979 (22)",,"1,83m",,-,2002
131,Arsen Tlekhugov,Kairat Almaty,Centre-Forward,9,"Nov 3, 1976 (25)",,"1,82m",both,-,2002
132,Alibek Buleshev,Kairat Almaty,Centre-Forward,10,"Apr 9, 1981 (20)",,"1,75m",right,-,2002
133,Oleg Tarasov,Kairat Almaty,Striker,26,"Jan 9, 1982 (19)",,"1,78m",,-,2002
134,Dauren Kusainov,Kairat Almaty,Centre-Forward,27,"Apr 10, 1984 (17)",,"1,82m",right,-,2002
135,Nikolay Rodionov,Elimay Semipalatinsk,Goalkeeper,1,"Aug 4, 1976 (25)",,"1,90m",right,-,2002
136,Ilya Bayteryakov,Elimay Semipalatinsk,Goalkeeper,25,"Aug 13, 1984 (17)",,"1,90m",right,-,2002
137,Sergey Boychenko,Elimay Semipalatinsk,Goalkeeper,29,"Sep 27, 1977 (24)",,"1,98m",right,-,2002
138,Yuriy Mityaev,Elimay Semipalatinsk,Defender,15,"Dec 25, 1976 (25)",,-,,-,2002
139,Denis Proskurin,Elimay Semipalatinsk,Defender,2,"Apr 3, 1979 (22)",,"1,75m",,-,2002
140,Dmytro Bogarada,Elimay Semipalatinsk,Defender,6,"Sep 25, 1975 (26)",,"1,85m",,-,2002
141,Aleksandr Zarutskiy,Elimay Semipalatinsk,Defender,8,"Jan 24, 1969 (32)",,"1,92m",,-,2002
142,Sergey Kvyatkovskiy,Elimay Semipalatinsk,Defender,13,"Jul 3, 1982 (19)",,"1,77m",,-,2002
143,Murat Iskakov,Elimay Semipalatinsk,Centre-Back,17,"Jun 28, 1972 (29)",,"1,91m",right,-,2002
144,Odil Irgashev,Elimay Semipalatinsk,Left-Back,14,"Feb 10, 1977 (24)",,"1,70m",left,-,2002
145,Sergey Surodeev,Elimay Semipalatinsk,Right-Back,12,"Dec 27, 1969 (32)",,"1,68m",right,-,2002
146,Dmitriy Peil,Elimay Semipalatinsk,Midfielder,9,"Jul 19, 1980 (21)",,"1,80m",right,-,2002
147,Yuriy Krotov,Elimay Semipalatinsk,Midfielder,3,"May 12, 1978 (23)",,"1,80m",,-,2002
148,Roman Vorogovskiy,Elimay Semipalatinsk,Midfielder,4,"Jan 3, 1973 (28)",,"1,70m",,-,2002
149,Evgeniy Sveshnikov,Elimay Semipalatinsk,Midfielder,5,"Oct 6, 1973 (28)",,N/Am,N/A,-,2002
150,Oleg Kirimov,Elimay Semipalatinsk,Midfielder,7,"Jul 28, 1968 (33)",,"1,73m",,-,2002
151,Marat Iskulov,Elimay Semipalatinsk,Midfielder,11,"Apr 11, 1982 (19)",,"1,78m",right,-,2002
152,Galym Karakenov,Elimay Semipalatinsk,Midfielder,18,"Aug 28, 1984 (17)",,"1,77m",,-,2002
153,Samat Smakov,Elimay Semipalatinsk,Defensive Midfield,20,"Dec 8, 1978 (23)",,"1,82m",both,-,2002
154,Andrey Bogomolov,Elimay Semipalatinsk,Attacking Midfield,19,"Apr 11, 1977 (24)",,"1,83m",right,-,2002
155,Oleg Litvinenko,Elimay Semipalatinsk,Second Striker,10,"Nov 22, 1973 (28)",,"1,71m",,-,2002
156,Aleksey Gerasimov,Elimay Semipalatinsk,Centre-Forward,7,"Jan 13, 1973 (28)",,"1,74m",right,-,2002
157,Evgeniy Karyagin,Elimay Semipalatinsk,Striker,18,"Jan 16, 1982 (19)",,"1,80m",,-,2002
158,Yuriy Kulikov,Elimay Semipalatinsk,Striker,22,"Dec 15, 1984 (17)",,"1,81m",,-,2002
159,Bayramniyaz Berdiyev,Yesil-Bogatyr Petropavlovsk,Goalkeeper,1,"Sep 13, 1974 (27)",,"1,85m",,-,2002
160,Denis Solovarenko,Yesil-Bogatyr Petropavlovsk,Goalkeeper,16,"Apr 4, 1979 (22)",,"1,82m",,-,2002
161,Vladimir Loginovskiy,Yesil-Bogatyr Petropavlovsk,Goalkeeper,22,"Oct 8, 1985 (16)",,"1,93m",right,-,2002
162,Oleg Chukhleba,Yesil-Bogatyr Petropavlovsk,Defender,6,"Nov 5, 1967 (34)",,"1,75m",,-,2002
163,Andrey Seliverstov,Yesil-Bogatyr Petropavlovsk,Defender,24,"Feb 2, 1980 (21)",,"1,76m",,-,2002
164,Evgeniy Loginovskiy,Yesil-Bogatyr Petropavlovsk,Defender,25,"Jan 18, 1981 (20)",,"1,85m",,-,2002
165,Igor Shvydko,Yesil-Bogatyr Petropavlovsk,Centre-Back,2,"Sep 11, 1971 (30)",,"1,85m",right,-,2002
166,Rustam Shaymardanov,Yesil-Bogatyr Petropavlovsk,Centre-Back,3,"Sep 4, 1976 (25)",,"1,80m",,-,2002
167,Kirill Keker,Yesil-Bogatyr Petropavlovsk,Centre-Back,5,"Jun 22, 1979 (22)",,"1,85m",right,-,2002
168,Aleksey Danaev,Yesil-Bogatyr Petropavlovsk,Left-Back,4,"Sep 1, 1979 (22)",,"1,83m",left,-,2002
169,Yuriy Chukhleba,Yesil-Bogatyr Petropavlovsk,Midfielder,7,"Sep 27, 1974 (27)",,"1,78m",right,-,2002
170,Pavel Maltsev,Yesil-Bogatyr Petropavlovsk,Midfielder,8,"Sep 18, 1981 (20)",,"1,74m",,-,2002
171,Kostyantyn Panin,Yesil-Bogatyr Petropavlovsk,Midfielder,10,"Dec 8, 1975 (26)",,"1,78m",,-,2002
172,Yuriy Bezuglyi,Yesil-Bogatyr Petropavlovsk,Midfielder,12,"Aug 6, 1973 (28)",,"1,74m",,-,2002
173,Ildar Khuzhinov,Yesil-Bogatyr Petropavlovsk,Midfielder,13,"May 28, 1970 (31)",,"1,79m",,-,2002
174,Farkhad Mirsalimbaev,Yesil-Bogatyr Petropavlovsk,Midfielder,14,"Oct 15, 1972 (29)",,"1,77m",,-,2002
175,Dmitriy Yurist,Yesil-Bogatyr Petropavlovsk,Midfielder,15,"Feb 16, 1972 (29)",,"1,74m",,-,2002
176,Roman Seliverstov,Yesil-Bogatyr Petropavlovsk,Midfielder,17,"Sep 27, 1981 (20)",,"1,79m",,-,2002
177,Aleksandr Chepukavichus,Yesil-Bogatyr Petropavlovsk,Midfielder,18,"Aug 31, 1978 (23)",,"1,78m",,-,2002
178,Nikolay Solomin,Yesil-Bogatyr Petropavlovsk,Midfielder,23,"Apr 6, 1985 (16)",,"1,79m",,-,2002
179,Oleg Koshelyuk,Yesil-Bogatyr Petropavlovsk,Central Midfield,8,"Sep 7, 1969 (32)",,"1,76m",,-,2002
180,Evgeniy Averchenko,Yesil-Bogatyr Petropavlovsk,Right Midfield,20,"Apr 6, 1982 (19)",,"1,72m",right,-,2002
181,Abdukakhkhor Marifaliev,Yesil-Bogatyr Petropavlovsk,Left Midfield,11,"May 10, 1971 (30)",,"1,70m",,-,2002
182,Viktor Zubarev,Yesil-Bogatyr Petropavlovsk,Centre-Forward,20,"Apr 10, 1973 (28)",,"1,98m",,-,2002
183,Vasili Prosekov,Yesil-Bogatyr Petropavlovsk,Centre-Forward,6,"Oct 31, 1983 (18)",,"1,77m",right,-,2002
184,Sergey Kondratskiy,Yesil-Bogatyr Petropavlovsk,Striker,9,"Mar 26, 1967 (34)",,"1,80m",,-,2002
185,Oleksiy Kosenko,Yesil-Bogatyr Petropavlovsk,Striker,10,"Mar 9, 1975 (26)",,"1,81m",,-,2002
186,Vyacheslav Koloda,Yesil-Bogatyr Petropavlovsk,Striker,19,"Oct 2, 1971 (30)",,"1,85m",,-,2002
187,Sergey Yurevich,Yesil-Bogatyr Petropavlovsk,Striker,21,"Sep 11, 1979 (22)",,"1,64m",,-,2002
188,Valeriy Berezovskiy,Yesil-Bogatyr Petropavlovsk,Striker,25,"Jul 23, 1975 (26)",,"1,85m",,-,2002
189,Naken Kyrykbaev,Kaysar Kyzylorda,Goalkeeper,25,"Sep 29, 1975 (26)",,"1,83m",right,-,2002
190,Akhmet Alaydarov,Kaysar Kyzylorda,Goalkeeper,1,"Aug 19, 1983 (18)",,"1,83m",right,-,2002
191,Aleksandr Korobko,Kaysar Kyzylorda,Goalkeeper,16,"Jan 16, 1970 (31)",,"1,87m",,-,2002
192,Denis Kobtsev,Kaysar Kyzylorda,Defender,2,"Dec 22, 1977 (24)",,"1,79m",,-,2002
193,Andriy Pylypenko,Kaysar Kyzylorda,Defender,2,"Apr 6, 1971 (30)",,"1,78m",,-,2002
194,Kalandar Akhmedov,Kaysar Kyzylorda,Defender,3,"Aug 12, 1968 (33)",,"1,78m",,-,2002
195,Sultan Abildaev,Kaysar Kyzylorda,Defender,4,"Mar 21, 1970 (31)",,"1,78m",,-,2002
196,Dmytro Buzhyn,Kaysar Kyzylorda,Defender,5,"Oct 9, 1979 (22)",,"1,78m",,-,2002
197,Kanat Sherimbetov,Kaysar Kyzylorda,Defender,6,"Oct 23, 1982 (19)",,"1,80m",,-,2002
198,Oleksandr Vovk,Kaysar Kyzylorda,Defender,7,"Nov 13, 1979 (22)",,"1,70m",,-,2002
199,Bektas Ertaev,Kaysar Kyzylorda,Defender,8,"Nov 29, 1981 (20)",,"1,72m",,-,2002
200,Marat Sarsenov,Kaysar Kyzylorda,Defender,9,"Apr 12, 1972 (29)",,"1,80m",,-,2002
201,Alikhan Kaliev,Kaysar Kyzylorda,Defender,12,"Apr 9, 1981 (20)",,"1,75m",,-,2002
202,Erlan Makhambediev,Kaysar Kyzylorda,Defender,13,"Mar 30, 1979 (22)",,"1,80m",right,-,2002
203,Sergey Tarabunov,Kaysar Kyzylorda,Defender,19,"Jul 26, 1982 (19)",,"1,75m",,-,2002
204,Valentyn Piddubnyi,Kaysar Kyzylorda,Defender,20,"Jul 5, 1974 (27)",,"1,80m",,-,2002
205,Almat Dusekeev,Kaysar Kyzylorda,Defender,20,"Jan 15, 1981 (20)",,"1,72m",,-,2002
206,Darkhan Bekishev,Kaysar Kyzylorda,Defender,21,"Jul 6, 1980 (21)",,"1,83m",,-,2002
207,Kairzhan Abuov,Kaysar Kyzylorda,Defender,23,"Jan 16, 1972 (29)",,"1,72m",,-,2002
208,Mikhail Trofimov,Kaysar Kyzylorda,Centre-Back,7,"Aug 5, 1974 (27)",,N/Am,N/A,-,2002
209,Kanat Aliev,Kaysar Kyzylorda,Right-Back,14,"Feb 9, 1985 (16)",,"1,76m",right,-,2002
210,Serik Sagyndykov,Kaysar Kyzylorda,Right-Back,18,"Jan 9, 1984 (17)",,"1,80m",right,-,2002
211,Kazbek Kushebin,Kaysar Kyzylorda,Midfielder,12,"Jul 28, 1972 (29)",,"1,74m",,-,2002
212,Azizbek Khoshimov,Kaysar Kyzylorda,Midfielder,5,"Dec 23, 1977 (24)",,"1,73m",,-,2002
213,Talgat Syzdykov,Kaysar Kyzylorda,Midfielder,10,"Feb 23, 1978 (23)",,"1,82m",,-,2002
214,Dmitriy Gaevoy,Kaysar Kyzylorda,Midfielder,17,"Jan 19, 1971 (30)",,"1,86m",,-,2002
215,Islam Zhunisbekov,Kaysar Kyzylorda,Midfielder,22,"Dec 26, 1981 (20)",,"1,70m",right,-,2002
216,Maksat Bayzhanov,Kaysar Kyzylorda,Central Midfield,15,"Aug 6, 1984 (17)",,"1,80m",right,-,2002
217,Nurbol Baymenov,Kaysar Kyzylorda,Striker,11,"Mar 7, 1980 (21)",,"1,72m",,-,2002
218,Marat Iskakov,Kaysar Kyzylorda,Striker,17,"Jul 30, 1980 (21)",,"1,84m",,-,2002
219,Medet Koszhanov,Kaysar Kyzylorda,Striker,24,"Mar 12, 1984 (17)",,"1,72m",,-,2002
220,Viktor Koziy,Kaysar Kyzylorda,Striker,27,"Feb 27, 1980 (21)",,"1,73m",,-,2002
221,Viktor Raskulov,Ekibastuzets Ekibastuz (-2008),Goalkeeper,1,"Sep 19, 1974 (27)",,"1,83m",,-,2002
222,Pavel Yurjev,Ekibastuzets Ekibastuz (-2008),Goalkeeper,16,"Apr 22, 1981 (20)",,"1,90m",,-,2002
223,Ubaydulla Mutaliev,Ekibastuzets Ekibastuz (-2008),Defender,22,"Jul 10, 1972 (29)",,-,,-,2002
