,Player,Club,Position,Number,Date of Birth,Height,Foot,Joined,Market Value,Season
42,Samat Smakov,Zhenis Astana,Defensive Midfield,-,"Dec 8, 1978 (22)",,"1,82m",both,-,2001
43,Andrey Travin,Zhenis Astana,Defensive Midfield,-,"Apr 27, 1979 (21)",,"1,76m",left,-,2001
44,Nazar Bayramov,Zhenis Astana,Defensive Midfield,-,"Sep 4, 1982 (18)",,"1,79m",right,-,2001
45,Aleksey Klishin,Zhenis Astana,Midfielder,-,"Jan 1, 1973 (27)",,N/Am,N/A,-,2001
46,Tamerlan Dzhioev,Zhenis Astana,Midfielder,-,"Aug 10, 1977 (23)",,"1,78m",,-,2001
47,Artur Martens,Zhenis Astana,Midfielder,-,"May 13, 1976 (24)",,"1,82m",,-,2001
48,Amiran Gigolaev,Zhenis Astana,Midfielder,-,"Sep 30, 1984 (16)",,"1,75m",,-,2001
49,Evgeniy Lovchev,Zhenis Astana,Right Midfield,-,"Aug 6, 1975 (25)",,"1,79m",right,-,2001
50,Ashkat Kadyrkulov,Zhenis Astana,Left Midfield,-,"Nov 14, 1974 (26)",,"1,78m",,-,2001
51,Andrey Bogomolov,Zhenis Astana,Attacking Midfield,-,"Apr 11, 1977 (23)",,"1,83m",right,-,2001
52,Oleg Litvinenko,Zhenis Astana,Second Striker,-,"Nov 22, 1973 (27)",,"1,71m",,-,2001
53,Martin Bielik,Zhenis Astana,Centre-Forward,-,"Apr 14, 1980 (20)",,"1,98m",right,-,2001
54,Nilton Mendes,Zhenis Astana,Centre-Forward,-,"Jan 7, 1976 (24)",,"1,80m",,-,2001
55,Arsen Tlekhugov,Zhenis Astana,Centre-Forward,-,"Nov 3, 1976 (24)",,"1,82m",both,-,2001
56,Konstantin Kanin,Zhenis Astana,Centre-Forward,-,"May 29, 1982 (18)",,"1,90m",,-,2001
57,Ayrat Karimov,Shakhter Karaganda,Goalkeeper,-,"May 4, 1971 (29)",,"1,91m",right,-,2001
58,Nikolay Kalyabin,Shakhter Karaganda,Goalkeeper,-,"Dec 7, 1969 (31)",,"1,89m",,-,2001
59,Vladimir Kovtun,Shakhter Karaganda,Goalkeeper,-,"Jul 7, 1982 (18)",,-,,-,2001
60,Andrey Volodin,Shakhter Karaganda,Defender,-,"Apr 25, 1982 (18)",,-,,-,2001
61,Aleksandr Moskalenko,Shakhter Karaganda,Defender,-,"Sep 18, 1976 (24)",,"1,83m",,-,2001
62,Vyacheslav Sudarev,Shakhter Karaganda,Defender,-,"Sep 19, 1978 (22)",,"1,73m",,-,2001
63,Oleg Gychay,Shakhter Karaganda,Defender,-,"Apr 5, 1973 (27)",,"1,78m",,-,2001
64,Artem Kuchin,Shakhter Karaganda,Defender,-,"Dec 15, 1977 (23)",,"1,75m",,-,2001
65,Aleksey Bobrov,Shakhter Karaganda,Defender,-,"Mar 30, 1975 (25)",,"1,84m",,-,2001
66,Omar Berdiew,Shakhter Karaganda,Centre-Back,-,"Jun 25, 1979 (21)",,"1,83m",,-,2001
67,Oleg Kornienko,Shakhter Karaganda,Centre-Back,-,"May 28, 1973 (27)",,"1,82m",right,-,2001
68,Oleg Lotov,Shakhter Karaganda,Centre-Back,-,"Nov 21, 1975 (25)",,"1,84m",right,-,2001
69,Aslan Datdeev,Shakhter Karaganda,Centre-Back,-,"Oct 17, 1973 (27)",,"1,75m",right,-,2001
70,Sergey Moskalenko,Shakhter Karaganda,Centre-Back,-,"Jun 19, 1980 (20)",,"1,85m",,-,2001
71,Maksim Samchenko,Shakhter Karaganda,Left-Back,-,"May 5, 1979 (21)",,"1,80m",left,-,2001
72,Sergey Egorov,Shakhter Karaganda,Midfielder,-,"Apr 13, 1973 (27)",,"1,90m",,-,2001
73,Begenchmukhammed Kuliev,Shakhter Karaganda,Midfielder,-,"Apr 4, 1977 (23)",,"1,74m",right,-,2001
74,Evgeniy Sveshnikov,Shakhter Karaganda,Midfielder,-,"Oct 6, 1973 (27)",,N/Am,N/A,-,2001
75,Pavel Evteev,Shakhter Karaganda,Defensive Midfield,-,"Jun 28, 1967 (33)",,"1,77m",,-,2001
76,Vladimir Kashtanov,Shakhter Karaganda,Central Midfield,-,"Feb 16, 1973 (27)",,"1,79m",,-,2001
77,Konstantin Kotov,Shakhter Karaganda,Central Midfield,-,"Oct 7, 1973 (27)",,"1,72m",,-,2001
78,Evgeniy Lunev,Shakhter Karaganda,Attacking Midfield,-,"Apr 26, 1976 (24)",,"1,86m",right,-,2001
79,Murat Tleshev,Shakhter Karaganda,Centre-Forward,-,"Apr 18, 1980 (20)",,"1,88m",right,-,2001
80,Andrey Finonchenko,Shakhter Karaganda,Centre-Forward,-,"Jun 21, 1982 (18)",,"1,77m",right,-,2001
81,Rafael Khamidullov,Shakhter Karaganda,Striker,-,"Mar 21, 1976 (24)",,"1,77m",,-,2001
82,Ruslan Imankulov,Shakhter Karaganda,Striker,-,"Feb 6, 1972 (28)",,-,,-,2001
83,Sergey Gorokhovodatskiy,Shakhter Karaganda,Striker,-,"Jun 14, 1977 (23)",,"1,79m",,-,2001
84,Sergey Boychenko,Elimay Semipalatinsk,Goalkeeper,-,"Sep 27, 1977 (23)",,"1,98m",right,-,2001
85,Ilya Bayteryakov,Elimay Semipalatinsk,Goalkeeper,-,"Aug 13, 1984 (16)",,"1,90m",right,-,2001
86,Artem Chiganov,Elimay Semipalatinsk,Goalkeeper,-,"Jul 14, 1981 (19)",,"1,69m",,-,2001
87,Yuriy Mityaev,Elimay Semipalatinsk,Defender,-,"Dec 25, 1976 (24)",,-,,-,2001
88,Denis Proskurin,Elimay Semipalatinsk,Defender,-,"Apr 3, 1979 (21)",,"1,75m",,-,2001
89,Dmytro Bogarada,Elimay Semipalatinsk,Defender,-,"Sep 25, 1975 (25)",,"1,85m",,-,2001
90,Igor Goryachev,Elimay Semipalatinsk,Defender,-,"Jul 7, 1975 (25)",,-,,-,2001
91,Sergey Kvyatkovskiy,Elimay Semipalatinsk,Defender,-,"Jul 3, 1982 (18)",,"1,77m",,-,2001
92,Maksim Shiryaev,Elimay Semipalatinsk,Defender,-,"Jan 11, 1984 (16)",,"1,78m",,-,2001
93,Aleksandr Zhiglin,Elimay Semipalatinsk,Defender,-,"Jan 21, 1983 (17)",,"1,74m",,-,2001
94,Odil Irgashev,Elimay Semipalatinsk,Left-Back,-,"Feb 10, 1977 (23)",,"1,70m",left,-,2001
95,Denis Bodrov,Elimay Semipalatinsk,Midfielder,-,"May 25, 1983 (17)",,"1,75m",,-,2001
96,Vitali Ushakov,Elimay Semipalatinsk,Midfielder,-,"Aug 12, 1974 (26)",,"1,78m",,-,2001
97,Yuriy Krotov,Elimay Semipalatinsk,Midfielder,-,"May 12, 1978 (22)",,"1,80m",,-,2001
98,Evgeniy Sveshnikov,Elimay Semipalatinsk,Midfielder,-,"Oct 6, 1973 (27)",,N/Am,N/A,-,2001
99,Dzhumadurdy Meredov,Elimay Semipalatinsk,Midfielder,-,"Oct 3, 1966 (34)",,"1,91m",,-,2001
100,Aleksandr Chepukavichus,Elimay Semipalatinsk,Midfielder,-,"Aug 31, 1978 (22)",,"1,78m",,-,2001
101,Galym Karakenov,Elimay Semipalatinsk,Midfielder,-,"Aug 28, 1984 (16)",,"1,77m",,-,2001
102,Marat Iskulov,Elimay Semipalatinsk,Midfielder,-,"Apr 11, 1982 (18)",,"1,78m",right,-,2001
103,Viktor Sinenko,Elimay Semipalatinsk,Midfielder,-,"May 10, 1982 (18)",,"1,81m",,-,2001
104,Andrey Bogomolov,Elimay Semipalatinsk,Attacking Midfield,-,"Apr 11, 1977 (23)",,"1,83m",right,-,2001
105,Oleg Litvinenko,Elimay Semipalatinsk,Second Striker,-,"Nov 22, 1973 (27)",,"1,71m",,-,2001
106,Konstantin Kanin,Elimay Semipalatinsk,Centre-Forward,-,"May 29, 1982 (18)",,"1,90m",,-,2001
107,Marat Iskakov,Elimay Semipalatinsk,Striker,-,"Jul 30, 1980 (20)",,"1,84m",,-,2001
108,Denis Eremin,Elimay Semipalatinsk,Striker,-,"Jun 4, 1985 (15)",,"1,80m",,-,2001
109,Evgeniy Karyagin,Elimay Semipalatinsk,Striker,-,"Jan 16, 1982 (18)",,"1,80m",,-,2001
110,Yuriy Kulikov,Elimay Semipalatinsk,Striker,-,"Dec 15, 1984 (16)",,"1,81m",,-,2001
111,Valdenilde Soares,Elimay Semipalatinsk,Striker,-,"Jun 12, 1978 (22)",,-,,-,2001
112,Evgeniy Naboychenko,Kairat Almaty,Goalkeeper,-,"May 17, 1970 (30)",,"1,81m",,-,2001
113,Ilya Yurov,Kairat Almaty,Goalkeeper,-,"Sep 10, 1981 (19)",,"1,88m",right,-,2001
114,Nikolay Rodionov,Kairat Almaty,Goalkeeper,-,"Aug 4, 1976 (24)",,"1,90m",right,-,2001
115,Evgeniy Kravchuk,Kairat Almaty,Defender,-,"Jun 24, 1981 (19)",,"1,78m",,-,2001
116,Aset Mukhametkarimov,Kairat Almaty,Defender,-,"Feb 12, 1977 (23)",,-,,-,2001
117,Kirill Martyanov,Kairat Almaty,Defender,-,"Feb 23, 1982 (18)",,-,,-,2001
118,Daniyar Mikhramov,Kairat Almaty,Defender,-,"Feb 9, 1984 (16)",,-,,-,2001
119,Timur Dyusebaev,Kairat Almaty,Defender,-,"May 5, 1981 (19)",,-,,-,2001
120,Andrey Isaev,Kairat Almaty,Defender,-,"May 3, 1980 (20)",,-,,-,2001
121,Dilmurat Shayakhmetov,Kairat Almaty,Defender,-,"Jul 16, 1980 (20)",,-,,-,2001
122,Srdjan Vasiljevic,Kairat Almaty,Defender,-,"Apr 1, 1973 (27)",,"1,90m",,-,2001
123,Alibi Gubashev,Kairat Almaty,Defender,-,"Sep 12, 1984 (16)",,"1,78m",,-,2001
124,Nenad Pavlovic,Kairat Almaty,Defender,-,"Dec 14, 1975 (25)",,-,,-,2001
125,Artur Sagimbaev,Kairat Almaty,Defender,-,"Aug 27, 1979 (21)",,-,,-,2001
126,Ilija Sejat,Kairat Almaty,Defender,-,"Aug 2, 1978 (22)",,-,,-,2001
127,Sergey Kutsov,Kairat Almaty,Centre-Back,-,"Apr 23, 1977 (23)",,"1,91m",right,-,2001
128,Vladimir Yakovlev,Kairat Almaty,Centre-Back,-,"Aug 2, 1984 (16)",,"1,82m",right,-,2001
129,Konstantin Gorovenko,Kairat Almaty,Centre-Back,-,"Jan 10, 1977 (23)",,"1,89m",right,-,2001
130,Aydar Kumisbekov,Kairat Almaty,Right-Back,-,"Feb 9, 1979 (21)",,"1,77m",right,-,2001
131,Pavel Maltsev,Kairat Almaty,Midfielder,-,"Sep 18, 1981 (19)",,"1,74m",,-,2001
132,Dmitriy Pavlov,Kairat Almaty,Midfielder,-,"Aug 29, 1982 (18)",,"1,75m",,-,2001
133,Grigoriy Babayan,Kairat Almaty,Midfielder,-,"Apr 2, 1980 (20)",,"1,80m",,-,2001
134,Valeriy Yurchenko,Kairat Almaty,Midfielder,-,"Dec 13, 1972 (28)",,-,,-,2001
135,Dmitriy Byakov,Kairat Almaty,Right Midfield,-,"Apr 9, 1978 (22)",,"1,76m",right,-,2001
136,Ali Aliev,Kairat Almaty,Left Midfield,-,"Oct 27, 1980 (20)",,"1,75m",left,-,2001
137,Ruslan Sakhalbaev,Kairat Almaty,Attacking Midfield,-,"Jun 27, 1984 (16)",,"1,68m",right,-,2001
138,Alibek Buleshev,Kairat Almaty,Centre-Forward,-,"Apr 9, 1981 (19)",,"1,75m",right,-,2001
139,Redzhepmurad Agabaev,Kairat Almaty,Centre-Forward,-,"Aug 1, 1973 (27)",,"1,86m",,-,2001
140,Erlan Urazaev,Kairat Almaty,Striker,-,"Apr 4, 1979 (21)",,"1,78m",,-,2001
141,Alikhan Akkazynov,Kairat Almaty,Striker,-,"Oct 23, 1979 (21)",,-,,-,2001
142,Eduard Glazunov,Kairat Almaty,Striker,-,"Sep 19, 1970 (30)",,"1,70m",,-,2001
143,Vasiliy Koshmanov,Kairat Almaty,Striker,-,"Jun 18, 1979 (21)",,"1,85m",,-,2001
144,Aleksandr Korobko,Kaysar Kyzylorda,Goalkeeper,-,"Jan 16, 1970 (30)",,"1,87m",,-,2001
145,Aleksandr Ektorov,Kaysar Kyzylorda,Goalkeeper,-,"Jul 10, 1973 (27)",,"1,78m",,-,2001
146,Torebek Zhaksylyk,Kaysar Kyzylorda,Goalkeeper,-,"Jul 31, 1983 (17)",,"1,80m",,-,2001
147,Akhan Satylganov,Kaysar Kyzylorda,Defender,-,"Jul 9, 1981 (19)",,"1,82m",,-,2001
148,Dzintars Sprogis,Kaysar Kyzylorda,Defender,-,"May 13, 1971 (29)",,"1,90m",,-,2001
149,Erlan Makhambediev,Kaysar Kyzylorda,Defender,-,"Mar 30, 1979 (21)",,"1,80m",right,-,2001
150,Kalandar Akhmedov,Kaysar Kyzylorda,Defender,-,"Aug 12, 1968 (32)",,"1,78m",,-,2001
151,Sultan Abildaev,Kaysar Kyzylorda,Defender,-,"Mar 21, 1970 (30)",,"1,78m",,-,2001
152,Darkhan Bekishev,Kaysar Kyzylorda,Defender,-,"Jul 6, 1980 (20)",,"1,83m",,-,2001
153,Marat Sarsenov,Kaysar Kyzylorda,Defender,-,"Apr 12, 1972 (28)",,"1,80m",,-,2001
154,Kairzhan Abuov,Kaysar Kyzylorda,Defender,-,"Jan 16, 1972 (28)",,"1,72m",,-,2001
155,Almat Dusekeev,Kaysar Kyzylorda,Defender,-,"Jan 15, 1981 (19)",,"1,72m",,-,2001
156,Bektas Ertaev,Kaysar Kyzylorda,Defender,-,"Nov 29, 1981 (19)",,"1,72m",,-,2001
157,Alikhan Kaliev,Kaysar Kyzylorda,Defender,-,"Apr 9, 1981 (19)",,"1,75m",,-,2001
158,Kanat Sherimbetov,Kaysar Kyzylorda,Defender,-,"Oct 23, 1982 (18)",,"1,80m",,-,2001
159,Erlan Dzhaugashev,Kaysar Kyzylorda,Defender,-,"Nov 24, 1977 (23)",,"1,90m",,-,2001
160,Ruslan Saginaev,Kaysar Kyzylorda,Defender,-,"Aug 29, 1977 (23)",,"1,68m",,-,2001
161,Igor Svetachev,Kaysar Kyzylorda,Defender,-,"Aug 19, 1981 (19)",,"1,73m",,-,2001
162,Ruslan Tanirbergenov,Kaysar Kyzylorda,Defender,-,"Feb 12, 1984 (16)",,"1,74m",,-,2001
163,Kanatbek Musataev,Kaysar Kyzylorda,Centre-Back,-,"Jun 6, 1970 (30)",,"1,86m",,-,2001
164,Kanat Aliev,Kaysar Kyzylorda,Right-Back,-,"Feb 9, 1985 (15)",,"1,76m",right,-,2001
165,Talgat Syzdykov,Kaysar Kyzylorda,Midfielder,-,"Feb 23, 1978 (22)",,"1,82m",,-,2001
166,Islam Zhunisbekov,Kaysar Kyzylorda,Midfielder,-,"Dec 26, 1981 (19)",,"1,70m",right,-,2001
167,Ruslan Silin,Kaysar Kyzylorda,Midfielder,-,"Mar 3, 1981 (19)",,"1,75m",,-,2001
168,Maksat Bayzhanov,Kaysar Kyzylorda,Central Midfield,-,"Aug 6, 1984 (16)",,"1,80m",right,-,2001
169,Dilmurad Nazarov,Kaysar Kyzylorda,Left Winger,-,"Apr 12, 1976 (24)",,"1,75m",,-,2001
170,Serik Koshkarov,Kaysar Kyzylorda,Centre-Forward,-,"Jun 2, 1973 (27)",,"1,86m",,-,2001
171,Aleksandr Petukhov,FK Atyrau,Goalkeeper,-,"Jan 11, 1985 (15)",,"1,87m",right,-,2001
172,Oleg Voskoboynikov,FK Atyrau,Goalkeeper,-,"Jul 4, 1971 (29)",,-,,-,2001
173,Viktor Raskulov,FK Atyrau,Goalkeeper,-,"Sep 19, 1974 (26)",,"1,83m",,-,2001
174,Yuri Bordolimow,FK Atyrau,Defender,-,"Jan 24, 1970 (30)",,"1,70m",,-,2001
175,Petro Anisim,FK Atyrau,Defender,-,"Jan 31, 1977 (23)",,"1,93m",,-,2001
176,Sultan Abildaev,FK Atyrau,Defender,-,"Mar 21, 1970 (30)",,"1,78m",,-,2001
177,Sakenzhan Shomaev,FK Atyrau,Defender,-,"Dec 4, 1983 (17)",,"1,73m",,-,2001
178,Igor Goryachev,FK Atyrau,Defender,-,"Jul 7, 1975 (25)",,-,,-,2001
179,Anatoliy Artemjev,FK Atyrau,Defender,-,"Nov 2, 1983 (17)",,-,,-,2001
180,Bekbolat Seytaliev,FK Atyrau,Defender,-,"Apr 10, 1980 (20)",,-,,-,2001
181,Aleksandr Zhiglin,FK Atyrau,Defender,-,"Jan 21, 1983 (17)",,"1,74m",,-,2001
182,Erlan Dzhaugashev,FK Atyrau,Defender,-,"Nov 24, 1977 (23)",,"1,90m",,-,2001
183,Vadym Taloverov,FK Atyrau,Centre-Back,-,"Dec 2, 1971 (29)",,"1,87m",,-,2001
184,Vyacheslav Sobolev,FK Atyrau,Right-Back,-,"Oct 13, 1984 (16)",,"1,69m",both,-,2001
185,Dias Kamelov,FK Atyrau,Defensive Midfield,-,"May 29, 1981 (19)",,"1,74m",right,-,2001
186,Vitali Ushakov,FK Atyrau,Midfielder,-,"Aug 12, 1974 (26)",,"1,78m",,-,2001
187,Sergey Pasko,FK Atyrau,Midfielder,-,"Sep 10, 1966 (34)",,N/Am,N/A,-,2001
188,Vitaliy Kitsak,FK Atyrau,Midfielder,-,"Oct 16, 1975 (25)",,"1,75m",,-,2001
189,Rakhman Asukhanov,FK Atyrau,Midfielder,-,"May 1, 1973 (27)",,"1,68m",,-,2001
190,Oleg Kirimov,FK Atyrau,Midfielder,-,"Jul 28, 1968 (32)",,"1,73m",,-,2001
191,Denis Rodionov,FK Atyrau,Central Midfield,-,"Jul 26, 1985 (15)",,"1,78m",both,-,2001
192,Kuanysh Karakulov,FK Atyrau,Right Midfield,-,"Jun 20, 1977 (23)",,"1,73m",right,-,2001
193,Zhiger Kukeev,FK Atyrau,Right Midfield,-,"Aug 9, 1984 (16)",,"1,75m",right,-,2001
194,Igor Yurin,FK Atyrau,Attacking Midfield,-,"Jul 3, 1982 (18)",,"1,71m",right,-,2001
195,Guram Makaev,FK Atyrau,Centre-Forward,-,"Feb 18, 1970 (30)",,"1,79m",right,-,2001
196,Redzhepmurad Agabaev,FK Atyrau,Centre-Forward,-,"Aug 1, 1973 (27)",,"1,86m",,-,2001
197,Dmitriy Galich,FK Atyrau,Centre-Forward,-,"Nov 26, 1977 (23)",,"1,83m",,-,2001
198,Vladimir Gurtuev,FK Atyrau,Striker,-,"Jul 2, 1971 (29)",,"1,82m",,-,2001
199,Ivan Korponay,FK Atyrau,Centre-Forward,-,"Feb 13, 1969 (31)",,"1,86m",,-,2001
200,Serik Koshkarov,FK Atyrau,Centre-Forward,-,"Jun 2, 1973 (27)",,"1,86m",,-,2001
201,Andrey Nenashev,Tobol Kostanay,Goalkeeper,-,"Dec 12, 1973 (27)",,"1,81m",right,-,2001
202,Timur Urazov,Tobol Kostanay,Goalkeeper,-,"Sep 13, 1964 (36)",,"1,92m",,-,2001
203,Sergey Maslenov,Tobol Kostanay,Defender,-,"Apr 25, 1974 (26)",,-,,-,2001
204,Abay Amanbaev,Tobol Kostanay,Defender,-,"Dec 15, 1981 (19)",,-,,-,2001
205,Konstantin Galchenko,Tobol Kostanay,Defender,-,"Jun 23, 1974 (26)",,"1,78m",,-,2001
206,Sergey Kucheruk,Tobol Kostanay,Defender,-,"Oct 2, 1982 (18)",,"1,78m",,-,2001
207,Daniyar Mukanov,Tobol Kostanay,Right-Back,-,"Sep 26, 1976 (24)",,"1,79m",right,-,2001
208,Petr Badlo,Tobol Kostanay,Right-Back,-,"May 24, 1976 (24)",,"1,78m",right,-,2001
209,Andrey Shkurin,Tobol Kostanay,Right-Back,-,"Mar 3, 1972 (28)",,"1,73m",both,-,2001
210,Kazbek Kushebin,Tobol Kostanay,Midfielder,-,"Jul 28, 1972 (28)",,"1,74m",,-,2001
211,Igoris Kirilovas,Tobol Kostanay,Midfielder,-,"Apr 14, 1971 (29)",,N/Am,N/A,-,2001
212,Dmytro Bidulka,Tobol Kostanay,Midfielder,-,"Feb 7, 1967 (33)",,"1,75m",,-,2001
213,Anton Nazarikov,Tobol Kostanay,Midfielder,-,"Jul 2, 1980 (20)",,"1,76m",,-,2001
214,Vladimir Kashtanov,Tobol Kostanay,Central Midfield,-,"Feb 16, 1973 (27)",,"1,79m",,-,2001
215,Askhat Borantaev,Tobol Kostanay,Left Midfield,-,"Aug 22, 1978 (22)",,"1,70m",left,-,2001
216,Nurbol Zhumaskaliev,Tobol Kostanay,Attacking Midfield,-,"May 11, 1981 (19)",,"1,76m",left,-,2001
217,Valeriy Garkusha,Tobol Kostanay,Right Winger,-,"Mar 14, 1977 (23)",,-,,-,2001
218,Nurken Mazbaev,Tobol Kostanay,Right Winger,-,"Jun 4, 1972 (28)",,-,,-,2001
219,Aleksey Gerasimov,Tobol Kostanay,Centre-Forward,-,"Jan 13, 1973 (27)",,"1,74m",right,-,2001
220,Azamat Niyazymbetov,Tobol Kostanay,Striker,-,"Mar 25, 1974 (26)",,"1,72m",right,-,2001
221,Vitaliy Starnovskiy,Tobol Kostanay,Striker,-,"May 7, 1983 (17)",,"1,80m",,-,2001
222,Oleg Feoktistov,Tobol Kostanay,Striker,-,"Jan 5, 1980 (20)",,"1,78m",,-,2001
223,Viktor Guzj,Aktobe-Lento Aktobe,Goalkeeper,-,"Jan 16, 1971 (29)",,"1,85m",,-,2001
224,Denis Solovarenko,Aktobe-Lento Aktobe,Goalkeeper,-,"Apr 4, 1979 (21)",,"1,82m",,-,2001
225,Aleksandr Ganzhenko,Aktobe-Lento Aktobe,Goalkeeper,-,"Mar 21, 1976 (24)",,"1,87m",,-,2001
226,Almas Kulshinbaev,Aktobe-Lento Aktobe,Defender,-,"Oct 20, 1975 (25)",,"1,82m",,-,2001
227,Sergey Konovalenko,Aktobe-Lento Aktobe,Defender,-,"Sep 2, 1974 (26)",,"1,74m",,-,2001
228,Erlan Eleusinov,Aktobe-Lento Aktobe,Defender,-,"Jul 2, 1972 (28)",,"1,81m",,-,2001
229,Andrey Tetushkin,Aktobe-Lento Aktobe,Defender,-,"Aug 19, 1971 (29)",,"1,82m",right,-,2001
230,Erlan Shoytymov,Aktobe-Lento Aktobe,Defender,-,"Apr 6, 1980 (20)",,"1,80m",,-,2001
231,Erlan Tanzharikov,Aktobe-Lento Aktobe,Defender,-,"Aug 29, 1970 (30)",,"1,73m",,-,2001
232,Viktor Kovalev,Aktobe-Lento Aktobe,Centre-Back,-,"Aug 25, 1980 (20)",,"1,90m",right,-,2001
233,Vyacheslav Bogatyrev,Aktobe-Lento Aktobe,Centre-Back,-,"Oct 12, 1977 (23)",,"1,88m",right,-,2001
