,Player,Club,Position,Number,Date of Birth,Height,Foot,Joined,Market Value,Season
65,Vladislav Vasiljev,Ordabasy Shymkent,Attacking Midfield,47,"Apr 10, 1997 (24)",,"1,76m",left,€500k,2022
66,Shakhboz Umarov,Ordabasy Shymkent,Left Winger,7,"Mar 9, 1999 (22)",,"1,82m",right,€500k,2022
67,Elkhan Astanov,Ordabasy Shymkent,Left Winger,10,"May 21, 2000 (21)",,"1,86m",right,€350k,2022
68,Akmal Bakhtiyarov,Ordabasy Shymkent,Left Winger,17,"Jun 2, 1998 (23)",,"1,69m",right,€200k,2022
69,Batyrkhan Tazhibay,Ordabasy Shymkent,Left Winger,20,"Aug 7, 2001 (20)",,"1,74m",right,€75k,2022
70,Erkebulan Tungyshbaev,Ordabasy Shymkent,Right Winger,21,"Jan 14, 1995 (26)",,"1,82m",right,€600k,2022
71,Maksim Fedin,Ordabasy Shymkent,Right Winger,11,"Jun 8, 1996 (25)",,"1,75m",right,€500k,2022
72,Jorginho,Ordabasy Shymkent,Right Winger,88,"Sep 21, 1995 (26)",,"1,71m",right,€450k,2022
73,Zikrillo Sultaniyazov,Ordabasy Shymkent,Right Winger,-,"Oct 15, 2003 (18)",,"1,82m",right,€75k,2022
74,Artem Besedin,Ordabasy Shymkent,Centre-Forward,41,"Mar 31, 1996 (25)",,"1,85m",right,€2.00m,2022
75,Bobur Abdikholikov,Ordabasy Shymkent,Centre-Forward,45,"Apr 23, 1997 (24)",,"1,75m",right,€600k,2022
76,Vsevolod Sadovskiy,Ordabasy Shymkent,Centre-Forward,29,"Oct 4, 1996 (25)",,"1,95m",right,€300k,2022
77,Aybar Zhaksylykov,Ordabasy Shymkent,Centre-Forward,99,"Jul 24, 1997 (24)",,"1,84m",right,€300k,2022
78,Stas Pokatilov,FK Aktobe,Goalkeeper,1,"Dec 8, 1992 (29)",,"1,90m",right,€1.10m,2022
79,Miroslav Lobantsev,FK Aktobe,Goalkeeper,41,"May 27, 1995 (26)",,"1,89m",right,€600k,2022
80,Alisher Mambetzhanov,FK Aktobe,Goalkeeper,55,"Jan 4, 2002 (19)",,"1,85m",right,-,2022
81,Alibek Kasym,FK Aktobe,Centre-Back,6,"May 27, 1998 (23)",,"1,93m",right,€500k,2022
82,Dmitriy Yashin,FK Aktobe,Centre-Back,88,"Apr 25, 1993 (28)",,"1,90m",right,€400k,2022
83,Timur Rudoselskiy,FK Aktobe,Centre-Back,2,"Dec 21, 1994 (27)",,"1,93m",right,€250k,2022
84,Luka Gadrani,FK Aktobe,Centre-Back,4,"Apr 12, 1997 (24)",,"1,85m",both,€200k,2022
85,Dmitriy Shomko,FK Aktobe,Left-Back,77,"Mar 19, 1990 (31)",,"1,85m",left,€600k,2022
86,Daniil Penchikov,FK Aktobe,Right-Back,23,"Mar 21, 1998 (23)",,"1,84m",right,€350k,2022
87,Eskendir Kybyray,FK Aktobe,Right-Back,14,"Aug 14, 1997 (24)",,"1,83m",right,€300k,2022
88,Adilkhan Tanzharikov,FK Aktobe,Right-Back,31,"Nov 25, 1996 (25)",,"1,75m",both,€200k,2022
89,Leonel Strumia,FK Aktobe,Defensive Midfield,5,"Sep 29, 1992 (29)",,"1,68m",right,€350k,2022
90,Ihab Ganayem,FK Aktobe,Defensive Midfield,66,"Jun 11, 1996 (25)",,"1,87m",right,€300k,2022
91,Arturas Zulpa,FK Aktobe,Defensive Midfield,44,"Jun 10, 1990 (31)",,"1,88m",right,€250k,2022
92,Milos Raickovic,FK Aktobe,Central Midfield,19,"Dec 2, 1993 (28)",,"1,87m",right,€200k,2022
93,Nurdaulet Izbasarov,FK Aktobe,Central Midfield,76,"Mar 17, 2002 (19)",,"1,75m",right,-,2022
94,Dmitriy Bessmertnyi,FK Aktobe,Right Midfield,3,"Jan 3, 1997 (24)",,"1,75m",right,€350k,2022
95,Anderson Niangbo,FK Aktobe,Attacking Midfield,15,"Oct 6, 1999 (22)",,"1,72m",right,€1.20m,2022
96,Bauyrzhan Baytana,FK Aktobe,Attacking Midfield,7,"May 6, 1992 (29)",,"1,74m",both,€400k,2022
97,Arman Kenesov,FK Aktobe,Attacking Midfield,80,"Sep 4, 2000 (21)",,"1,72m",left,€350k,2022
98,Hugo Vidémont,FK Aktobe,Left Winger,11,"Feb 19, 1993 (28)",,"1,74m",right,€600k,2022
99,Maksim Samorodov,FK Aktobe,Left Winger,10,"Jun 29, 2002 (19)",,"1,78m",right,€300k,2022
100,China,FK Aktobe,Right Winger,20,"Aug 2, 1996 (25)",,"1,79m",right,€300k,2022
101,Islam Amangali,FK Aktobe,Right Winger,57,"Jul 9, 2003 (18)",,"1,73m",both,-,2022
102,Idris Umaev,FK Aktobe,Centre-Forward,17,"Jan 15, 1999 (22)",,"1,74m",right,€450k,2022
103,Andrija Filipovic,FK Aktobe,Centre-Forward,21,"Apr 18, 1997 (24)",,"1,81m",right,€325k,2022
104,Élder Santana,FK Aktobe,Centre-Forward,93,"Apr 7, 1993 (28)",,"1,86m",right,€200k,2022
105,Roman Izotov,FK Aktobe,Centre-Forward,99,"Jun 22, 1996 (25)",,"1,86m",right,€200k,2022
106,Abylaykhan Zhumabek,FK Aktobe,Centre-Forward,9,"Oct 19, 2001 (20)",,"1,87m",right,€150k,2022
107,Aleksandr Gutor,FK Aksu,Goalkeeper,89,"Apr 18, 1989 (32)",,"1,90m",right,€600k,2022
108,Igor Trofimets,FK Aksu,Goalkeeper,1,"Aug 20, 1996 (25)",,"1,94m",right,€125k,2022
109,Mikhail Golubnichiy,FK Aksu,Goalkeeper,31,"Jan 31, 1995 (26)",,"1,88m",right,€125k,2022
110,Arsen Siukaev,FK Aksu,Goalkeeper,-,"Mar 7, 1996 (25)",,"1,93m",right,€75k,2022
111,Timur Noskov,FK Aksu,Goalkeeper,85,"Apr 1, 2004 (17)",,"1,82m",,-,2022
112,Faith Obilor,FK Aksu,Centre-Back,5,"Mar 5, 1991 (30)",,"1,89m",right,€350k,2022
113,Eldos Akhmetov,FK Aksu,Centre-Back,2,"Jun 1, 1990 (31)",,"1,87m",right,€250k,2022
114,Marko Nikolic,FK Aksu,Centre-Back,3,"Mar 31, 1998 (23)",,"1,90m",right,€150k,2022
115,Artem Popov,FK Aksu,Centre-Back,19,"Jan 17, 1998 (23)",,"1,88m",right,€150k,2022
116,Ular Zhaksybaev,FK Aksu,Centre-Back,8,"Oct 20, 1994 (27)",,"1,80m",right,€100k,2022
117,Daniil Nyrkov,FK Aksu,Centre-Back,4,"Jul 30, 2002 (19)",,"1,85m",right,-,2022
118,Bakhtiyar Toleuov,FK Aksu,Centre-Back,43,"Jun 8, 2005 (16)",,"1,91m",right,-,2022
119,Bryan,FK Aksu,Left-Back,15,"Mar 28, 1992 (29)",,"1,77m",left,€500k,2022
120,Alex Júnior,FK Aksu,Left-Back,6,"Dec 5, 1993 (28)",,"1,83m",left,€300k,2022
121,Kayrat Zhyrgalbek uulu,FK Aksu,Right-Back,40,"Jun 13, 1993 (28)",,"1,77m",right,€275k,2022
122,Islam Zhilov,FK Aksu,Right-Back,-,"Nov 29, 1997 (24)",,"1,74m",right,€200k,2022
123,Ruslan Esimov,FK Aksu,Right-Back,25,"Apr 28, 1990 (31)",,"1,82m",right,€150k,2022
124,Aykhan Erzhanov,FK Aksu,Right-Back,23,"Jun 15, 2002 (19)",,"1,77m",right,€10k,2022
125,David Mawutor,FK Aksu,Defensive Midfield,95,"Apr 12, 1992 (29)",,"1,81m",right,€400k,2022
126,Nikola Eskić,FK Aksu,Defensive Midfield,18,"Dec 19, 1997 (24)",,"1,82m",right,€250k,2022
127,Gilson Costa,FK Aksu,Defensive Midfield,14,"Sep 24, 1996 (25)",,"1,85m",right,€100k,2022
128,Isa Asukhanov,FK Aksu,Midfielder,58,"Jul 1, 2003 (18)",,"1,72m",,-,2022
129,Chidi Osuchukwu,FK Aksu,Central Midfield,93,"Oct 11, 1993 (28)",,"1,76m",left,€350k,2022
130,Ramazan Orazov,FK Aksu,Central Midfield,20,"Jan 30, 1998 (23)",,"1,76m",right,€300k,2022
131,Sultan Sagnaev,FK Aksu,Central Midfield,-,"Jan 14, 2000 (21)",,"1,72m",right,€250k,2022
132,Zhaslan Kairkenov,FK Aksu,Central Midfield,87,"Mar 27, 2000 (21)",,"1,75m",right,€250k,2022
133,Evgeniy Zemko,FK Aksu,Central Midfield,-,"Feb 16, 1996 (25)",,"1,87m",right,€150k,2022
134,Anatoliy Krasotin,FK Aksu,Central Midfield,16,"Feb 21, 2000 (21)",,"1,73m",both,€100k,2022
135,Ilyas Abil,FK Aksu,Attacking Midfield,22,"Jan 22, 2006 (15)",,"1,73m",right,-,2022
136,Mailson Lima,FK Aksu,Left Winger,-,"May 29, 1994 (27)",,"1,78m",right,€450k,2022
137,Alisher Suley,FK Aksu,Left Winger,70,"Nov 1, 1995 (26)",,"1,78m",right,€200k,2022
138,Aslanbek Kakimov,FK Aksu,Left Winger,77,"Oct 2, 1993 (28)",,"1,77m",right,€200k,2022
139,Evgeniy Kobzar,FK Aksu,Left Winger,92,"Aug 9, 1992 (29)",,"1,72m",both,€150k,2022
140,Toni Silva,FK Aksu,Right Winger,7,"Sep 15, 1993 (28)",,"1,79m",left,€500k,2022
141,Dinmukhamed Karaman,FK Aksu,Right Winger,10,"Jun 26, 2000 (21)",,"1,78m",right,€200k,2022
142,Damir Marat,FK Aksu,Right Winger,11,"Nov 5, 2000 (21)",,"1,75m",right,€150k,2022
143,Dias Iskakov,FK Aksu,Right Winger,13,"Apr 9, 2002 (19)",,"1,69m",right,-,2022
144,Tamerlan Agimanov,FK Aksu,Right Winger,30,"Aug 16, 2006 (15)",,"1,77m",right,-,2022
145,Andrey Solovey,FK Aksu,Centre-Forward,33,"Dec 13, 1994 (27)",,"1,78m",right,€1.00m,2022
146,Artur Murza,FK Aksu,Centre-Forward,-,"Jul 13, 2000 (21)",,"1,81m",right,€250k,2022
147,Miras Turlybek,FK Aksu,Centre-Forward,17,"Jul 17, 2001 (20)",,"1,90m",right,€250k,2022
148,Timur Bayzhanov,FK Aksu,Centre-Forward,97,"Mar 30, 1990 (31)",,"1,85m",right,-,2022
149,Luizinho Guedes,FK Aksu,Centre-Forward,9,"May 22, 1999 (22)",,"1,80m",right,-,2022
150,Andrey Pasechenko,Zhetysu Taldykorgan,Goalkeeper,20,"Aug 9, 1987 (34)",,"1,80m",right,€125k,2022
151,Sergey Revyakin,Zhetysu Taldykorgan,Goalkeeper,71,"Apr 2, 1995 (26)",,"1,89m",right,€125k,2022
152,Ramil Nurmukhametov,Zhetysu Taldykorgan,Goalkeeper,35,"Dec 21, 1987 (34)",,"1,82m",right,€100k,2022
153,Andrey Shabanov,Zhetysu Taldykorgan,Goalkeeper,86,"Nov 17, 1986 (35)",,"1,84m",right,€75k,2022
154,Dastan Danabekov,Zhetysu Taldykorgan,Goalkeeper,1,"Apr 23, 2004 (17)",,"1,83m",,-,2022
155,Lionel Adams,Zhetysu Taldykorgan,Centre-Back,3,"Aug 9, 1994 (27)",,"1,92m",left,€250k,2022
156,Ilias Hassani,Zhetysu Taldykorgan,Centre-Back,26,"Nov 8, 1995 (26)",,"1,86m",right,€250k,2022
157,Didier Kadio,Zhetysu Taldykorgan,Centre-Back,21,"Apr 5, 1990 (31)",,"1,78m",right,€225k,2022
158,Rauan Orynbasar,Zhetysu Taldykorgan,Centre-Back,5,"Mar 1, 1998 (23)",,"1,84m",right,€150k,2022
159,Rafkat Aslan,Zhetysu Taldykorgan,Centre-Back,2,"Feb 2, 1994 (27)",,"1,86m",right,€100k,2022
160,Danilo Aleksic,Zhetysu Taldykorgan,Centre-Back,-,"Nov 25, 1992 (29)",,"1,85m",right,€25k,2022
161,Ilyar Ganiev,Zhetysu Taldykorgan,Centre-Back,41,"Feb 23, 2006 (15)",,"1,85m",,-,2022
162,Askhat Baltabekov,Zhetysu Taldykorgan,Left-Back,23,"Nov 6, 1993 (28)",,"1,75m",left,€200k,2022
163,Erbolat Rustemov,Zhetysu Taldykorgan,Left-Back,6,"Oct 6, 1994 (27)",,"1,79m",left,€100k,2022
164,Magzhan Datka,Zhetysu Taldykorgan,Left-Back,39,"Feb 23, 2006 (15)",,"1,67m",,-,2022
165,Maksat Amirkhanov,Zhetysu Taldykorgan,Right-Back,30,"Feb 10, 1992 (29)",,"1,72m",right,€350k,2022
166,Ilyas Amirseitov,Zhetysu Taldykorgan,Right-Back,13,"Oct 22, 1989 (32)",,"1,79m",right,€250k,2022
167,Pavel Nazarenko,Zhetysu Taldykorgan,Right-Back,19,"Jan 20, 1995 (26)",,"1,74m",right,€250k,2022
168,Sultan Abishev,Zhetysu Taldykorgan,Right-Back,42,"Nov 30, 2003 (18)",,-,,-,2022
169,Mate Tsintsadze,Zhetysu Taldykorgan,Defensive Midfield,27,"Jan 7, 1995 (26)",,"1,79m",both,€200k,2022
170,Madi Khaseyn,Zhetysu Taldykorgan,Defensive Midfield,8,"Dec 17, 2000 (21)",,"1,85m",right,€100k,2022
171,Madi Kumisbek,Zhetysu Taldykorgan,Midfielder,34,"Apr 18, 2005 (16)",,"1,69m",,-,2022
172,Sultan Seitkan,Zhetysu Taldykorgan,Defensive Midfield,43,"Feb 11, 2004 (17)",,"1,81m",,-,2022
173,Ablay Orynbay,Zhetysu Taldykorgan,Midfielder,44,"May 1, 2003 (18)",,-,,-,2022
174,Ivan Brikner,Zhetysu Taldykorgan,Central Midfield,25,"Jun 30, 1993 (28)",,"1,84m",left,€400k,2022
175,David Esimbekov,Zhetysu Taldykorgan,Central Midfield,14,"Sep 11, 2004 (17)",,"1,70m",right,-,2022
176,Dinmukhanbet Masan,Zhetysu Taldykorgan,Central Midfield,40,"Aug 3, 2005 (16)",,"1,76m",,-,2022
177,Jovan Stojanovic,Zhetysu Taldykorgan,Attacking Midfield,18,"Apr 21, 1992 (29)",,"1,91m",both,€400k,2022
178,Aleksandar Jesic,Zhetysu Taldykorgan,Attacking Midfield,77,"Sep 13, 1994 (27)",,"1,77m",right,€400k,2022
179,Nikola Cuckic,Zhetysu Taldykorgan,Attacking Midfield,24,"Apr 11, 1997 (24)",,"1,75m",right,€225k,2022
180,Ulan Akhmetkaliev,Zhetysu Taldykorgan,Attacking Midfield,38,"Aug 28, 2005 (16)",,"1,67m",,-,2022
181,Rati Ardazishvili,Zhetysu Taldykorgan,Left Winger,11,"Jan 27, 1998 (23)",,"1,77m",right,€150k,2022
182,Ravil Atykhanov,Zhetysu Taldykorgan,Left Winger,10,"Nov 25, 1999 (22)",,"1,75m",left,€125k,2022
183,Moussa Bakayoko,Zhetysu Taldykorgan,Left Winger,88,"Dec 27, 1996 (25)",,"1,81m",right,€50k,2022
184,Sabyrzhan Suyindik,Zhetysu Taldykorgan,Left Winger,97,"Aug 10, 2004 (17)",,"1,72m",,-,2022
185,Aslan Adil,Zhetysu Taldykorgan,Right Winger,7,"Jan 13, 1998 (23)",,"1,74m",right,€150k,2022
186,Nurbergen Nurbol,Zhetysu Taldykorgan,Right Winger,17,"Dec 26, 2000 (21)",,"1,75m",right,€125k,2022
187,Erkhan Karimov,Zhetysu Taldykorgan,Right Winger,49,- (-),,"1,78m",,-,2022
188,Merey Astay,Zhetysu Taldykorgan,Right Winger,55,"Sep 10, 2004 (17)",,"1,75m",,-,2022
189,Ruslan Teverov,Zhetysu Taldykorgan,Centre-Forward,9,"May 1, 1994 (27)",,"1,79m",right,€250k,2022
190,Fadi Zidan,Zhetysu Taldykorgan,Centre-Forward,-,"Jun 2, 1993 (28)",,"1,76m",both,€175k,2022
191,Bauyrzhan Turysbek,Zhetysu Taldykorgan,Centre-Forward,15,"Oct 15, 1991 (30)",,"1,81m",right,€175k,2022
192,Anes Rusevic,Zhetysu Taldykorgan,Centre-Forward,-,"Dec 2, 1996 (25)",,"1,83m",right,€150k,2022
193,Shyngys Anuarbek,Zhetysu Taldykorgan,Centre-Forward,-,"Apr 8, 2005 (16)",,"1,81m",right,-,2022
194,Nikita Kalmykov,FK Maktaaral,Goalkeeper,35,"Aug 24, 1989 (32)",,"1,87m",right,€125k,2022
195,Aram Hayrapetyan,FK Maktaaral,Goalkeeper,1,"Nov 22, 1986 (35)",,"1,92m",right,€100k,2022
196,Zhandar Zhangaliev,FK Maktaaral,Goalkeeper,91,"Nov 1, 1998 (23)",,"1,91m",right,€75k,2022
197,Nurlan Dairov,FK Maktaaral,Centre-Back,3,"Jun 26, 1995 (26)",,"1,81m",right,€350k,2022
198,Egor Potapov,FK Maktaaral,Centre-Back,55,"Sep 21, 1993 (28)",,"1,94m",right,€250k,2022
199,Vladislav Kosmynin,FK Maktaaral,Centre-Back,19,"Jan 17, 1990 (31)",,"1,96m",left,€200k,2022
200,Charleston,FK Maktaaral,Centre-Back,96,"Sep 23, 1996 (25)",,"1,95m",left,€200k,2022
201,Zhalgas Zhaksylykov,FK Maktaaral,Centre-Back,4,"Apr 16, 2001 (20)",,"1,89m",right,€100k,2022
202,Ruslan Yudenkov,FK Maktaaral,Centre-Back,5,"Apr 28, 1987 (34)",,"1,88m",right,€50k,2022
203,Sagadat Tursynbay,FK Maktaaral,Left-Back,13,"Mar 26, 1999 (22)",,"1,88m",left,€275k,2022
204,Maksat Imanali,FK Maktaaral,Left-Back,37,"Dec 7, 2002 (19)",,"1,75m",left,-,2022
205,Dierzhon Aripov,FK Maktaaral,Right-Back,21,"Mar 10, 1997 (24)",,"1,74m",right,€100k,2022
206,Sultanbek Duyseshov,FK Maktaaral,Right-Back,31,"Aug 6, 2001 (20)",,"1,82m",right,€10k,2022
207,Adilkhan Dobay,FK Maktaaral,Right-Back,23,"Jun 2, 2002 (19)",,"1,83m",right,-,2022
208,Dramane Koné,FK Maktaaral,Defensive Midfield,30,"Nov 10, 1989 (32)",,"1,83m",right,€125k,2022
209,Shada Ouedraogo,FK Maktaaral,Defensive Midfield,48,"Jun 1, 2003 (18)",,"1,72m",,-,2022
210,Lasha Parunashvili,FK Maktaaral,Central Midfield,6,"Feb 14, 1993 (28)",,"1,83m",right,€250k,2022
211,Sultan Sagnaev,FK Maktaaral,Central Midfield,70,"Jan 14, 2000 (21)",,"1,72m",right,€250k,2022
212,Odilzhon Abdurakhmanov,FK Maktaaral,Central Midfield,10,"Mar 18, 1996 (25)",,"1,85m",right,€200k,2022
213,Sekou Doumbia,FK Maktaaral,Central Midfield,-,"Jun 13, 1994 (27)",,"1,84m",right,€150k,2022
214,Meyrambek Serikbay,FK Maktaaral,Central Midfield,14,"Dec 16, 1999 (22)",,"1,75m",right,€75k,2022
215,Victor Braga,FK Maktaaral,Central Midfield,12,"Apr 18, 2001 (20)",,"1,75m",left,-,2022
216,Petros Avetisyan,FK Maktaaral,Attacking Midfield,-,"Jan 7, 1996 (25)",,"1,78m",right,€350k,2022
217,Anton Shramchenko,FK Maktaaral,Left Winger,8,"Feb 12, 1993 (28)",,"1,65m",right,€350k,2022
218,Zhan-Ali Payruz,FK Maktaaral,Left Winger,77,"Aug 12, 1999 (22)",,"1,85m",right,€200k,2022
219,Aliyar Mukhammed,FK Maktaaral,Left Winger,9,"Mar 20, 2001 (20)",,"1,90m",left,€100k,2022
220,Juan Sandoval,FK Maktaaral,Left Winger,-,"Mar 25, 2001 (20)",,"1,75m",right,-,2022
221,Serge Nyuiadzi,FK Maktaaral,Right Winger,7,"Sep 17, 1991 (30)",,"1,81m",left,€375k,2022
222,Billal Sebaihi,FK Maktaaral,Right Winger,53,"May 31, 1992 (29)",,"1,79m",left,€250k,2022
223,Dauren Zhumat,FK Maktaaral,Right Winger,17,"Mar 2, 1999 (22)",,"1,72m",right,€100k,2022
224,Junior Kabananga,FK Maktaaral,Centre-Forward,89,"Apr 4, 1989 (32)",,"1,90m",left,€350k,2022
225,Ramazan Karimov,FK Maktaaral,Centre-Forward,81,"Jul 5, 1999 (22)",,"1,90m",right,€300k,2022
