,Player,Club,Position,Number,Date of Birth,Height,Foot,Joined,Market Value,Season
100,Maksim Fokin,Kairat Almaty,Central Midfield,-,"Jun 27, 1982 (24)",,"1,92m",right,€50k,2007
101,Maksim Shevchenko,Kairat Almaty,Central Midfield,-,"Mar 27, 1980 (26)",,"1,75m",,-,2007
102,Evgeniy Lunev,Kairat Almaty,Attacking Midfield,-,"Apr 26, 1976 (30)",,"1,86m",right,-,2007
103,Ruslan Sakhalbaev,Kairat Almaty,Attacking Midfield,-,"Jun 27, 1984 (22)",,"1,68m",right,-,2007
104,Vladimir Ribic,Kairat Almaty,Centre-Forward,-,"Mar 28, 1981 (25)",,"1,84m",right,-,2007
105,Rafael Urazbakhtin,Kairat Almaty,Centre-Forward,-,"Nov 20, 1978 (28)",,"1,80m",right,-,2007
106,Alibek Buleshev,Kairat Almaty,Centre-Forward,-,"Apr 9, 1981 (25)",,"1,75m",right,-,2007
107,Arman Birkurmanov,Kairat Almaty,Striker,-,"Jan 31, 1982 (24)",,"1,80m",,-,2007
108,Andrey Sidelnikov,FK Aktobe,Goalkeeper,-,"Mar 8, 1980 (26)",,"1,90m",right,-,2007
109,Ildar Shaikheslamov,FK Aktobe,Goalkeeper,-,"Jul 27, 1989 (17)",,"1,85m",right,-,2007
110,Zhasulan Dehkanov,FK Aktobe,Goalkeeper,-,"Apr 13, 1987 (19)",,-,,-,2007
111,Sergey Radovskiy,FK Aktobe,Goalkeeper,-,"May 20, 1987 (19)",,"1,70m",,-,2007
112,Evgeniy Ovchinnikov,FK Aktobe,Goalkeeper,-,"Apr 11, 1985 (21)",,"1,83m",,-,2007
113,Andrey Morev,FK Aktobe,Goalkeeper,1,"Oct 13, 1973 (33)",,"1,88m",right,-,2007
114,Maksim Semenov,FK Aktobe,Centre-Back,-,"Sep 2, 1988 (18)",,"1,80m",right,-,2007
115,Aleksandr Familtsev,FK Aktobe,Centre-Back,4,"Aug 3, 1975 (31)",,"1,80m",right,-,2007
116,Andrey Pushkarev,FK Aktobe,Centre-Back,21,"Mar 15, 1985 (21)",,"1,86m",right,-,2007
117,Emil Kenzhisariev,FK Aktobe,Left-Back,20,"Mar 26, 1987 (19)",,"1,75m",left,-,2007
118,Andrey Shkurin,FK Aktobe,Right-Back,-,"Mar 3, 1972 (34)",,"1,73m",both,-,2007
119,Petr Badlo,FK Aktobe,Right-Back,5,"May 24, 1976 (30)",,"1,78m",right,-,2007
120,Aleksey Nikolaev,FK Aktobe,Right-Back,24,"Sep 5, 1979 (27)",,"1,78m",right,-,2007
121,Andrey Lavrik,FK Aktobe,Defensive Midfield,-,"Dec 7, 1974 (32)",,"1,77m",right,-,2007
122,Yuriy Logvinenko,FK Aktobe,Defensive Midfield,-,"Jul 22, 1988 (18)",,"1,87m",left,-,2007
123,Vitali Ushakov,FK Aktobe,Midfielder,3,"Aug 12, 1974 (32)",,"1,78m",,-,2007
124,Samat Smakov,FK Aktobe,Defensive Midfield,8,"Dec 8, 1978 (28)",,"1,82m",both,-,2007
125,Alisher Tazhibayuly,FK Aktobe,Midfielder,14,"Jan 28, 1987 (19)",,"1,74m",,-,2007
126,Evgeniy Savinov,FK Aktobe,Midfielder,34,"May 2, 1990 (16)",,"1,80m",,-,2007
127,Maksim Fokin,FK Aktobe,Central Midfield,15,"Jun 27, 1982 (24)",,"1,92m",right,€50k,2007
128,Konstantin Golovskoy,FK Aktobe,Central Midfield,17,"Apr 25, 1975 (31)",,"1,86m",right,€50k,2007
129,Oleksandr Mitrofanov,FK Aktobe,Central Midfield,-,"Nov 1, 1977 (29)",,"1,72m",,-,2007
130,Aleksey Kosolapov,FK Aktobe,Central Midfield,7,"Mar 17, 1971 (35)",,"1,78m",right,-,2007
131,Vladislav Kiselev,FK Aktobe,Left Midfield,-,"Oct 12, 1980 (26)",,"1,78m",left,-,2007
132,Kairat Ashirbekov,FK Aktobe,Attacking Midfield,-,"Oct 21, 1982 (24)",,"1,72m",left,-,2007
133,Andrey Bogomolov,FK Aktobe,Attacking Midfield,-,"Apr 11, 1977 (29)",,"1,83m",right,-,2007
134,Marat Khayrullin,FK Aktobe,Attacking Midfield,-,"Apr 26, 1984 (22)",,"1,76m",right,-,2007
135,Nikita Khokhlov,FK Aktobe,Attacking Midfield,24,"Oct 27, 1983 (23)",,"1,82m",both,-,2007
136,Valeriy Garkusha,FK Aktobe,Right Winger,-,"Mar 14, 1977 (29)",,-,,-,2007
137,Ulugbek Asanbaev,FK Aktobe,Centre-Forward,-,"Sep 13, 1979 (27)",,"1,83m",,-,2007
138,Alibek Buleshev,FK Aktobe,Centre-Forward,-,"Apr 9, 1981 (25)",,"1,75m",right,-,2007
139,Sergey Lisenkov,FK Aktobe,Centre-Forward,-,"Jun 17, 1991 (15)",,"1,92m",right,-,2007
140,Igor Abdusheev,FK Aktobe,Striker,-,"Apr 13, 1985 (21)",,"1,74m",,-,2007
141,Jafar Irismetov,FK Aktobe,Centre-Forward,11,"Aug 23, 1976 (30)",,"1,73m",right,-,2007
142,Sergey Strukov,FK Aktobe,Centre-Forward,27,"Sep 17, 1982 (24)",,"1,92m",right,-,2007
143,Arslan Satubaldin,FK Atyrau,Goalkeeper,-,"Aug 11, 1984 (22)",,"1,93m",right,-,2007
144,Nurbolat Kalmenov,FK Atyrau,Goalkeeper,-,"Sep 15, 1990 (16)",,"1,88m",right,-,2007
145,Aleksandr Aliev,FK Atyrau,Goalkeeper,-,"Apr 17, 1987 (19)",,"1,84m",right,-,2007
146,Dmytro Kozachenko,FK Atyrau,Goalkeeper,1,"Jan 11, 1982 (24)",,"1,84m",left,-,2007
147,Oleg Tymchyshyn,FK Atyrau,Defender,-,"Jul 8, 1977 (29)",,"1,82m",,-,2007
148,Viktor Kravchenko,FK Atyrau,Defender,-,"Jan 10, 1976 (30)",,"1,80m",,-,2007
149,Dmitriy Peterson,FK Atyrau,Defender,-,"Mar 23, 1987 (19)",,"1,80m",right,-,2007
150,Maksim Mirzhanov,FK Atyrau,Defender,-,"Mar 16, 1990 (16)",,-,,-,2007
151,Radik Aitzhanov,FK Atyrau,Defender,-,"Aug 30, 1986 (20)",,"1,78m",,-,2007
152,Denis Volodin,FK Atyrau,Centre-Back,-,"Jul 11, 1982 (24)",,"1,88m",right,€50k,2007
153,Oleksandr Krutskevych,FK Atyrau,Centre-Back,-,"Nov 13, 1980 (26)",,"1,90m",right,-,2007
154,Raso Babic,FK Atyrau,Centre-Back,16,"Jul 7, 1977 (29)",,"1,82m",,-,2007
155,Aleksey Vanyushin,FK Atyrau,Left-Back,-,"Jan 3, 1982 (24)",,"1,73m",left,-,2007
156,Andriy Sapuga,FK Atyrau,Right-Back,-,"Oct 4, 1976 (30)",,"1,84m",right,-,2007
157,Valentin Chureev,FK Atyrau,Right-Back,-,"Aug 29, 1986 (20)",,"1,73m",right,-,2007
158,Andriy Guzenko,FK Atyrau,Midfielder,-,"Feb 19, 1973 (33)",,"1,80m",,-,2007
159,Nail Shabaev,FK Atyrau,Defensive Midfield,-,"Jun 25, 1982 (24)",,"1,78m",right,-,2007
160,Dmitriy Bolshakov,FK Atyrau,Midfielder,-,"Apr 10, 1980 (26)",,"1,71m",,-,2007
161,Vasiliy Lobashov,FK Atyrau,Midfielder,-,"Feb 16, 1987 (19)",,"1,75m",,-,2007
162,Zhandos Orazaliev,FK Atyrau,Midfielder,-,"Oct 3, 1985 (21)",,"1,88m",,-,2007
163,Eugeniu Boicenco,FK Atyrau,Midfielder,20,"Oct 28, 1979 (27)",,"1,75m",both,-,2007
164,Goran Bošković,FK Atyrau,Defensive Midfield,31,"Oct 11, 1976 (30)",,"1,81m",left,-,2007
165,Oleksandr Sobkovych,FK Atyrau,Central Midfield,-,"Feb 11, 1976 (30)",,"1,75m",,-,2007
166,Roman Maksymyuk,FK Atyrau,Left Midfield,-,"Jun 14, 1974 (32)",,"1,85m",left,-,2007
167,Roman Kismetov,FK Atyrau,Attacking Midfield,-,"Jun 17, 1987 (19)",,"1,72m",,-,2007
168,Marko Mitrovic,FK Atyrau,Attacking Midfield,12,"Jul 8, 1978 (28)",,"1,80m",right,-,2007
169,Eduard Sergienko,FK Atyrau,Right Winger,-,"Feb 18, 1983 (23)",,"1,81m",both,-,2007
170,Myroslav Bundash,FK Atyrau,Right Winger,-,"Dec 22, 1976 (30)",,"1,66m",,-,2007
171,Roman Uzdenov,FK Atyrau,Centre-Forward,-,"Mar 10, 1979 (27)",,"1,83m",right,-,2007
172,Kirill Kochkaev,FK Atyrau,Centre-Forward,-,"Jun 10, 1984 (22)",,"1,87m",right,-,2007
173,Veaceslav Sofroni,FK Atyrau,Centre-Forward,-,"Apr 30, 1984 (22)",,"1,85m",right,-,2007
174,Nikolay Zabrodin,FK Atyrau,Centre-Forward,-,"Jul 23, 1990 (16)",,"1,78m",right,-,2007
175,Beybit Tatishev,FK Atyrau,Centre-Forward,-,"Jul 24, 1984 (22)",,"1,85m",both,-,2007
176,Akhmet Alaydarov,Kaysar Kyzylorda,Goalkeeper,-,"Aug 19, 1983 (23)",,"1,83m",right,-,2007
177,Roman Nesterenko,Kaysar Kyzylorda,Goalkeeper,-,"Mar 22, 1977 (29)",,"1,99m",right,-,2007
178,Chingiz Tanatkanov,Kaysar Kyzylorda,Goalkeeper,-,"Jan 25, 1990 (16)",,"1,88m",right,-,2007
179,Oleg Shkred,Kaysar Kyzylorda,Defender,-,"Oct 1, 1982 (24)",,"1,85m",,-,2007
180,Aleksandr Moskalenko,Kaysar Kyzylorda,Defender,-,"Sep 18, 1976 (30)",,"1,83m",,-,2007
181,Aziz Anarmetov,Kaysar Kyzylorda,Defender,-,"Jul 30, 1982 (24)",,"1,82m",,-,2007
182,Zhandos Ametov,Kaysar Kyzylorda,Defender,-,"Feb 8, 1980 (26)",,"1,78m",,-,2007
183,Erlan Shoytymov,Kaysar Kyzylorda,Defender,-,"Apr 6, 1980 (26)",,"1,80m",,-,2007
184,Medet Duzbaev,Kaysar Kyzylorda,Defender,-,"Aug 27, 1987 (19)",,"1,75m",,-,2007
185,Elshad Khinizov,Kaysar Kyzylorda,Defender,-,"Apr 6, 1989 (17)",,"1,70m",,-,2007
186,Aldan Baltaev,Kaysar Kyzylorda,Centre-Back,-,"Jan 15, 1989 (17)",,"1,85m",right,-,2007
187,Lasha Tchelidze,Kaysar Kyzylorda,Centre-Back,-,"Mar 13, 1985 (21)",,"1,90m",right,-,2007
188,Vladimir Zelenbaba,Kaysar Kyzylorda,Defensive Midfield,-,"Feb 6, 1982 (24)",,"1,92m",right,-,2007
189,Denys Lyashko,Kaysar Kyzylorda,Midfielder,-,"Oct 4, 1980 (26)",,"1,72m",,-,2007
190,Aset Menlikhozha,Kaysar Kyzylorda,Midfielder,-,"Mar 13, 1989 (17)",,"1,79m",,-,2007
191,Talgat Syzdykov,Kaysar Kyzylorda,Midfielder,-,"Feb 23, 1978 (28)",,"1,82m",,-,2007
192,Islam Zhunisbekov,Kaysar Kyzylorda,Midfielder,-,"Dec 26, 1981 (25)",,"1,70m",right,-,2007
193,Aydos Baytenov,Kaysar Kyzylorda,Midfielder,-,"Jan 8, 1988 (18)",,"1,71m",right,-,2007
194,Maksat Bayzhanov,Kaysar Kyzylorda,Central Midfield,-,"Aug 6, 1984 (22)",,"1,80m",right,-,2007
195,Askhat Tagybergen,Kaysar Kyzylorda,Central Midfield,-,"Aug 9, 1990 (16)",,"1,79m",right,-,2007
196,Roman Pakholyuk,Kaysar Kyzylorda,Right Midfield,-,"Oct 3, 1979 (27)",,"1,75m",right,-,2007
197,Askhat Borantaev,Kaysar Kyzylorda,Left Midfield,-,"Aug 22, 1978 (28)",,"1,70m",left,-,2007
198,Maksim Tsygalko,Kaysar Kyzylorda,Centre-Forward,-,"May 27, 1983 (23)",,"1,85m",right,-,2007
199,Daurenbek Tazhimbetov,Kaysar Kyzylorda,Centre-Forward,-,"Jul 2, 1985 (21)",,"1,84m",right,-,2007
200,Valerijus Mizigurskis,Kaysar Kyzylorda,Centre-Forward,-,"Apr 22, 1983 (23)",,"1,86m",both,-,2007
201,Zhasulan Moldakaraev,Kaysar Kyzylorda,Centre-Forward,-,"May 7, 1987 (19)",,"1,80m",right,-,2007
202,Galymzhan Umbetbaev,Kaysar Kyzylorda,Striker,-,"Feb 4, 1990 (16)",,"1,89m",,-,2007
203,Almat Dosmaganbetov,Kaysar Kyzylorda,Striker,-,"Jan 17, 1988 (18)",,"1,73m",,-,2007
204,Vladimir Loginovskiy,Yesil-Bogatyr Petropavlovsk,Goalkeeper,-,"Oct 8, 1985 (21)",,"1,93m",right,-,2007
205,Vladimir Niklevich,Yesil-Bogatyr Petropavlovsk,Goalkeeper,-,"Oct 8, 1985 (21)",,"1,89m",right,-,2007
206,Evgeniy Reshetov,Yesil-Bogatyr Petropavlovsk,Goalkeeper,-,"Jun 23, 1989 (17)",,"1,85m",,-,2007
207,Adil Musabaev,Yesil-Bogatyr Petropavlovsk,Defender,-,"May 19, 1990 (16)",,"1,80m",,-,2007
208,Stanislav Shulyak,Yesil-Bogatyr Petropavlovsk,Defender,-,"Nov 9, 1987 (19)",,"1,83m",,-,2007
209,Alikhan Shadiev,Yesil-Bogatyr Petropavlovsk,Defender,-,"Aug 8, 1985 (21)",,"1,80m",,-,2007
210,Denis Mamonov,Yesil-Bogatyr Petropavlovsk,Defender,-,"Dec 8, 1981 (25)",,"1,78m",,-,2007
211,Dmitriy Yurkov,Yesil-Bogatyr Petropavlovsk,Defender,-,"Nov 13, 1985 (21)",,"1,82m",,-,2007
212,Oleksandr Poklonskyi,Yesil-Bogatyr Petropavlovsk,Centre-Back,-,"Jan 22, 1975 (31)",,"1,78m",right,-,2007
213,Kirill Keker,Yesil-Bogatyr Petropavlovsk,Centre-Back,-,"Jun 22, 1979 (27)",,"1,85m",right,-,2007
214,Maksim Dubynin,Yesil-Bogatyr Petropavlovsk,Centre-Back,-,"Mar 22, 1984 (22)",,"1,85m",right,-,2007
215,Igor Shvydko,Yesil-Bogatyr Petropavlovsk,Centre-Back,-,"Sep 11, 1971 (35)",,"1,85m",right,-,2007
216,Aleksey Danaev,Yesil-Bogatyr Petropavlovsk,Left-Back,-,"Sep 1, 1979 (27)",,"1,83m",left,-,2007
217,Nikolay Saraev,Yesil-Bogatyr Petropavlovsk,Left-Back,-,"May 20, 1990 (16)",,"1,87m",left,-,2007
218,Andriy Losnikov,Yesil-Bogatyr Petropavlovsk,Midfielder,-,"Aug 4, 1985 (21)",,"1,69m",,-,2007
219,Sergey Labodovskiy,Yesil-Bogatyr Petropavlovsk,Midfielder,-,"Jan 14, 1982 (24)",,"1,94m",,-,2007
220,Nikolay Solomin,Yesil-Bogatyr Petropavlovsk,Midfielder,-,"Apr 6, 1985 (21)",,"1,79m",,-,2007
221,Aleksey Ustinov,Yesil-Bogatyr Petropavlovsk,Midfielder,-,"Jan 21, 1987 (19)",,"1,75m",,-,2007
222,Yuriy Chukhleba,Yesil-Bogatyr Petropavlovsk,Midfielder,-,"Sep 27, 1974 (32)",,"1,78m",right,-,2007
223,Akhmetzhan Akhmetzhanov,Yesil-Bogatyr Petropavlovsk,Midfielder,-,"Jan 16, 1986 (20)",,"1,77m",,-,2007
224,Zhanat Karguzhinov,Yesil-Bogatyr Petropavlovsk,Midfielder,-,"Mar 2, 1987 (19)",,"1,79m",right,-,2007
225,Valeriy Pastukhov,Yesil-Bogatyr Petropavlovsk,Midfielder,-,"Dec 17, 1983 (23)",,"1,76m",,-,2007
