,Player,Club,Position,Number,Date of Birth,Height,Foot,Joined,Market Value,Season
20,Arsen Beysenov,Zhenis Astana,Midfielder,-,"Nov 11, 1979 (20)",,"1,78m",,-,2000
21,Konstantin Kotov,Zhenis Astana,Central Midfield,-,"Oct 7, 1973 (26)",,"1,72m",,-,2000
22,Evgeniy Lovchev,Zhenis Astana,Right Midfield,-,"Aug 6, 1975 (24)",,"1,79m",right,-,2000
23,Martin Bielik,Zhenis Astana,Centre-Forward,-,"Apr 14, 1980 (19)",,"1,98m",right,-,2000
24,Murat Tleshev,Zhenis Astana,Centre-Forward,-,"Apr 18, 1980 (19)",,"1,88m",right,-,2000
25,Arsen Tlekhugov,Zhenis Astana,Centre-Forward,-,"Nov 3, 1976 (23)",,"1,82m",both,-,2000
26,Ulugbek Asanbaev,Zhenis Astana,Centre-Forward,-,"Sep 13, 1979 (20)",,"1,83m",,-,2000
27,Vaso Sepashvili,Zhenis Astana,Centre-Forward,-,"Dec 17, 1969 (30)",,"1,78m",,-,2000
28,Oleg Zenchenkov,Zhenis Astana,Striker,-,"Jan 5, 1975 (24)",,"1,75m",,-,2000
29,Vladimir Gurtuev,Zhenis Astana,Striker,-,"Jul 2, 1971 (28)",,"1,82m",,-,2000
30,Sergey Mataganov,Zhenis Astana,Striker,-,"Sep 10, 1979 (20)",,"1,82m",,-,2000
31,Kirill Pryadkin,Yesil-Bogatyr Petropavlovsk,Goalkeeper,-,"Jul 6, 1977 (22)",,"1,85m",right,-,2000
32,Bayramniyaz Berdiyev,Yesil-Bogatyr Petropavlovsk,Goalkeeper,-,"Sep 13, 1974 (25)",,"1,85m",,-,2000
33,Ruslan Gumar,Yesil-Bogatyr Petropavlovsk,Defender,-,"Nov 18, 1973 (26)",,"1,81m",,-,2000
34,Nurmat Mirzabaev,Yesil-Bogatyr Petropavlovsk,Defender,-,"Nov 11, 1972 (27)",,"1,76m",,-,2000
35,Almas Kulshinbaev,Yesil-Bogatyr Petropavlovsk,Defender,-,"Oct 20, 1975 (24)",,"1,82m",,-,2000
36,Kairat Nurdauletov,Yesil-Bogatyr Petropavlovsk,Centre-Back,-,"Nov 6, 1982 (17)",,"1,84m",right,-,2000
37,Igor Avdeev,Yesil-Bogatyr Petropavlovsk,Centre-Back,-,"Jan 10, 1973 (26)",,"1,82m",right,-,2000
38,Kirill Keker,Yesil-Bogatyr Petropavlovsk,Centre-Back,-,"Jun 22, 1979 (20)",,"1,85m",right,-,2000
39,Aslan Datdeev,Yesil-Bogatyr Petropavlovsk,Centre-Back,-,"Oct 17, 1973 (26)",,"1,75m",right,-,2000
40,Sergey Timofeev,Yesil-Bogatyr Petropavlovsk,Left-Back,-,"Mar 5, 1965 (34)",,N/Am,N/A,-,2000
41,Serik Zheylitbaev,Yesil-Bogatyr Petropavlovsk,Midfielder,-,"Aug 23, 1974 (25)",,"1,77m",,-,2000
42,Sergey Skorykh,Yesil-Bogatyr Petropavlovsk,Defensive Midfield,-,"May 25, 1984 (15)",,"1,84m",right,-,2000
43,Andrey Kucheryavykh,Yesil-Bogatyr Petropavlovsk,Midfielder,-,"Sep 24, 1970 (29)",,"1,77m",,-,2000
44,Aleksey Zakharov,Yesil-Bogatyr Petropavlovsk,Midfielder,-,"Apr 27, 1974 (25)",,"1,78m",,-,2000
45,Sergey Kalabukhin,Yesil-Bogatyr Petropavlovsk,Midfielder,-,"Apr 29, 1972 (27)",,"1,73m",right,-,2000
46,Oybek Usmankhodzhaev,Yesil-Bogatyr Petropavlovsk,Midfielder,-,"Dec 13, 1972 (27)",,"1,76m",,-,2000
47,Yuriy Chukhleba,Yesil-Bogatyr Petropavlovsk,Midfielder,-,"Sep 27, 1974 (25)",,"1,78m",right,-,2000
48,Ildar Khuzhinov,Yesil-Bogatyr Petropavlovsk,Midfielder,-,"May 28, 1970 (29)",,"1,79m",,-,2000
49,Evgeniy Averchenko,Yesil-Bogatyr Petropavlovsk,Right Midfield,-,"Apr 6, 1982 (17)",,"1,72m",right,-,2000
50,Aleksandr Shatskikh,Yesil-Bogatyr Petropavlovsk,Centre-Forward,-,"Jan 21, 1974 (25)",,"1,80m",right,-,2000
51,Muslim Agayev,Yesil-Bogatyr Petropavlovsk,Striker,-,"Apr 29, 1974 (25)",,"1,77m",,-,2000
52,Sergey Yurevich,Yesil-Bogatyr Petropavlovsk,Striker,-,"Sep 11, 1979 (20)",,"1,64m",,-,2000
53,Artem Bernetsyan,Yesil-Bogatyr Petropavlovsk,Striker,-,"Jun 3, 1975 (24)",,"1,79m",,-,2000
54,Evgeniy Naboychenko,Kairat Almaty,Goalkeeper,-,"May 17, 1970 (29)",,"1,81m",,-,2000
55,Ilya Yurov,Kairat Almaty,Goalkeeper,-,"Sep 10, 1981 (18)",,"1,88m",right,-,2000
56,Nikolay Rodionov,Kairat Almaty,Goalkeeper,-,"Aug 4, 1976 (23)",,"1,90m",right,-,2000
57,Igor Kudrenko,Kairat Almaty,Defender,-,"Nov 13, 1978 (21)",,"1,87m",,-,2000
58,Goran Dragicevic,Kairat Almaty,Defender,-,"Dec 6, 1974 (25)",,-,,-,2000
59,Erlan Eleusinov,Kairat Almaty,Defender,-,"Jul 2, 1972 (27)",,"1,81m",,-,2000
60,Aset Mukhametkarimov,Kairat Almaty,Defender,-,"Feb 12, 1977 (22)",,-,,-,2000
61,Timur Dyusebaev,Kairat Almaty,Defender,-,"May 5, 1981 (18)",,-,,-,2000
62,Dilmurat Shayakhmetov,Kairat Almaty,Defender,-,"Jul 16, 1980 (19)",,-,,-,2000
63,Aleksandar Kragovic,Kairat Almaty,Defender,-,"Jan 1, 1980 (19)",,-,,-,2000
64,Predrag Malesic,Kairat Almaty,Defender,-,"Jan 1, 1975 (24)",,-,,-,2000
65,Vincent Ngogang,Kairat Almaty,Defender,-,"Jan 1, 1976 (23)",,-,,-,2000
66,Sergey Kutsov,Kairat Almaty,Centre-Back,-,"Apr 23, 1977 (22)",,"1,91m",right,-,2000
67,Vladimir Yakovlev,Kairat Almaty,Centre-Back,-,"Aug 2, 1984 (15)",,"1,82m",right,-,2000
68,Renat Abdulin,Kairat Almaty,Centre-Back,-,"Apr 14, 1982 (17)",,"1,85m",right,-,2000
69,Konstantin Gorovenko,Kairat Almaty,Centre-Back,-,"Jan 10, 1977 (22)",,"1,89m",right,-,2000
70,Vyacheslav Bogatyrev,Kairat Almaty,Centre-Back,-,"Oct 12, 1977 (22)",,"1,88m",right,-,2000
71,Aydar Kumisbekov,Kairat Almaty,Right-Back,-,"Feb 9, 1979 (20)",,"1,77m",right,-,2000
72,Evgeniy Kostrub,Kairat Almaty,Defensive Midfield,-,"Aug 27, 1982 (17)",,"1,77m",right,-,2000
73,Vladica Curcic,Kairat Almaty,Midfielder,-,"Jul 18, 1978 (21)",,"1,80m",,-,2000
74,Dmitriy Pavlov,Kairat Almaty,Midfielder,-,"Aug 29, 1982 (17)",,"1,75m",,-,2000
75,Marjan Nacev,Kairat Almaty,Central Midfield,-,"May 19, 1976 (23)",,"1,78m",right,-,2000
76,Dmitriy Mamonov,Kairat Almaty,Central Midfield,-,"Apr 26, 1978 (21)",,"1,73m",right,-,2000
77,Dmitriy Byakov,Kairat Almaty,Right Midfield,-,"Apr 9, 1978 (21)",,"1,76m",right,-,2000
78,Ali Aliev,Kairat Almaty,Left Midfield,-,"Oct 27, 1980 (19)",,"1,75m",left,-,2000
79,Nurken Mazbaev,Kairat Almaty,Right Winger,-,"Jun 4, 1972 (27)",,-,,-,2000
80,Oleg Litvinenko,Kairat Almaty,Second Striker,-,"Nov 22, 1973 (26)",,"1,71m",,-,2000
81,Alibek Buleshev,Kairat Almaty,Centre-Forward,-,"Apr 9, 1981 (18)",,"1,75m",right,-,2000
82,Redzhepmurad Agabaev,Kairat Almaty,Centre-Forward,-,"Aug 1, 1973 (26)",,"1,86m",,-,2000
83,Anatoliy Berdyugin,Kairat Almaty,Centre-Forward,-,"Sep 10, 1982 (17)",,"1,76m",,-,2000
84,Oleg Tarasov,Kairat Almaty,Striker,-,"Jan 9, 1982 (17)",,"1,78m",,-,2000
85,Eduard Glazunov,Kairat Almaty,Striker,-,"Sep 19, 1970 (29)",,"1,70m",,-,2000
86,Artem Chiganov,Elimay Semipalatinsk,Goalkeeper,-,"Jul 14, 1981 (18)",,"1,69m",,-,2000
87,Sergey Balakhonov,Elimay Semipalatinsk,Goalkeeper,-,"Aug 12, 1965 (34)",,"1,89m",,-,2000
88,Valentin Morkov,Elimay Semipalatinsk,Goalkeeper,-,"Apr 21, 1971 (28)",,"1,98m",,-,2000
89,Yuriy Mityaev,Elimay Semipalatinsk,Defender,-,"Dec 25, 1976 (23)",,-,,-,2000
90,Igor Tyurin,Elimay Semipalatinsk,Defender,-,"Jan 19, 1982 (17)",,-,,-,2000
91,Denis Proskurin,Elimay Semipalatinsk,Defender,-,"Apr 3, 1979 (20)",,"1,75m",,-,2000
92,Oleg Chukhleba,Elimay Semipalatinsk,Defender,-,"Nov 5, 1967 (32)",,"1,75m",,-,2000
93,Andrey Orlov,Elimay Semipalatinsk,Defender,-,"Jul 21, 1974 (25)",,"1,74m",,-,2000
94,Sergey Kvyatkovskiy,Elimay Semipalatinsk,Defender,-,"Jul 3, 1982 (17)",,"1,77m",,-,2000
95,Vladimir Kovgan,Elimay Semipalatinsk,Defender,-,"Jan 11, 1982 (17)",,-,,-,2000
96,Yuriy Omelchenko,Elimay Semipalatinsk,Defender,-,"Jul 20, 1982 (17)",,"1,70m",,-,2000
97,Odil Irgashev,Elimay Semipalatinsk,Left-Back,-,"Feb 10, 1977 (22)",,"1,70m",left,-,2000
98,Sergey Surodeev,Elimay Semipalatinsk,Right-Back,-,"Dec 27, 1969 (30)",,"1,68m",right,-,2000
99,Vitali Ushakov,Elimay Semipalatinsk,Midfielder,-,"Aug 12, 1974 (25)",,"1,78m",,-,2000
100,Kirill Savostikov,Elimay Semipalatinsk,Defensive Midfield,-,"Dec 5, 1971 (28)",,"1,87m",,-,2000
101,Oraz Nazarov,Elimay Semipalatinsk,Midfielder,-,"Feb 3, 1970 (29)",,N/Am,N/A,-,2000
102,Aleksandr Chepukavichus,Elimay Semipalatinsk,Midfielder,-,"Aug 31, 1978 (21)",,"1,78m",,-,2000
103,Marat Iskulov,Elimay Semipalatinsk,Midfielder,-,"Apr 11, 1982 (17)",,"1,78m",right,-,2000
104,Konstantin Fridental,Elimay Semipalatinsk,Midfielder,-,"May 29, 1969 (30)",,-,,-,2000
105,Aleksey Romanov,Elimay Semipalatinsk,Midfielder,-,"Mar 30, 1978 (21)",,"1,78m",,-,2000
106,Vasili Smirnykh,Elimay Semipalatinsk,Left Midfield,-,"Feb 17, 1970 (29)",,N/Am,N/A,-,2000
107,Andrey Bogomolov,Elimay Semipalatinsk,Attacking Midfield,-,"Apr 11, 1977 (22)",,"1,83m",right,-,2000
108,Murat Gomleshko,Elimay Semipalatinsk,Centre-Forward,-,"Jan 5, 1970 (29)",,"1,76m",right,-,2000
109,Kairat Aubakirov,Elimay Semipalatinsk,Centre-Forward,-,"Mar 8, 1971 (28)",,"1,80m",,-,2000
110,Marat Iskakov,Elimay Semipalatinsk,Striker,-,"Jul 30, 1980 (19)",,"1,84m",,-,2000
111,Vyacheslav Koloda,Elimay Semipalatinsk,Striker,-,"Oct 2, 1971 (28)",,"1,85m",,-,2000
112,Valdenilde Soares,Elimay Semipalatinsk,Striker,-,"Jun 12, 1978 (21)",,-,,-,2000
113,Sergey Boychenko,Vostok-Altyn Oskemen,Goalkeeper,-,"Sep 27, 1977 (22)",,"1,98m",right,-,2000
114,Yuriy Ishutin,Vostok-Altyn Oskemen,Goalkeeper,-,"Jun 22, 1959 (40)",,"1,76m",,-,2000
115,Ilyas Gabdullin,Vostok-Altyn Oskemen,Defender,-,"Aug 24, 1975 (24)",,"1,78m",,-,2000
116,Youssef Meskini,Vostok-Altyn Oskemen,Defender,-,"May 4, 1975 (24)",,"1,86m",,-,2000
117,Roman Pulter,Vostok-Altyn Oskemen,Defender,-,"Nov 14, 1978 (21)",,"1,77m",,-,2000
118,Igor Chesnokov,Vostok-Altyn Oskemen,Defender,-,"Feb 3, 1972 (27)",,"1,71m",,-,2000
119,Ramiz Allakhverdiev,Vostok-Altyn Oskemen,Defender,-,"Apr 12, 1980 (19)",,-,,-,2000
120,Sergey Saliy,Vostok-Altyn Oskemen,Defender,-,"Dec 6, 1967 (32)",,"1,73m",,-,2000
121,Konstantin Shkodin,Vostok-Altyn Oskemen,Defender,-,"Oct 13, 1981 (18)",,-,,-,2000
122,Kizito Okoli,Vostok-Altyn Oskemen,Defender,-,"Jan 1, 1982 (17)",,-,,-,2000
123,Mohamed Keita,Vostok-Altyn Oskemen,Defender,-,"Jan 1, 1983 (16)",,-,,-,2000
124,Uche Ekwehca,Vostok-Altyn Oskemen,Defender,-,"Jan 1, 1979 (20)",,-,,-,2000
125,Daniyar Mukanov,Vostok-Altyn Oskemen,Right-Back,-,"Sep 26, 1976 (23)",,"1,79m",right,-,2000
126,Vyacheslav Sobolev,Vostok-Altyn Oskemen,Right-Back,-,"Oct 13, 1984 (15)",,"1,69m",both,-,2000
127,Dmitriy Peil,Vostok-Altyn Oskemen,Midfielder,-,"Jul 19, 1980 (19)",,"1,80m",right,-,2000
128,Kazbek Kushebin,Vostok-Altyn Oskemen,Midfielder,-,"Jul 28, 1972 (27)",,"1,74m",,-,2000
129,Andrey Travin,Vostok-Altyn Oskemen,Defensive Midfield,-,"Apr 27, 1979 (20)",,"1,76m",left,-,2000
130,Nasiru Abdullahi,Vostok-Altyn Oskemen,Midfielder,-,"May 1, 1982 (17)",,-,,-,2000
131,Konstantin Zemtsov,Vostok-Altyn Oskemen,Midfielder,-,"Jul 24, 1980 (19)",,"1,82m",,-,2000
132,Evgeniy Sveshnikov,Vostok-Altyn Oskemen,Midfielder,-,"Oct 6, 1973 (26)",,N/Am,N/A,-,2000
133,Azat Kuldzhagazov,Vostok-Altyn Oskemen,Midfielder,-,"Aug 30, 1975 (24)",,-,,-,2000
134,Sergey Klimov,Vostok-Altyn Oskemen,Striker,-,"Jan 16, 1960 (39)",,"1,79m",,-,2000
135,Pavel Udalov,Vostok-Altyn Oskemen,Centre-Forward,-,"Jan 25, 1983 (16)",,"1,82m",right,-,2000
136,Charyar Mukhadov,Vostok-Altyn Oskemen,Centre-Forward,-,"Nov 12, 1969 (30)",,"1,78m",,-,2000
137,Emmanuel Obasi,Vostok-Altyn Oskemen,Striker,-,"Aug 24, 1980 (19)",,"1,87m",,-,2000
138,Sergey Danilov,Vostok-Altyn Oskemen,Striker,-,"Nov 17, 1984 (15)",,"1,76m",,-,2000
139,Evgeniy Karyagin,Vostok-Altyn Oskemen,Striker,-,"Jan 16, 1982 (17)",,"1,80m",,-,2000
140,Aleksandr Antropov,Vostok-Altyn Oskemen,Striker,-,"Jul 20, 1973 (26)",,"1,76m",,-,2000
141,Sergey Obryadov,Vostok-Altyn Oskemen,Striker,-,"Sep 22, 1971 (28)",,"1,74m",,-,2000
142,Evgeniy Shpak,Vostok-Altyn Oskemen,Striker,-,"Dec 26, 1983 (16)",,-,,-,2000
143,Gennadiy Zhylkin,Kaysar Kyzylorda,Goalkeeper,-,"Aug 3, 1969 (30)",,"1,89m",,-,2000
144,Andriy Poperezhay,Kaysar Kyzylorda,Goalkeeper,-,"Dec 29, 1975 (24)",,-,,-,2000
145,Aleksandr Rakhmanov,Kaysar Kyzylorda,Defender,-,"Aug 5, 1969 (30)",,"1,75m",,-,2000
146,Erlan Makhambediev,Kaysar Kyzylorda,Defender,-,"Mar 30, 1979 (20)",,"1,80m",right,-,2000
147,Kalandar Akhmedov,Kaysar Kyzylorda,Defender,-,"Aug 12, 1968 (31)",,"1,78m",,-,2000
148,Sergiy Valuev,Kaysar Kyzylorda,Defender,-,"Aug 14, 1975 (24)",,"1,69m",,-,2000
149,Sultan Abildaev,Kaysar Kyzylorda,Defender,-,"Mar 21, 1970 (29)",,"1,78m",,-,2000
150,Erlan Shoytymov,Kaysar Kyzylorda,Defender,-,"Apr 6, 1980 (19)",,"1,80m",,-,2000
151,Marat Sarsenov,Kaysar Kyzylorda,Defender,-,"Apr 12, 1972 (27)",,"1,80m",,-,2000
152,Bektas Ertaev,Kaysar Kyzylorda,Defender,-,"Nov 29, 1981 (18)",,"1,72m",,-,2000
153,Igor Svetachev,Kaysar Kyzylorda,Defender,-,"Aug 19, 1981 (18)",,"1,73m",,-,2000
154,Oleg Tymets,Kaysar Kyzylorda,Defender,-,"Sep 26, 1971 (28)",,"1,83m",,-,2000
155,Nurtugan Alibaev,Kaysar Kyzylorda,Midfielder,-,"Mar 17, 1978 (21)",,"1,69m",,-,2000
156,Talgat Syzdykov,Kaysar Kyzylorda,Midfielder,-,"Feb 23, 1978 (21)",,"1,82m",,-,2000
157,Pavel Kolotovkin,Kaysar Kyzylorda,Midfielder,-,"Oct 25, 1967 (32)",,"1,78m",,-,2000
158,Yevgen Bezzubko,Kaysar Kyzylorda,Midfielder,-,"Dec 25, 1971 (28)",,"1,80m",,-,2000
159,Marat Esmuratov,Kaysar Kyzylorda,Defensive Midfield,-,"Nov 9, 1961 (38)",,N/Am,N/A,-,2000
160,Vitaliy Vikhlyanov,Kaysar Kyzylorda,Midfielder,-,"Apr 14, 1974 (25)",,"1,75m",,-,2000
161,Sergey Tagiev,Kaysar Kyzylorda,Midfielder,-,"Sep 18, 1967 (32)",,-,,-,2000
162,Serik Dosmanbetov,Kaysar Kyzylorda,Centre-Forward,-,"Mar 8, 1982 (17)",,"1,78m",right,-,2000
163,Vladimir Loginov,Kaysar Kyzylorda,Centre-Forward,-,"Jan 5, 1974 (25)",,"1,84m",,-,2000
164,Artur Avakyants,Kaysar Kyzylorda,Striker,-,"Sep 30, 1972 (27)",,"1,71m",,-,2000
165,Nikolay Kalyabin,Ekibastuzets-NK Ekibastuz,Goalkeeper,-,"Dec 7, 1969 (30)",,"1,89m",,-,2000
166,Vladyslav Lysenko,Ekibastuzets-NK Ekibastuz,Goalkeeper,-,"Aug 13, 1979 (20)",,-,,-,2000
167,Ubaydulla Mutaliev,Ekibastuzets-NK Ekibastuz,Defender,-,"Jul 10, 1972 (27)",,-,,-,2000
168,Alevtin Osipov,Ekibastuzets-NK Ekibastuz,Defender,-,"May 13, 1969 (30)",,"1,78m",,-,2000
169,Vitaliy Sparyshev,Ekibastuzets-NK Ekibastuz,Defender,-,"Jun 26, 1967 (32)",,"1,82m",,-,2000
170,Pavel Yakupov,Ekibastuzets-NK Ekibastuz,Defender,-,"Aug 18, 1978 (21)",,"1,76m",,-,2000
171,Igor Pavlyuk,Ekibastuzets-NK Ekibastuz,Defender,-,"Mar 20, 1981 (18)",,"1,81m",,-,2000
172,Erbolat Baltabaev,Ekibastuzets-NK Ekibastuz,Defender,-,"Jan 27, 1976 (23)",,"1,78m",,-,2000
173,German Gorbunov,Ekibastuzets-NK Ekibastuz,Defender,-,"Dec 29, 1968 (31)",,-,,-,2000
174,Ivan Lavrenyuk,Ekibastuzets-NK Ekibastuz,Defender,-,"Nov 22, 1971 (28)",,-,,-,2000
175,Ilshat Mazidullin,Ekibastuzets-NK Ekibastuz,Defender,-,"May 3, 1976 (23)",,"1,77m",,-,2000
176,Rail Khamidulin,Ekibastuzets-NK Ekibastuz,Defender,-,"Dec 15, 1982 (17)",,-,,-,2000
177,Sergey Moskalenko,Ekibastuzets-NK Ekibastuz,Centre-Back,-,"Jun 19, 1980 (19)",,"1,85m",,-,2000
178,Talgat Baysufinov,Ekibastuzets-NK Ekibastuz,Defensive Midfield,-,"Sep 4, 1968 (31)",,"1,84m",,-,2000
179,Pavel Maltsev,Ekibastuzets-NK Ekibastuz,Midfielder,-,"Sep 18, 1981 (18)",,"1,74m",,-,2000
180,Kuanysh Sadykov,Ekibastuzets-NK Ekibastuz,Midfielder,-,"May 19, 1980 (19)",,"1,77m",,-,2000
181,Arsen Beysenov,Ekibastuzets-NK Ekibastuz,Midfielder,-,"Nov 11, 1979 (20)",,"1,78m",,-,2000
182,Murat Abdrakov,Ekibastuzets-NK Ekibastuz,Midfielder,-,"May 22, 1980 (19)",,-,,-,2000
183,Yuriy Kalaev,Ekibastuzets-NK Ekibastuz,Midfielder,-,"Nov 13, 1981 (18)",,"1,73m",,-,2000
184,Aleksey Patsukov,Ekibastuzets-NK Ekibastuz,Midfielder,-,"May 23, 1979 (20)",,"1,73m",,-,2000
185,Vitaliy Reshetnikov,Ekibastuzets-NK Ekibastuz,Midfielder,-,"Dec 19, 1972 (27)",,"1,79m",,-,2000
186,Aleksandr Bulgakov,Ekibastuzets-NK Ekibastuz,Centre-Forward,-,"Aug 9, 1977 (22)",,"1,86m",,-,2000
187,Igor Basmanov,Ekibastuzets-NK Ekibastuz,Striker,-,"Apr 14, 1972 (27)",,"1,79m",,-,2000
188,Nikolay Iskendirov,Ekibastuzets-NK Ekibastuz,Striker,-,"Sep 14, 1961 (38)",,-,,-,2000
189,Aleksandr Popov,Ekibastuzets-NK Ekibastuz,Striker,-,"May 14, 1977 (22)",,"1,70m",,-,2000
190,Dmitriy Khromushin,Ekibastuzets-NK Ekibastuz,Striker,-,"Sep 23, 1971 (28)",,-,,-,2000
191,Naken Kyrykbaev,FK Taraz,Goalkeeper,-,"Sep 29, 1975 (24)",,"1,83m",right,-,2000
192,Rinat Muftakhov,FK Taraz,Goalkeeper,-,"Jun 14, 1970 (29)",,"1,77m",,-,2000
193,Stanislav Saenko,FK Taraz,Goalkeeper,-,"Sep 23, 1981 (18)",,-,,-,2000
194,Bagdat Dostaev,FK Taraz,Defender,-,"Jun 6, 1979 (20)",,"1,80m",,-,2000
195,Samat Nauryzbaev,FK Taraz,Defender,-,"Sep 6, 1982 (17)",,"1,75m",,-,2000
196,Valeriy Valter,FK Taraz,Defender,-,"Nov 21, 1976 (23)",,-,,-,2000
197,Samat Mameshev,FK Taraz,Defender,-,"Mar 8, 1979 (20)",,"1,78m",,-,2000
198,Aleksandr Mironov,FK Taraz,Defender,-,"Jul 23, 1979 (20)",,-,,-,2000
199,Denis Murzin,FK Taraz,Defender,-,"Jul 21, 1980 (19)",,"1,76m",,-,2000
200,Kairzhan Abuov,FK Taraz,Defender,-,"Jan 16, 1972 (27)",,"1,72m",,-,2000
201,Mukhan Baskhanbaev,FK Taraz,Defender,-,"Jan 31, 1981 (18)",,-,,-,2000
202,Oleg Fedorov,FK Taraz,Defender,-,"Nov 26, 1977 (22)",,-,,-,2000
203,Denis Brosalin,FK Taraz,Defender,-,"Apr 1, 1979 (20)",,-,,-,2000
204,Otabek Dosumov,FK Taraz,Defender,-,"Oct 30, 1976 (23)",,-,,-,2000
205,Aleksandr Karsev,FK Taraz,Defender,-,"Apr 1, 1981 (18)",,-,,-,2000
206,Bekbolat Kenchimov,FK Taraz,Defender,-,"Mar 5, 1972 (27)",,-,,-,2000
207,Zhambul Kuanyshbaev,FK Taraz,Defender,-,"Jan 2, 1976 (23)",,-,,-,2000
208,Erkebulan Olmesov,FK Taraz,Defender,-,"Sep 26, 1981 (18)",,"1,72m",,-,2000
209,Vladimir Umarov,FK Taraz,Defender,-,"Jul 22, 1979 (20)",,-,,-,2000
210,Vladimir Yakovlev,FK Taraz,Centre-Back,-,"Aug 2, 1984 (15)",,"1,82m",right,-,2000
211,Kanatbek Musataev,FK Taraz,Centre-Back,-,"Jun 6, 1970 (29)",,"1,86m",,-,2000
212,Denis Popov,FK Taraz,Midfielder,-,"Mar 11, 1983 (16)",,"1,69m",,-,2000
213,Yorkin Nazarov,FK Taraz,Defensive Midfield,-,"Oct 11, 1974 (25)",,"1,78m",,-,2000
214,Evgeniy Kim,FK Taraz,Midfielder,-,"Feb 4, 1980 (19)",,-,,-,2000
215,Azizbek Khoshimov,FK Taraz,Midfielder,-,"Dec 23, 1977 (22)",,"1,73m",,-,2000
216,Dauren Otepbergenov,FK Taraz,Midfielder,-,"Feb 5, 1984 (15)",,"1,76m",,-,2000
217,Manar Nuftiev,FK Taraz,Midfielder,-,"Mar 9, 1972 (27)",,-,,-,2000
218,Sergey Tagiev,FK Taraz,Midfielder,-,"Sep 18, 1967 (32)",,-,,-,2000
219,Kairat Ashirbekov,FK Taraz,Attacking Midfield,-,"Oct 21, 1982 (17)",,"1,72m",left,-,2000
220,Dilmurad Nazarov,FK Taraz,Left Winger,-,"Apr 12, 1976 (23)",,"1,75m",,-,2000
221,Timur Sisenov,FK Taraz,Striker,-,"Jun 20, 1972 (27)",,"1,79m",,-,2000
222,Bauyrzhan Mazbaev,FK Taraz,Striker,-,"Jul 11, 1981 (18)",,"1,75m",,-,2000
223,Kairat Bilubaev,FK Taraz,Striker,-,"May 5, 1980 (19)",,-,,-,2000
224,Aleksandr Panov,Mangystau Aktau,Goalkeeper,-,"Mar 30, 1974 (25)",,"1,82m",,-,2000
225,Stanislav Tyshchenko,Mangystau Aktau,Goalkeeper,-,"Dec 26, 1974 (25)",,"1,87m",,-,2000
226,Danil Kurmaev,Mangystau Aktau,Goalkeeper,-,"Apr 16, 1982 (17)",,-,,-,2000
227,Aleksey Ladozhinskiy,Mangystau Aktau,Defender,-,"Feb 2, 1981 (18)",,-,,-,2000
228,Vitaliy Irzaev,Mangystau Aktau,Defender,-,"May 11, 1969 (30)",,-,,-,2000
229,Andrey Afelchenko,Mangystau Aktau,Defender,-,"Jul 2, 1968 (31)",,"1,78m",,-,2000
