,Player,Club,Position,Number,Date of Birth,Height,Foot,Joined,Market Value,Season
31,Ilya Yurov,Zhetysu Taldykorgan,Goalkeeper,-,"Sep 10, 1981 (26)",,"1,88m",right,-,2008
32,Aleksey Buluchevskiy,Zhetysu Taldykorgan,Goalkeeper,-,"Aug 8, 1987 (20)",,"1,89m",,-,2008
33,Constantin Munteanu,Zhetysu Taldykorgan,Defender,-,"Jul 16, 1976 (31)",,-,,-,2008
34,Dmitriy Turenko,Zhetysu Taldykorgan,Defender,-,"Jun 16, 1974 (33)",,-,,-,2008
35,Mukhamed Almamedov,Zhetysu Taldykorgan,Defender,-,"Dec 27, 1988 (19)",,"1,86m",,-,2008
36,Egor Azovskiy,Zhetysu Taldykorgan,Centre-Back,-,"Jan 10, 1985 (22)",,"1,87m",right,-,2008
37,Maksim Zhalmagambetov,Zhetysu Taldykorgan,Centre-Back,-,"Jul 11, 1983 (24)",,"1,95m",right,-,2008
38,Petar Stanisic,Zhetysu Taldykorgan,Centre-Back,-,"Sep 23, 1984 (23)",,"1,80m",right,-,2008
39,Oleksandr Krutskevych,Zhetysu Taldykorgan,Centre-Back,-,"Nov 13, 1980 (27)",,"1,90m",right,-,2008
40,Sergey Kutsov,Zhetysu Taldykorgan,Centre-Back,-,"Apr 23, 1977 (30)",,"1,91m",right,-,2008
41,Evgeniy Ovshinov,Zhetysu Taldykorgan,Centre-Back,-,"Oct 17, 1980 (27)",,"1,78m",right,-,2008
42,Maksim Zabelin,Zhetysu Taldykorgan,Centre-Back,-,"Feb 4, 1977 (30)",,"1,87m",left,-,2008
43,Lasha Tchelidze,Zhetysu Taldykorgan,Centre-Back,-,"Mar 13, 1985 (22)",,"1,90m",right,-,2008
44,Viktor Kovalev,Zhetysu Taldykorgan,Centre-Back,-,"Aug 25, 1980 (27)",,"1,90m",right,-,2008
45,Vladimir Berikbaev,Zhetysu Taldykorgan,Left-Back,-,"Feb 27, 1988 (19)",,"1,82m",left,-,2008
46,Aydar Kumisbekov,Zhetysu Taldykorgan,Right-Back,-,"Feb 9, 1979 (28)",,"1,77m",right,-,2008
47,Zakhar Korobov,Zhetysu Taldykorgan,Right-Back,-,"May 18, 1988 (19)",,"1,77m",right,-,2008
48,Askhat Mynbaev,Zhetysu Taldykorgan,Right-Back,-,"Feb 21, 1991 (16)",,"1,80m",right,-,2008
49,Dias Kamelov,Zhetysu Taldykorgan,Defensive Midfield,-,"May 29, 1981 (26)",,"1,74m",right,-,2008
50,Andrey Travin,Zhetysu Taldykorgan,Defensive Midfield,-,"Apr 27, 1979 (28)",,"1,76m",left,-,2008
51,Piraly Aliev,Zhetysu Taldykorgan,Defensive Midfield,-,"Jan 13, 1984 (23)",,"1,80m",right,-,2008
52,Kostyantyn Panin,Zhetysu Taldykorgan,Midfielder,-,"Dec 8, 1975 (32)",,"1,78m",,-,2008
53,Ruslan Mukhamedzhanov,Zhetysu Taldykorgan,Midfielder,-,"Jan 25, 1989 (18)",,"1,80m",,-,2008
54,Vladimir Tintor,Zhetysu Taldykorgan,Central Midfield,-,"Sep 1, 1979 (28)",,"1,82m",right,€500k,2008
55,Sinisa Brankovic,Zhetysu Taldykorgan,Central Midfield,-,"Jan 31, 1979 (28)",,"1,84m",right,€250k,2008
56,Ruslan Barzukaev,Zhetysu Taldykorgan,Central Midfield,-,"Dec 5, 1987 (20)",,"1,82m",right,-,2008
57,Dmitriy Mamonov,Zhetysu Taldykorgan,Central Midfield,-,"Apr 26, 1978 (29)",,"1,73m",right,-,2008
58,Denis Rodionov,Zhetysu Taldykorgan,Central Midfield,-,"Jul 26, 1985 (22)",,"1,78m",both,-,2008
59,Chingiz Abugaliev,Zhetysu Taldykorgan,Left Midfield,-,"Oct 11, 1986 (21)",,"1,87m",both,-,2008
60,Kuanysh Abdualiev,Zhetysu Taldykorgan,Left Midfield,-,"Nov 4, 1988 (19)",,"1,78m",left,-,2008
61,Vladislav Kiselev,Zhetysu Taldykorgan,Left Midfield,-,"Oct 12, 1980 (27)",,"1,78m",left,-,2008
62,Ruslan Mikhailov,Zhetysu Taldykorgan,Left Midfield,-,"Feb 22, 1979 (28)",,"1,72m",left,-,2008
63,Ionut Lutu,Zhetysu Taldykorgan,Attacking Midfield,-,"Aug 3, 1975 (32)",,"1,69m",right,€200k,2008
64,Maksim Azovskiy,Zhetysu Taldykorgan,Attacking Midfield,-,"Jun 4, 1986 (21)",,"1,89m",right,-,2008
65,Serikzhan Muzhikov,Zhetysu Taldykorgan,Attacking Midfield,-,"Jun 17, 1989 (18)",,"1,69m",right,-,2008
66,Vyacheslav Nurmagombetov,Zhetysu Taldykorgan,Right Winger,-,"Aug 10, 1984 (23)",,"1,84m",right,-,2008
67,Anton Sidelnikov,Zhetysu Taldykorgan,Right Winger,-,"Apr 17, 1981 (26)",,"1,76m",,-,2008
68,Erzat Kenbaev,Zhetysu Taldykorgan,Second Striker,-,"Apr 22, 1988 (19)",,"1,78m",right,-,2008
69,Guwancmuhammet Öwekow,Zhetysu Taldykorgan,Centre-Forward,-,"Feb 2, 1981 (26)",,"1,74m",right,€300k,2008
70,Andrey Salnikov,Zhetysu Taldykorgan,Centre-Forward,-,"Mar 13, 1982 (25)",,"1,90m",right,€250k,2008
71,Danilo Belic,Zhetysu Taldykorgan,Centre-Forward,-,"Nov 10, 1980 (27)",,"1,85m",right,-,2008
72,Georgi Daskalov,Zhetysu Taldykorgan,Centre-Forward,-,"Aug 3, 1981 (26)",,"1,88m",right,-,2008
73,Sergey Gridin,Zhetysu Taldykorgan,Centre-Forward,-,"May 20, 1987 (20)",,"1,95m",right,-,2008
74,Akhmet Alaydarov,Kaysar Kyzylorda,Goalkeeper,-,"Aug 19, 1983 (24)",,"1,83m",right,-,2008
75,Dmitriy Epifanov,Kaysar Kyzylorda,Goalkeeper,-,"Jan 31, 1978 (29)",,"1,90m",right,-,2008
76,Chingiz Tanatkanov,Kaysar Kyzylorda,Goalkeeper,-,"Jan 25, 1990 (17)",,"1,88m",right,-,2008
77,Aleksandr Moskalenko,Kaysar Kyzylorda,Defender,-,"Sep 18, 1976 (31)",,"1,83m",,-,2008
78,Timur Doshchanov,Kaysar Kyzylorda,Defender,-,"Feb 25, 1988 (19)",,"1,80m",,-,2008
79,Erlan Shoytymov,Kaysar Kyzylorda,Defender,-,"Apr 6, 1980 (27)",,"1,80m",,-,2008
80,Dmitriy Denisenya,Kaysar Kyzylorda,Defender,-,"Feb 14, 1988 (19)",,"1,78m",,-,2008
81,Erzhan Malikov,Kaysar Kyzylorda,Defender,-,"Aug 23, 1989 (18)",,"1,76m",,-,2008
82,Bekezhan Zhanataev,Kaysar Kyzylorda,Defender,-,"Jan 13, 1989 (18)",,"1,81m",,-,2008
83,Sergey Kutsov,Kaysar Kyzylorda,Centre-Back,-,"Apr 23, 1977 (30)",,"1,91m",right,-,2008
84,Evgeniy Ovshinov,Kaysar Kyzylorda,Centre-Back,-,"Oct 17, 1980 (27)",,"1,78m",right,-,2008
85,Aldan Baltaev,Kaysar Kyzylorda,Centre-Back,-,"Jan 15, 1989 (18)",,"1,85m",right,-,2008
86,Denys Stoyan,Kaysar Kyzylorda,Left-Back,-,"Aug 24, 1981 (26)",,"1,80m",,€400k,2008
87,Bagdat Ismailov,Kaysar Kyzylorda,Defensive Midfield,-,"Feb 23, 1991 (16)",,"1,65m",,-,2008
88,Suiyndyk Kushekov,Kaysar Kyzylorda,Midfielder,-,"May 7, 1990 (17)",,"1,74m",,-,2008
89,Aset Menlikhozha,Kaysar Kyzylorda,Midfielder,-,"Mar 13, 1989 (18)",,"1,79m",,-,2008
90,Talgat Syzdykov,Kaysar Kyzylorda,Midfielder,-,"Feb 23, 1978 (29)",,"1,82m",,-,2008
91,Abumuslim Bogatyrev,Kaysar Kyzylorda,Defensive Midfield,-,"Aug 28, 1984 (23)",,"1,73m",right,-,2008
92,Islam Zhunisbekov,Kaysar Kyzylorda,Midfielder,-,"Dec 26, 1981 (26)",,"1,70m",right,-,2008
93,Aydos Baytenov,Kaysar Kyzylorda,Midfielder,-,"Jan 8, 1988 (19)",,"1,71m",right,-,2008
94,Vladimir Shipilov,Kaysar Kyzylorda,Central Midfield,-,"Dec 5, 1972 (35)",,"1,79m",right,-,2008
95,Askhat Tagybergen,Kaysar Kyzylorda,Central Midfield,-,"Aug 9, 1990 (17)",,"1,79m",right,-,2008
96,Igor Voznesenski,Kaysar Kyzylorda,Right Midfield,-,"May 28, 1985 (22)",,"1,72m",right,€450k,2008
97,Askhat Borantaev,Kaysar Kyzylorda,Left Midfield,-,"Aug 22, 1978 (29)",,"1,70m",left,-,2008
98,Victor Berco,Kaysar Kyzylorda,Left Winger,-,"Apr 20, 1979 (28)",,"1,78m",right,-,2008
99,Daurenbek Tazhimbetov,Kaysar Kyzylorda,Centre-Forward,-,"Jul 2, 1985 (22)",,"1,84m",right,-,2008
100,Rafael Urazbakhtin,Kaysar Kyzylorda,Centre-Forward,-,"Nov 20, 1978 (29)",,"1,80m",right,-,2008
101,Oleg Khromtsov,Kaysar Kyzylorda,Centre-Forward,-,"May 30, 1983 (24)",,"1,86m",right,-,2008
102,Valentyn Gorkun,Kaysar Kyzylorda,Centre-Forward,-,"Jul 19, 1982 (25)",,"1,86m",,-,2008
103,Zhasulan Moldakaraev,Kaysar Kyzylorda,Centre-Forward,-,"May 7, 1987 (20)",,"1,80m",right,-,2008
104,Dastan Duysembaev,Kaysar Kyzylorda,Centre-Forward,-,"Apr 12, 1992 (15)",,"1,72m",right,-,2008
105,Galymzhan Umbetbaev,Kaysar Kyzylorda,Striker,-,"Feb 4, 1990 (17)",,"1,89m",,-,2008
106,Talgat Turmagambetov,Kaysar Kyzylorda,Striker,-,"Jan 26, 1990 (17)",,"1,76m",,-,2008
107,Aleksandr Mokin,Ordabasy Shymkent,Goalkeeper,-,"Jun 19, 1981 (26)",,"1,94m",right,-,2008
108,Almat Bekbaev,Ordabasy Shymkent,Goalkeeper,-,"Jul 14, 1984 (23)",,"1,94m",right,-,2008
109,Samat Otarbaev,Ordabasy Shymkent,Goalkeeper,-,"Feb 18, 1990 (17)",,"1,90m",right,-,2008
110,Oleg Shkred,Ordabasy Shymkent,Defender,-,"Oct 1, 1982 (25)",,"1,85m",,-,2008
111,Zhandos Ametov,Ordabasy Shymkent,Defender,-,"Feb 8, 1980 (27)",,"1,78m",,-,2008
112,Azamat Seytbekov,Ordabasy Shymkent,Defender,-,"Nov 22, 1988 (19)",,"1,76m",,-,2008
113,Aleksandr Kuchma,Ordabasy Shymkent,Centre-Back,-,"Dec 9, 1980 (27)",,"1,83m",right,€200k,2008
114,Mukhtar Mukhtarov,Ordabasy Shymkent,Centre-Back,-,"Jan 6, 1986 (21)",,"1,88m",right,-,2008
115,Sergey Kozyulin,Ordabasy Shymkent,Right-Back,-,"Aug 2, 1980 (27)",,"1,80m",right,-,2008
116,Dmitri Protorchin,Ordabasy Shymkent,Right-Back,-,"Jul 2, 1978 (29)",,"1,78m",right,-,2008
117,Bakdaulet Kozhabaev,Ordabasy Shymkent,Right-Back,-,"Jun 19, 1992 (15)",,"1,82m",right,-,2008
118,Nursayn Zholdasov,Ordabasy Shymkent,Right-Back,-,"May 11, 1991 (16)",,"1,82m",right,-,2008
119,Vladimir Zelenbaba,Ordabasy Shymkent,Defensive Midfield,-,"Feb 6, 1982 (25)",,"1,92m",right,-,2008
120,Bekzat Beysenov,Ordabasy Shymkent,Defensive Midfield,-,"Feb 18, 1987 (20)",,"1,82m",right,-,2008
121,Eduard Uchurov,Ordabasy Shymkent,Defensive Midfield,-,"Dec 20, 1979 (28)",,"1,74m",right,-,2008
122,Abzal Eshmanov,Ordabasy Shymkent,Midfielder,-,"Feb 5, 1990 (17)",,"1,67m",,-,2008
123,Malik Zhantleuov,Ordabasy Shymkent,Midfielder,-,"Feb 2, 1989 (18)",,"1,75m",,-,2008
124,Nursultan Darashov,Ordabasy Shymkent,Midfielder,-,"Jan 18, 1991 (16)",,"1,75m",,-,2008
125,Dauren Kenzhebek,Ordabasy Shymkent,Midfielder,-,"Mar 14, 1988 (19)",,"1,75m",,-,2008
126,Evgeniy Levin,Ordabasy Shymkent,Central Midfield,-,"Jul 12, 1992 (15)",,"1,74m",right,-,2008
127,Maksim Azovskiy,Ordabasy Shymkent,Attacking Midfield,-,"Jun 4, 1986 (21)",,"1,89m",right,-,2008
128,Dmitri Parkhachev,Ordabasy Shymkent,Left Winger,-,"Jan 2, 1985 (22)",,"1,80m",right,-,2008
129,Khasan Abdukarimov,Ordabasy Shymkent,Right Winger,-,"Mar 10, 1990 (17)",,"1,75m",right,-,2008
130,Mardan Tolebek,Ordabasy Shymkent,Right Winger,-,"Dec 18, 1990 (17)",,"1,74m",left,-,2008
131,Andrey Salnikov,Ordabasy Shymkent,Centre-Forward,-,"Mar 13, 1982 (25)",,"1,90m",right,€250k,2008
132,Murat Suyumagambetov,Ordabasy Shymkent,Centre-Forward,-,"Oct 14, 1983 (24)",,"1,81m",right,-,2008
133,Alibek Buleshev,Ordabasy Shymkent,Centre-Forward,-,"Apr 9, 1981 (26)",,"1,75m",right,-,2008
134,Tanat Nuserbaev,Ordabasy Shymkent,Centre-Forward,-,"Jan 1, 1987 (20)",,"1,75m",right,-,2008
135,Evgeni Chikrizov,Ordabasy Shymkent,Centre-Forward,-,"Jul 30, 1990 (17)",,"1,81m",right,-,2008
136,Valerijus Mizigurskis,Ordabasy Shymkent,Centre-Forward,-,"Apr 22, 1983 (24)",,"1,86m",both,-,2008
137,Daniil Rikhard,Irtysh Pavlodar,Goalkeeper,-,"Feb 27, 1974 (33)",,"1,90m",right,-,2008
138,Anton Tsirin,Irtysh Pavlodar,Goalkeeper,-,"Aug 10, 1987 (20)",,"1,98m",right,-,2008
139,Nikita Kalmykov,Irtysh Pavlodar,Goalkeeper,-,"Aug 24, 1989 (18)",,"1,87m",right,-,2008
140,Ruslan Gumar,Irtysh Pavlodar,Defender,-,"Nov 18, 1973 (34)",,"1,81m",,-,2008
141,Andrey Shetle,Irtysh Pavlodar,Defender,-,"Apr 27, 1991 (16)",,"1,82m",,-,2008
142,Vladislav Chernyshov,Irtysh Pavlodar,Centre-Back,-,"Mar 16, 1981 (26)",,"1,86m",right,-,2008
143,Yuriy Kolomyts,Irtysh Pavlodar,Centre-Back,-,"Apr 30, 1979 (28)",,"1,81m",left,-,2008
144,Laurynas Rimavicius,Irtysh Pavlodar,Centre-Back,-,"Oct 21, 1985 (22)",,N/Am,N/A,-,2008
145,Eldos Akhmetov,Irtysh Pavlodar,Centre-Back,-,"Jun 1, 1990 (17)",,"1,87m",right,-,2008
146,Denis Shchetkin,Irtysh Pavlodar,Centre-Back,-,"Sep 14, 1982 (25)",,"1,85m",right,-,2008
147,Sergey Kirov,Irtysh Pavlodar,Centre-Back,-,"Feb 4, 1978 (29)",,"1,83m",,-,2008
148,Dimitar Nakov,Irtysh Pavlodar,Left-Back,-,"Oct 18, 1980 (27)",,"1,84m",left,-,2008
149,Dmitriy Shomko,Irtysh Pavlodar,Left-Back,-,"Mar 19, 1990 (17)",,"1,85m",left,-,2008
150,Vyacheslav Sobolev,Irtysh Pavlodar,Right-Back,-,"Oct 13, 1984 (23)",,"1,69m",both,-,2008
151,Sergey Ivanov,Irtysh Pavlodar,Central Midfield,-,"May 30, 1980 (27)",,"1,78m",right,-,2008
152,Konstantin Zotov,Irtysh Pavlodar,Central Midfield,-,"Jan 14, 1986 (21)",,"1,80m",right,-,2008
153,Aleksandr Andreev,Irtysh Pavlodar,Central Midfield,-,"Sep 9, 1986 (21)",,"1,79m",right,-,2008
154,Vladimir Noskov,Irtysh Pavlodar,Central Midfield,-,"Jan 28, 1986 (21)",,"1,77m",right,-,2008
155,Anton Derkach,Irtysh Pavlodar,Central Midfield,-,"May 3, 1991 (16)",,"1,84m",,-,2008
156,Igor Yurin,Irtysh Pavlodar,Attacking Midfield,-,"Jul 3, 1982 (25)",,"1,71m",right,-,2008
157,Dmitri Parkhamchuk,Irtysh Pavlodar,Attacking Midfield,-,"Mar 7, 1987 (20)",,"1,80m",right,-,2008
158,Konstantin Zarechnyi,Irtysh Pavlodar,Left Winger,-,"Feb 14, 1984 (23)",,"1,79m",both,-,2008
159,Pavel Shabalin,Irtysh Pavlodar,Right Winger,-,"Oct 23, 1988 (19)",,"1,72m",right,-,2008
160,Boris Kondev,Irtysh Pavlodar,Centre-Forward,-,"Aug 28, 1979 (28)",,"1,82m",both,€200k,2008
161,Eduard Zatsepin,Irtysh Pavlodar,Centre-Forward,-,"Apr 27, 1974 (33)",,"1,82m",right,€50k,2008
162,Gleb Maltsev,Irtysh Pavlodar,Centre-Forward,-,"Mar 7, 1988 (19)",,"1,87m",right,-,2008
163,Georgi Daskalov,Irtysh Pavlodar,Centre-Forward,-,"Aug 3, 1981 (26)",,"1,88m",right,-,2008
164,Denis Malinin,Irtysh Pavlodar,Centre-Forward,-,"Jun 11, 1983 (24)",,"1,78m",right,-,2008
165,Timur Bayzhanov,Irtysh Pavlodar,Centre-Forward,-,"Mar 30, 1990 (17)",,"1,85m",right,-,2008
166,Vitaliy Goloveshkin,Irtysh Pavlodar,Centre-Forward,-,"Nov 10, 1989 (18)",,"1,79m",right,-,2008
167,Valentin Reznikov,Irtysh Pavlodar,Centre-Forward,-,"Mar 15, 1988 (19)",,"1,93m",,-,2008
168,David Loria,Shakhter Karaganda,Goalkeeper,-,"Oct 31, 1981 (26)",,"1,83m",right,-,2008
169,Aleksandr Grigorenko,Shakhter Karaganda,Goalkeeper,-,"Feb 6, 1985 (22)",,"1,82m",right,-,2008
170,Sergiy Sarana,Shakhter Karaganda,Goalkeeper,-,"Dec 7, 1978 (29)",,"1,86m",,-,2008
171,Igor Shatskiy,Shakhter Karaganda,Goalkeeper,-,"May 11, 1989 (18)",,"1,85m",right,-,2008
172,Fedor Rudenko,Shakhter Karaganda,Defender,-,"Mar 28, 1990 (17)",,"1,87m",,-,2008
173,Bauyrzhan Naurzbaev,Shakhter Karaganda,Defender,-,"May 8, 1987 (20)",,-,right,-,2008
174,Evgeniy Panashchenko,Shakhter Karaganda,Defender,-,"Apr 27, 1988 (19)",,"1,86m",,-,2008
175,Oleg Kornienko,Shakhter Karaganda,Centre-Back,-,"May 28, 1973 (34)",,"1,82m",right,-,2008
176,Aleksandr Kislitsyn,Shakhter Karaganda,Centre-Back,-,"Mar 8, 1986 (21)",,"1,89m",right,-,2008
177,Vitaliy Artemov,Shakhter Karaganda,Centre-Back,-,"Feb 16, 1979 (28)",,"1,92m",both,-,2008
178,Ivan Shevchenko,Shakhter Karaganda,Centre-Back,-,"Sep 10, 1987 (20)",,"1,85m",right,-,2008
179,Evgeni Azamatov,Shakhter Karaganda,Centre-Back,-,"Mar 21, 1990 (17)",,"1,87m",right,-,2008
180,Veaceslav Rusnac,Shakhter Karaganda,Left-Back,-,"Aug 27, 1975 (32)",,"1,75m",left,-,2008
181,Maksim Samchenko,Shakhter Karaganda,Left-Back,-,"May 5, 1979 (28)",,"1,80m",left,-,2008
182,Igor Soloshenko,Shakhter Karaganda,Left-Back,-,"May 22, 1979 (28)",,"1,81m",left,-,2008
183,Aleksey Danaev,Shakhter Karaganda,Left-Back,-,"Sep 1, 1979 (28)",,"1,83m",left,-,2008
184,Ilnur Mangutkin,Shakhter Karaganda,Left-Back,-,"Sep 16, 1986 (21)",,"1,76m",right,-,2008
185,Sasa Djordjevic,Shakhter Karaganda,Right-Back,-,"Aug 4, 1981 (26)",,"1,86m",right,-,2008
186,Evgeniy Tarasov,Shakhter Karaganda,Right-Back,-,"Apr 16, 1985 (22)",,"1,83m",right,-,2008
187,Samson Godwin,Shakhter Karaganda,Defensive Midfield,-,"Nov 11, 1983 (24)",,"1,78m",right,-,2008
188,Mikhail Glushko,Shakhter Karaganda,Defensive Midfield,-,"Jan 3, 1984 (23)",,"1,86m",right,-,2008
189,Anatoliy Bogdanov,Shakhter Karaganda,Defensive Midfield,-,"Jun 7, 1981 (26)",,"1,86m",right,-,2008
190,Igor Pikalkin,Shakhter Karaganda,Defensive Midfield,-,"Mar 19, 1992 (15)",,"1,82m",right,-,2008
191,Zhasulan Kusainov,Shakhter Karaganda,Midfielder,-,"Dec 23, 1989 (18)",,-,,-,2008
192,Lasha Nozadze,Shakhter Karaganda,Central Midfield,-,"Mar 18, 1980 (27)",,"1,80m",right,-,2008
193,Viktor Kozhushko,Shakhter Karaganda,Central Midfield,-,"Feb 3, 1981 (26)",,"1,75m",right,-,2008
194,Aslan Darabaev,Shakhter Karaganda,Central Midfield,-,"Jan 21, 1989 (18)",,"1,79m",right,-,2008
195,Sergey Kostyuk,Shakhter Karaganda,Central Midfield,-,"Nov 30, 1978 (29)",,"1,77m",right,-,2008
196,Evgeniy Lovchev,Shakhter Karaganda,Right Midfield,-,"Aug 6, 1975 (32)",,"1,79m",right,-,2008
197,Kairat Ashirbekov,Shakhter Karaganda,Attacking Midfield,-,"Oct 21, 1982 (25)",,"1,72m",left,-,2008
198,Evgeniy Lunev,Shakhter Karaganda,Attacking Midfield,-,"Apr 26, 1976 (31)",,"1,86m",right,-,2008
199,Ruslan Kenetaev,Shakhter Karaganda,Right Winger,-,"Mar 21, 1988 (19)",,"1,73m",right,-,2008
200,Ivan Peric,Shakhter Karaganda,Centre-Forward,-,"May 5, 1982 (25)",,"1,89m",right,€100k,2008
201,Milan Pacanda,Shakhter Karaganda,Striker,-,"Feb 28, 1978 (29)",,"1,72m",both,-,2008
202,Andrey Finonchenko,Shakhter Karaganda,Centre-Forward,-,"Jun 21, 1982 (25)",,"1,77m",right,-,2008
203,Murat Suyumagambetov,Shakhter Karaganda,Centre-Forward,-,"Oct 14, 1983 (24)",,"1,81m",right,-,2008
204,Sergey Schaff,Shakhter Karaganda,Centre-Forward,-,"Apr 15, 1988 (19)",,"1,87m",right,-,2008
205,Nikolay Pengrin,Shakhter Karaganda,Striker,-,"Aug 7, 1984 (23)",,-,,-,2008
206,Dmitriy Khomenko,Shakhter Karaganda,Striker,-,"Sep 25, 1986 (21)",,"1,80m",,-,2008
207,Igor Osipchuk,Vostok Oskemen,Goalkeeper,-,"Aug 2, 1975 (32)",,"1,83m",right,-,2008
208,Yuriy Tsygalko,Vostok Oskemen,Goalkeeper,-,"May 27, 1983 (24)",,"1,89m",right,-,2008
209,Dmitriy Dralov,Vostok Oskemen,Goalkeeper,-,"Jun 22, 1984 (23)",,"1,87m",,-,2008
210,Arlan Sandybaev,Vostok Oskemen,Goalkeeper,-,"May 28, 1990 (17)",,"1,85m",right,-,2008
211,Zviad Jeladze,Vostok Oskemen,Defender,-,"Dec 16, 1973 (34)",,N/Am,N/A,-,2008
212,Denis Proskurin,Vostok Oskemen,Defender,-,"Apr 3, 1979 (28)",,"1,75m",,-,2008
213,Serikbek Kapparov,Vostok Oskemen,Defender,-,"Apr 1, 1988 (19)",,"1,77m",,-,2008
214,Egor Skulkin,Vostok Oskemen,Defender,-,"Mar 1, 1989 (18)",,-,,-,2008
215,Dmitriy Davydov,Vostok Oskemen,Defender,-,"Aug 30, 1988 (19)",,"1,76m",,-,2008
216,Anton Moltusinov,Vostok Oskemen,Centre-Back,-,"May 18, 1988 (19)",,"1,84m",right,-,2008
217,Maksim Zuev,Vostok Oskemen,Centre-Back,-,"Apr 27, 1983 (24)",,"1,89m",right,-,2008
218,Vitaliy Tikhonov,Vostok Oskemen,Centre-Back,-,"Jan 31, 1984 (23)",,"1,87m",,-,2008
219,Oleg Sabirov,Vostok Oskemen,Left-Back,-,"Mar 13, 1978 (29)",,"1,81m",right,-,2008
220,Mikhail Gabyshev,Vostok Oskemen,Right-Back,-,"Jan 2, 1990 (17)",,"1,85m",right,-,2008
221,Serik Zheylitbaev,Vostok Oskemen,Midfielder,-,"Aug 23, 1974 (33)",,"1,77m",,-,2008
