,Player,Club,Position,Number,Date of Birth,Height,Foot,Joined,Market Value,Season
82,Asan Bitekenov,Tobol Kostanay,Defensive Midfield,-,"Oct 7, 2003 (17)",,"1,77m",right,-,2021
83,Toktar Baydavletov,Tobol Kostanay,Defensive Midfield,31,"Feb 23, 2004 (16)",,"1,60m",,-,2021
84,Dmitriy Panov,Tobol Kostanay,Defensive Midfield,32,"Dec 7, 2001 (19)",,"1,81m",left,-,2021
85,Askhat Tagybergen,Tobol Kostanay,Central Midfield,8,"Aug 9, 1990 (30)",,"1,79m",right,€800k,2021
86,Chidi Osuchukwu,Tobol Kostanay,Central Midfield,-,"Oct 11, 1993 (27)",,"1,76m",left,€300k,2021
87,Samat Zharynbetov,Tobol Kostanay,Central Midfield,14,"Jan 4, 1994 (26)",,"1,74m",right,€200k,2021
88,Nurbek Bayzhanov,Tobol Kostanay,Central Midfield,-,"Apr 4, 2003 (17)",,"1,74m",,-,2021
89,Ruslan Valiullin,Tobol Kostanay,Left Midfield,17,"Sep 9, 1994 (26)",,"1,80m",left,€700k,2021
90,Rudi Pozeg Vancas,Tobol Kostanay,Attacking Midfield,94,"Mar 15, 1994 (26)",,"1,74m",right,€1.00m,2021
91,Jérémy Manzorro,Tobol Kostanay,Attacking Midfield,-,"Nov 11, 1991 (29)",,"1,73m",right,€900k,2021
92,Serikzhan Muzhikov,Tobol Kostanay,Attacking Midfield,10,"Jun 17, 1989 (31)",,"1,69m",right,€600k,2021
93,Vladislav Vasiljev,Tobol Kostanay,Attacking Midfield,-,"Apr 10, 1997 (23)",,"1,76m",left,€500k,2021
94,Beybit Galym,Tobol Kostanay,Attacking Midfield,51,"Oct 25, 2004 (16)",,"1,75m",right,-,2021
95,Miljan Vukadinovic,Tobol Kostanay,Left Winger,-,"Dec 27, 1992 (28)",,"1,80m",right,€1.20m,2021
96,Rúben Brígido,Tobol Kostanay,Left Winger,18,"Jun 23, 1991 (29)",,"1,72m",both,€600k,2021
97,Azat Nurgaliev,Tobol Kostanay,Left Winger,13,"Jun 30, 1986 (34)",,"1,73m",both,€350k,2021
98,Zhaslan Zhumashev,Tobol Kostanay,Left Winger,20,"Sep 27, 2001 (19)",,"1,75m",both,€50k,2021
99,Ali Abdibek,Tobol Kostanay,Left Winger,46,"Jun 23, 2003 (17)",,"1,76m",,-,2021
100,Bekzat Zhaparov,Tobol Kostanay,Left Winger,50,"Mar 5, 2002 (18)",,"1,77m",,-,2021
101,Zoran Tosic,Tobol Kostanay,Right Winger,11,"Apr 28, 1987 (33)",,"1,71m",left,€700k,2021
102,Toni Silva,Tobol Kostanay,Right Winger,15,"Sep 15, 1993 (27)",,"1,79m",left,€400k,2021
103,Daniil Dubrovin,Tobol Kostanay,Right Winger,-,"Jul 11, 2002 (18)",,"1,77m",,-,2021
104,Nurali Zhaksylyk,Tobol Kostanay,Right Winger,-,"Nov 4, 2004 (16)",,"1,81m",left,-,2021
105,Matvey Tsoy,Tobol Kostanay,Right Winger,54,"Nov 9, 2004 (16)",,"1,75m",,-,2021
106,Igor Sergeev,Tobol Kostanay,Centre-Forward,77,"Apr 30, 1993 (27)",,"1,85m",left,€1.50m,2021
107,Nemanja Nikolic,Tobol Kostanay,Centre-Forward,-,"Oct 19, 1992 (28)",,"1,88m",both,€1.20m,2021
108,Elguja Lobjanidze,Tobol Kostanay,Centre-Forward,99,"Sep 17, 1992 (28)",,"1,93m",right,€600k,2021
109,Serges Deblé,Tobol Kostanay,Centre-Forward,-,"Oct 1, 1989 (31)",,"1,71m",right,€325k,2021
110,Aybar Zhaksylykov,Tobol Kostanay,Centre-Forward,44,"Jul 24, 1997 (23)",,"1,84m",right,€300k,2021
111,Dias Nurkanov,Tobol Kostanay,Centre-Forward,-,"Nov 14, 2003 (17)",,"1,86m",,-,2021
112,Ali Akhmet,Tobol Kostanay,Centre-Forward,-,"Feb 13, 2003 (17)",,"1,78m",,-,2021
113,Bekzat Ermekbaev,Tobol Kostanay,Centre-Forward,39,"Dec 6, 2001 (19)",,"1,73m",right,-,2021
114,Stas Pokatilov,FK Aktobe,Goalkeeper,1,"Dec 8, 1992 (28)",,"1,90m",right,€1.50m,2021
115,Sasa Stamenkovic,FK Aktobe,Goalkeeper,20,"Jan 5, 1985 (35)",,"1,94m",right,€150k,2021
116,Evgeniy Sitdikov,FK Aktobe,Goalkeeper,55,"Jun 25, 2001 (19)",,"1,89m",right,€25k,2021
117,Temirlan Erlanov,FK Aktobe,Centre-Back,23,"Jul 9, 1993 (27)",,"1,90m",right,€1.50m,2021
118,Alibek Kasym,FK Aktobe,Centre-Back,6,"May 27, 1998 (22)",,"1,93m",right,€300k,2021
119,Rustam Temirkhan,FK Aktobe,Centre-Back,26,"Aug 10, 1997 (23)",,"1,82m",left,€200k,2021
120,Dmitriy Shomko,FK Aktobe,Left-Back,77,"Mar 19, 1990 (30)",,"1,85m",left,€1.50m,2021
121,Alisher Azhimov,FK Aktobe,Left-Back,12,"May 29, 2001 (19)",,"1,78m",left,€250k,2021
122,Adilkhan Tanzharikov,FK Aktobe,Right-Back,31,"Nov 25, 1996 (24)",,"1,75m",both,€300k,2021
123,Eskendir Kybyray,FK Aktobe,Right-Back,16,"Aug 14, 1997 (23)",,"1,83m",right,€150k,2021
124,Vladimir Ghinaitis,FK Aktobe,Right-Back,30,"Mar 30, 1995 (25)",,"1,80m",both,€75k,2021
125,Doszhan Sabitov,FK Aktobe,Right-Back,-,"Sep 27, 2003 (17)",,"1,74m",right,-,2021
126,Ruslan Kambolov,FK Aktobe,Defensive Midfield,88,"Jan 1, 1990 (30)",,"1,80m",right,€1.50m,2021
127,Yuriy Logvinenko,FK Aktobe,Defensive Midfield,27,"Jul 22, 1988 (32)",,"1,87m",left,€400k,2021
128,Arturas Zulpa,FK Aktobe,Defensive Midfield,44,"Jun 10, 1990 (30)",,"1,88m",right,€400k,2021
129,Joachim Adukor,FK Aktobe,Defensive Midfield,25,"May 2, 1993 (27)",,"1,86m",left,€150k,2021
130,Ramazan Orazov,FK Aktobe,Central Midfield,17,"Jan 30, 1998 (22)",,"1,76m",right,€350k,2021
131,Nikita Malyarov,FK Aktobe,Central Midfield,90,"Oct 23, 1989 (31)",,"1,82m",right,€250k,2021
132,Nurdaulet Izbasarov,FK Aktobe,Central Midfield,76,"Mar 17, 2002 (18)",,"1,75m",right,-,2021
133,Dias Andyrmash,FK Aktobe,Left Midfield,71,"Jun 28, 2001 (19)",,"1,72m",right,-,2021
134,Arman Kenesov,FK Aktobe,Attacking Midfield,19,"Sep 4, 2000 (20)",,"1,72m",left,€250k,2021
135,Bauyrzhan Baytana,FK Aktobe,Attacking Midfield,-,"May 6, 1992 (28)",,"1,74m",both,€175k,2021
136,Vitaliy Balashov,FK Aktobe,Left Winger,7,"Jan 15, 1991 (29)",,"1,77m",both,€400k,2021
137,Hugo Vidémont,FK Aktobe,Left Winger,11,"Feb 19, 1993 (27)",,"1,74m",right,€325k,2021
138,Maksim Samorodov,FK Aktobe,Left Winger,10,"Jun 29, 2002 (18)",,"1,78m",right,€150k,2021
139,Ernest Antwi,FK Aktobe,Left Winger,-,"Sep 9, 1995 (25)",,"1,78m",left,€100k,2021
140,China,FK Aktobe,Right Winger,9,"Aug 2, 1996 (24)",,"1,79m",right,€300k,2021
141,Islam Amangali,FK Aktobe,Right Winger,-,"Jul 9, 2003 (17)",,"1,73m",both,-,2021
142,Alibek Zhardemov,FK Aktobe,Right Winger,-,"Aug 31, 2001 (19)",,"1,78m",,-,2021
143,Serder Serderov,FK Aktobe,Centre-Forward,28,"Mar 10, 1994 (26)",,"1,77m",both,€400k,2021
144,Gerard Gohou,FK Aktobe,Centre-Forward,22,"Dec 29, 1988 (32)",,"1,84m",right,€175k,2021
145,Tauipbek Ornalin,FK Aktobe,Centre-Forward,79,"Jan 7, 2001 (19)",,"1,91m",right,-,2021
146,Marsel Islamkulov,FK Aksu,Goalkeeper,1,"Apr 18, 1994 (26)",,"1,88m",right,€250k,2021
147,Mikhail Golubnichiy,FK Aksu,Goalkeeper,31,"Jan 31, 1995 (25)",,"1,88m",right,€100k,2021
148,Yevgeniy Kucherenko,FK Aksu,Goalkeeper,71,"Aug 27, 1999 (21)",,"1,92m",left,€100k,2021
149,Ali Gadzhibekov,FK Aksu,Centre-Back,6,"Aug 6, 1989 (31)",,"1,85m",right,€400k,2021
150,Oleksiy Dytyatyev,FK Aksu,Centre-Back,-,"Nov 7, 1988 (32)",,"1,96m",right,€300k,2021
151,Faith Obilor,FK Aksu,Centre-Back,75,"Mar 5, 1991 (29)",,"1,89m",right,€250k,2021
152,Ular Zhaksybaev,FK Aksu,Centre-Back,8,"Oct 20, 1994 (26)",,"1,80m",right,€150k,2021
153,Artem Popov,FK Aksu,Centre-Back,57,"Jan 17, 1998 (22)",,"1,88m",right,€150k,2021
154,Pavel Barkunov,FK Aksu,Centre-Back,27,"Mar 22, 1999 (21)",,"1,86m",right,€75k,2021
155,Gafurzhan Suyumbaev,FK Aksu,Left-Back,5,"Aug 19, 1990 (30)",,"1,75m",left,€1.30m,2021
156,Grigoriy Sartakov,FK Aksu,Left-Back,19,"Aug 19, 1994 (26)",,"1,85m",left,€125k,2021
157,Aleksey Skvortsov,FK Aksu,Left-Back,-,"May 28, 2000 (20)",,"1,78m",left,€50k,2021
158,Islam Zhilov,FK Aksu,Right-Back,3,"Nov 29, 1997 (23)",,"1,74m",right,€200k,2021
159,Kayrat Zhyrgalbek uulu,FK Aksu,Right-Back,40,"Jun 13, 1993 (27)",,"1,77m",right,€200k,2021
160,Ruslan Esimov,FK Aksu,Right-Back,-,"Apr 28, 1990 (30)",,"1,82m",right,€150k,2021
161,Aybol Abiken,FK Aksu,Defensive Midfield,96,"Jun 1, 1996 (24)",,"1,79m",right,€1.30m,2021
162,Yevgen Zadoya,FK Aksu,Defensive Midfield,91,"Jan 5, 1991 (29)",,"1,79m",right,€300k,2021
163,Mikhail Bakaev,FK Aksu,Defensive Midfield,88,"Aug 5, 1987 (33)",,"1,75m",right,€200k,2021
164,Gilson Costa,FK Aksu,Defensive Midfield,-,"Sep 24, 1996 (24)",,"1,85m",right,€50k,2021
165,May Mahlangu,FK Aksu,Central Midfield,99,"May 1, 1989 (31)",,"1,73m",both,€700k,2021
166,Lazar Zlicic,FK Aksu,Central Midfield,-,"Feb 7, 1997 (23)",,"1,82m",right,€300k,2021
167,Rafail Ospanov,FK Aksu,Central Midfield,10,"Nov 5, 1997 (23)",,"1,81m",right,€200k,2021
168,Zhaslan Kairkenov,FK Aksu,Central Midfield,87,"Mar 27, 2000 (20)",,"1,75m",right,€200k,2021
169,Anatoliy Krasotin,FK Aksu,Central Midfield,20,"Feb 21, 2000 (20)",,"1,73m",both,€50k,2021
170,Dmitriy Bachek,FK Aksu,Attacking Midfield,23,"Dec 13, 2000 (20)",,"1,68m",left,€100k,2021
171,Izat Kulzhanov,FK Aksu,Attacking Midfield,14,"Jul 18, 2001 (19)",,"1,71m",right,€25k,2021
172,Matvey Matvienko,FK Aksu,Attacking Midfield,77,"Apr 22, 1995 (25)",,"1,81m",right,-,2021
173,Aslanbek Kakimov,FK Aksu,Left Winger,7,"Oct 2, 1993 (27)",,"1,77m",right,€300k,2021
174,Georgiy Zakharenko,FK Aksu,Left Winger,98,"Jan 12, 1998 (22)",,"1,78m",right,€25k,2021
175,Erkebulan Tungyshbaev,FK Aksu,Right Winger,21,"Jan 14, 1995 (25)",,"1,82m",right,€500k,2021
176,Toni Silva,FK Aksu,Right Winger,-,"Sep 15, 1993 (27)",,"1,79m",left,€400k,2021
177,Damir Marat,FK Aksu,Right Winger,11,"Nov 5, 2000 (20)",,"1,75m",right,€50k,2021
178,Tamerlan Agimanov,FK Aksu,Right Winger,25,"Aug 16, 2006 (14)",,"1,77m",right,-,2021
179,Sam Johnson,FK Aksu,Centre-Forward,9,"May 6, 1993 (27)",,"1,80m",right,€650k,2021
180,Sergey Khizhnichenko,FK Aksu,Centre-Forward,-,"Jul 17, 1991 (29)",,"1,87m",right,€400k,2021
181,Arman Smailov,FK Aksu,Centre-Forward,18,"May 4, 1997 (23)",,"1,86m",right,€125k,2021
182,Marlen Aymanov,FK Aksu,Centre-Forward,-,"Jun 14, 1999 (21)",,"1,91m",right,€50k,2021
183,Miras Turlybek,FK Aksu,Centre-Forward,17,"Jul 17, 2001 (19)",,"1,90m",right,-,2021
184,Risto Jankov,Kaspiy Aktau,Goalkeeper,29,"Sep 5, 1998 (22)",,"1,90m",right,€300k,2021
185,Aleksey Kozlov,Kaspiy Aktau,Goalkeeper,-,"Jan 23, 1999 (21)",,"1,86m",left,€150k,2021
186,Nurlybek Ayazbaev,Kaspiy Aktau,Goalkeeper,1,"Jan 24, 1991 (29)",,"1,83m",right,€125k,2021
187,Olzhas Mukhanov,Kaspiy Aktau,Goalkeeper,35,"Oct 27, 1997 (23)",,"1,86m",right,€125k,2021
188,Dauren Zholdybay,Kaspiy Aktau,Goalkeeper,-,"Nov 3, 2004 (16)",,"1,80m",right,-,2021
189,Taras Bondarenko,Kaspiy Aktau,Centre-Back,14,"Sep 23, 1992 (28)",,"1,87m",right,€600k,2021
190,Viktor Dmitrenko,Kaspiy Aktau,Centre-Back,28,"Apr 4, 1991 (29)",,"1,90m",right,€600k,2021
191,Artem Baranovskyi,Kaspiy Aktau,Centre-Back,22,"Mar 17, 1990 (30)",,"1,90m",right,€400k,2021
192,Erlan Kadyrbaev,Kaspiy Aktau,Centre-Back,4,"Oct 5, 1991 (29)",,"1,81m",right,€100k,2021
193,Maksat Taykenov,Kaspiy Aktau,Left-Back,19,"Aug 14, 1997 (23)",,"1,69m",left,€250k,2021
194,Niyaz Shugaev,Kaspiy Aktau,Left-Back,98,"Sep 14, 1998 (22)",,"1,80m",right,€150k,2021
195,Anuar Bekmyrza,Kaspiy Aktau,Left-Back,3,"May 7, 2001 (19)",,"1,75m",left,-,2021
196,Ruslan Zhanysbaev,Kaspiy Aktau,Right-Back,20,"Nov 4, 1995 (25)",,"1,78m",right,€150k,2021
197,Duman Narzildaev,Kaspiy Aktau,Defensive Midfield,11,"Sep 6, 1993 (27)",,"1,78m",right,€750k,2021
198,Miras Tuliev,Kaspiy Aktau,Defensive Midfield,-,"Aug 30, 1994 (26)",,"1,78m",right,€200k,2021
199,Chafik Tigroudja,Kaspiy Aktau,Central Midfield,48,"Jan 16, 1992 (28)",,"1,76m",left,€250k,2021
200,Bekzat Kabylan,Kaspiy Aktau,Central Midfield,7,"Mar 3, 1996 (24)",,"1,62m",right,€125k,2021
201,Kuandyk Nursultanov,Kaspiy Aktau,Central Midfield,23,"Apr 24, 1999 (21)",,"1,75m",right,€100k,2021
202,Darkhan Berdibek,Kaspiy Aktau,Central Midfield,-,"May 31, 2004 (16)",,"1,79m",right,-,2021
203,Erkebulan Nurgaliev,Kaspiy Aktau,Attacking Midfield,8,"Sep 12, 1993 (27)",,"1,70m",right,€300k,2021
204,Nikola Cuckic,Kaspiy Aktau,Attacking Midfield,24,"Apr 11, 1997 (23)",,"1,75m",right,€150k,2021
205,Ivan Pesic,Kaspiy Aktau,Left Winger,-,"Apr 6, 1992 (28)",,"1,84m",right,€600k,2021
206,Rúben Brígido,Kaspiy Aktau,Left Winger,-,"Jun 23, 1991 (29)",,"1,72m",both,€600k,2021
207,Alisher Suley,Kaspiy Aktau,Left Winger,-,"Nov 1, 1995 (25)",,"1,78m",right,€300k,2021
208,Pavel Kireenko,Kaspiy Aktau,Left Winger,13,"Jun 14, 1994 (26)",,"1,75m",left,€275k,2021
209,Arman Nusip,Kaspiy Aktau,Left Winger,47,"Jan 22, 1994 (26)",,"1,80m",right,€225k,2021
210,Rati Ardazishvili,Kaspiy Aktau,Left Winger,21,"Jan 27, 1998 (22)",,"1,77m",right,€200k,2021
211,Maksim Vaganov,Kaspiy Aktau,Left Winger,-,"Aug 8, 2000 (20)",,"1,83m",,€100k,2021
212,Madiyar Bekeshov,Kaspiy Aktau,Left Winger,73,"Sep 10, 2004 (16)",,"1,81m",both,-,2021
213,Ruan Teles,Kaspiy Aktau,Right Winger,77,"Oct 23, 1997 (23)",,"1,72m",left,€150k,2021
214,Aslan Adil,Kaspiy Aktau,Right Winger,9,"Jan 13, 1998 (22)",,"1,74m",right,€50k,2021
215,Bakdaulet Konlimkos,Kaspiy Aktau,Right Winger,30,"Dec 5, 2000 (20)",,"1,70m",left,-,2021
216,Almas Armenov,Kaspiy Aktau,Centre-Forward,10,"Jan 27, 1992 (28)",,"1,70m",left,€100k,2021
217,Ilya Karavaev,FK Atyrau,Goalkeeper,16,"May 4, 1995 (25)",,"1,86m",right,€100k,2021
218,Aram Hayrapetyan,FK Atyrau,Goalkeeper,77,"Nov 22, 1986 (34)",,"1,92m",right,€100k,2021
219,Azamat Zhomartov,FK Atyrau,Goalkeeper,1,"Jul 19, 1995 (25)",,"1,93m",right,€50k,2021
220,Nurasyl Tokhtarov,FK Atyrau,Goalkeeper,-,"Dec 14, 2000 (20)",,"1,83m",right,-,2021
221,Nikolay Tarasov,FK Atyrau,Centre-Back,13,"Feb 25, 1998 (22)",,"1,87m",left,€275k,2021
222,Amandyk Nabikhanov,FK Atyrau,Centre-Back,23,"Nov 9, 1997 (23)",,"1,83m",right,€250k,2021
223,Adilbek Zhumakhanov,FK Atyrau,Centre-Back,4,"Dec 27, 2002 (18)",,"1,87m",right,€150k,2021
224,Ravil Ibragimov,FK Atyrau,Centre-Back,3,"Dec 25, 2000 (20)",,"1,86m",left,€100k,2021
225,Pawel Baranowski,FK Atyrau,Centre-Back,25,"Oct 11, 1990 (30)",,"1,91m",right,€75k,2021
