,Player,Club,Position,Number,Date of Birth,Height,Foot,Joined,Market Value,Season
39,Marin Anicic,FC Astana,Centre-Back,5,"Aug 17, 1989 (24)",,"1,92m",left,€450k,2014
40,Branko Ilic,FC Astana,Centre-Back,-,"Feb 6, 1983 (30)",,"1,88m",right,€400k,2014
41,Viktor Dmitrenko,FC Astana,Centre-Back,-,"Apr 4, 1991 (22)",,"1,90m",right,€350k,2014
42,Kasper Larsen,FC Astana,Centre-Back,3,"Jan 25, 1993 (20)",,"1,92m",right,€350k,2014
43,Kairat Nurdauletov,FC Astana,Centre-Back,-,"Nov 6, 1982 (31)",,"1,84m",right,€200k,2014
44,Eldos Akhmetov,FC Astana,Centre-Back,2,"Jun 1, 1990 (23)",,"1,87m",right,€100k,2014
45,Birzhan Kulbekov,FC Astana,Centre-Back,28,"Apr 22, 1994 (19)",,"1,90m",right,-,2014
46,Dmitriy Shomko,FC Astana,Left-Back,77,"Mar 19, 1990 (23)",,"1,85m",left,€400k,2014
47,Evgeniy Goryachiy,FC Astana,Left-Back,-,"Feb 2, 1991 (22)",,"1,86m",left,€100k,2014
48,Berik Shaykhov,FC Astana,Left-Back,13,"Feb 20, 1994 (19)",,"1,70m",left,-,2014
49,Abzal Beysebekov,FC Astana,Right-Back,15,"Nov 30, 1992 (21)",,"1,87m",right,€200k,2014
50,Denys Dedechko,FC Astana,Defensive Midfield,24,"Jul 2, 1987 (26)",,"1,88m",right,€1.20m,2014
51,Róger Cañas,FC Astana,Defensive Midfield,88,"Mar 27, 1990 (23)",,"1,90m",right,€500k,2014
52,Igor Pikalkin,FC Astana,Defensive Midfield,12,"Mar 19, 1992 (21)",,"1,82m",right,€50k,2014
53,Azat Smagulov,FC Astana,Midfielder,-,"Jul 31, 1992 (21)",,"1,74m",,-,2014
54,Guy Stephane Essamé,FC Astana,Central Midfield,-,"Nov 25, 1984 (29)",,"1,80m",right,€500k,2014
55,Marat Shakhmetov,FC Astana,Central Midfield,-,"Feb 6, 1989 (24)",,"1,82m",right,€300k,2014
56,Georgiy Zhukov,FC Astana,Central Midfield,8,"Nov 19, 1994 (19)",,"1,72m",right,€200k,2014
57,Nemanja Maksimovic,FC Astana,Central Midfield,6,"Jan 26, 1995 (18)",,"1,89m",right,€100k,2014
58,Rinat Khayrullin,FC Astana,Central Midfield,18,"Feb 19, 1994 (19)",,"1,73m",left,-,2014
59,Damir Kojasevic,FC Astana,Attacking Midfield,-,"Jun 3, 1987 (26)",,"1,72m",both,€700k,2014
60,Foxi Kethevoama,FC Astana,Attacking Midfield,10,"May 30, 1986 (27)",,"1,72m",both,€700k,2014
61,Serikzhan Muzhikov,FC Astana,Attacking Midfield,11,"Jun 17, 1989 (24)",,"1,69m",right,€150k,2014
62,Patrick Twumasi,FC Astana,Right Winger,23,"May 9, 1994 (19)",,"1,76m",right,€500k,2014
63,Ulan Konysbaev,FC Astana,Right Winger,7,"May 28, 1989 (24)",,"1,75m",right,€300k,2014
64,Bauyrzhan Dzholchiev,FC Astana,Right Winger,22,"May 8, 1990 (23)",,"1,90m",right,€200k,2014
65,Ardak Saulet,FC Astana,Right Winger,14,"Jan 12, 1997 (16)",,"1,69m",right,-,2014
66,Vladislav Mendybayev,FC Astana,Right Winger,16,"May 1, 1996 (17)",,"1,79m",right,-,2014
67,Aleksey Rodionov,FC Astana,Right Winger,19,"Mar 29, 1994 (19)",,"1,83m",right,-,2014
68,Zhakyp Kozhamberdy,FC Astana,Right Winger,20,"Feb 26, 1992 (21)",,"1,83m",left,-,2014
69,Atanas Kurdov,FC Astana,Centre-Forward,-,"Sep 28, 1988 (25)",,"1,91m",left,€500k,2014
70,Tanat Nuserbaev,FC Astana,Centre-Forward,17,"Jan 1, 1987 (26)",,"1,75m",right,€500k,2014
71,Sergey Ostapenko,FC Astana,Centre-Forward,21,"Feb 23, 1986 (27)",,"1,85m",right,€300k,2014
72,Junior Kabananga,FC Astana,Centre-Forward,89,"Apr 4, 1989 (24)",,"1,90m",left,€300k,2014
73,Aleksey Shchetkin,FC Astana,Centre-Forward,9,"May 21, 1991 (22)",,"1,93m",right,€200k,2014
74,Toktar Zhangylyshbay,FC Astana,Centre-Forward,25,"May 25, 1993 (20)",,"1,89m",right,€100k,2014
75,David Loria,Irtysh Pavlodar,Goalkeeper,1,"Oct 31, 1981 (32)",,"1,83m",right,€300k,2014
76,Nikita Kalmykov,Irtysh Pavlodar,Goalkeeper,21,"Aug 24, 1989 (24)",,"1,87m",right,€50k,2014
77,Denis Tolebaev,Irtysh Pavlodar,Goalkeeper,32,"Feb 7, 1987 (26)",,"2,05m",right,€25k,2014
78,Ivan Graf,Irtysh Pavlodar,Defender,55,"Jun 17, 1987 (26)",,"1,94m",right,€300k,2014
79,Dmitriy Rybalko,Irtysh Pavlodar,Defender,26,"Jan 12, 1994 (19)",,"1,78m",,-,2014
80,Ferreira,Irtysh Pavlodar,Centre-Back,-,"Oct 24, 1984 (29)",,"1,91m",right,€850k,2014
81,Simeon Bulgaru,Irtysh Pavlodar,Centre-Back,6,"May 26, 1985 (28)",,"1,86m",right,€600k,2014
82,Aleksandr Kislitsyn,Irtysh Pavlodar,Centre-Back,4,"Mar 8, 1986 (27)",,"1,89m",right,€350k,2014
83,Fernander Kassaï,Irtysh Pavlodar,Centre-Back,50,"Jul 1, 1987 (26)",,"1,84m",right,€300k,2014
84,Vladislav Chernyshov,Irtysh Pavlodar,Centre-Back,3,"Mar 16, 1981 (32)",,"1,86m",right,€125k,2014
85,Vladimir Sedelnikov,Irtysh Pavlodar,Centre-Back,2,"Oct 15, 1991 (22)",,"1,93m",right,€100k,2014
86,Artem Popov,Irtysh Pavlodar,Centre-Back,-,"Jan 17, 1998 (15)",,"1,88m",right,-,2014
87,Artem Samsonov,Irtysh Pavlodar,Left-Back,22,"Feb 6, 1989 (24)",,"1,82m",right,€250k,2014
88,Azat Ersalimov,Irtysh Pavlodar,Left-Back,14,"Jul 19, 1988 (25)",,"1,67m",both,€25k,2014
89,Berik Shaykhov,Irtysh Pavlodar,Left-Back,-,"Feb 20, 1994 (19)",,"1,70m",left,-,2014
90,Grigoriy Sartakov,Irtysh Pavlodar,Left-Back,19,"Aug 19, 1994 (19)",,"1,85m",left,-,2014
91,Zakhar Korobov,Irtysh Pavlodar,Right-Back,23,"May 18, 1988 (25)",,"1,77m",right,€200k,2014
92,Pavel Khalezov,Irtysh Pavlodar,Right-Back,-,"Aug 10, 1994 (19)",,"1,80m",right,-,2014
93,Ruslan Esimov,Irtysh Pavlodar,Right-Back,25,"Apr 28, 1990 (23)",,"1,82m",right,-,2014
94,Bagdat Urazaliyev,Irtysh Pavlodar,Right-Back,39,"Jan 11, 1996 (17)",,"1,71m",right,-,2014
95,Alassane N'Diaye,Irtysh Pavlodar,Defensive Midfield,80,"Feb 25, 1990 (23)",,"1,95m",right,€400k,2014
96,Kazbek Geteriev,Irtysh Pavlodar,Defensive Midfield,33,"Jun 30, 1985 (28)",,"1,72m",right,€300k,2014
97,Samat Smakov,Irtysh Pavlodar,Defensive Midfield,8,"Dec 8, 1978 (35)",,"1,82m",both,€200k,2014
98,Piraly Aliev,Irtysh Pavlodar,Defensive Midfield,5,"Jan 13, 1984 (29)",,"1,80m",right,€100k,2014
99,Tomas Jirsak,Irtysh Pavlodar,Central Midfield,20,"Jun 29, 1984 (29)",,"1,72m",right,€700k,2014
100,Alibek Ayaganov,Irtysh Pavlodar,Central Midfield,13,"Jan 13, 1992 (21)",,"1,78m",right,€75k,2014
101,Abylaikhan Totay,Irtysh Pavlodar,Right Midfield,17,"Feb 16, 1992 (21)",,"1,75m",right,€100k,2014
102,Alan Gatagov,Irtysh Pavlodar,Left Midfield,7,"Jan 23, 1991 (22)",,"1,81m",left,€500k,2014
103,Sergey Ignatjev,Irtysh Pavlodar,Left Midfield,27,"Dec 9, 1986 (27)",,"1,80m",left,€350k,2014
104,Erkebulan Nurgaliev,Irtysh Pavlodar,Attacking Midfield,11,"Sep 12, 1993 (20)",,"1,70m",right,-,2014
105,Alisher Suley,Irtysh Pavlodar,Left Winger,10,"Nov 1, 1995 (18)",,"1,78m",right,€100k,2014
106,Vladimir Vomenko,Irtysh Pavlodar,Left Winger,-,"May 22, 1995 (18)",,"1,78m",right,-,2014
107,Carlos Fonseca,Irtysh Pavlodar,Right Winger,40,"Aug 23, 1987 (26)",,"1,80m",left,€750k,2014
108,Aristide Bancé,Irtysh Pavlodar,Centre-Forward,15,"Sep 19, 1984 (29)",,"1,93m",right,€600k,2014
109,Evandro Roncatto,Irtysh Pavlodar,Centre-Forward,-,"May 24, 1986 (27)",,"1,82m",both,€500k,2014
110,Izu Azuka,Irtysh Pavlodar,Centre-Forward,89,"May 24, 1989 (24)",,"1,83m",right,€300k,2014
111,Kostyantyn Dudchenko,Irtysh Pavlodar,Centre-Forward,30,"Jul 8, 1986 (27)",,"1,95m",right,€250k,2014
112,Kuanysh Begalin,Irtysh Pavlodar,Centre-Forward,9,"Sep 5, 1992 (21)",,"1,80m",right,€150k,2014
113,Andrey Sidelnikov,Ordabasy Shymkent,Goalkeeper,55,"Mar 8, 1980 (33)",,"1,90m",right,€200k,2014
114,Samat Otarbaev,Ordabasy Shymkent,Goalkeeper,1,"Feb 18, 1990 (23)",,"1,90m",right,€75k,2014
115,Sergey Boychenko,Ordabasy Shymkent,Goalkeeper,29,"Sep 27, 1977 (36)",,"1,98m",right,€50k,2014
116,Branislav Trajkovic,Ordabasy Shymkent,Centre-Back,15,"Aug 29, 1989 (24)",,"1,91m",right,€1.25m,2014
117,Mukhtar Mukhtarov,Ordabasy Shymkent,Centre-Back,4,"Jan 6, 1986 (27)",,"1,88m",right,€200k,2014
118,Sergey Maliy,Ordabasy Shymkent,Centre-Back,25,"Jun 5, 1990 (23)",,"1,91m",right,€200k,2014
119,Renat Abdulin,Ordabasy Shymkent,Centre-Back,23,"Apr 14, 1982 (31)",,"1,85m",right,€100k,2014
120,Ular Zhaksybaev,Ordabasy Shymkent,Centre-Back,19,"Oct 20, 1994 (19)",,"1,80m",right,-,2014
121,Gafurzhan Suyumbaev,Ordabasy Shymkent,Left-Back,5,"Aug 19, 1990 (23)",,"1,75m",left,€100k,2014
122,Aleksandar Simčević,Ordabasy Shymkent,Right-Back,87,"Feb 15, 1987 (26)",,"1,88m",both,€400k,2014
123,Bakdaulet Kozhabaev,Ordabasy Shymkent,Right-Back,2,"Jun 19, 1992 (21)",,"1,82m",right,€150k,2014
124,Talgat Adyrbekov,Ordabasy Shymkent,Right-Back,77,"Jan 26, 1989 (24)",,"1,78m",right,€150k,2014
125,Kyrylo Petrov,Ordabasy Shymkent,Defensive Midfield,26,"Jun 22, 1990 (23)",,"1,86m",right,€1.00m,2014
126,Artem Kasyanov,Ordabasy Shymkent,Defensive Midfield,12,"Apr 20, 1983 (30)",,"1,80m",left,€200k,2014
127,Bekzat Beysenov,Ordabasy Shymkent,Defensive Midfield,8,"Feb 18, 1987 (26)",,"1,82m",right,€150k,2014
128,Kairat Ashirbekov,Ordabasy Shymkent,Attacking Midfield,10,"Oct 21, 1982 (31)",,"1,72m",left,€200k,2014
129,Azat Nurgaliev,Ordabasy Shymkent,Left Winger,7,"Jun 30, 1986 (27)",,"1,73m",both,€200k,2014
130,Rauan Sariev,Ordabasy Shymkent,Right Winger,22,"Jan 22, 1994 (19)",,"1,74m",right,€100k,2014
131,Mardan Tolebek,Ordabasy Shymkent,Right Winger,17,"Dec 18, 1990 (23)",,"1,74m",left,€50k,2014
132,Dauren Kaykibasov,Ordabasy Shymkent,Right Winger,-,"Jun 10, 1995 (18)",,"1,78m",right,-,2014
133,Erkebulan Tungyshbaev,Ordabasy Shymkent,Right Winger,21,"Jan 14, 1995 (18)",,"1,82m",right,-,2014
134,Aleksandr Geynrikh,Ordabasy Shymkent,Centre-Forward,50,"Oct 6, 1984 (29)",,"1,83m",right,€800k,2014
135,Edin Junuzovic,Ordabasy Shymkent,Centre-Forward,-,"Apr 28, 1986 (27)",,"1,88m",right,€350k,2014
136,Ivan Bozic,Ordabasy Shymkent,Centre-Forward,40,"Nov 19, 1983 (30)",,"1,86m",right,€150k,2014
137,Daurenbek Tazhimbetov,Ordabasy Shymkent,Centre-Forward,18,"Jul 2, 1985 (28)",,"1,84m",right,€100k,2014
138,Anton Tsirin,Okzhetpes Kokshetau,Goalkeeper,20,"Aug 10, 1987 (26)",,"1,98m",right,€150k,2014
139,Yaroslav Baginskiy,Okzhetpes Kokshetau,Goalkeeper,1,"Oct 3, 1987 (26)",,"1,85m",right,€75k,2014
140,Ruslan Abzhanov,Okzhetpes Kokshetau,Goalkeeper,25,"Apr 28, 1990 (23)",,"1,87m",right,€25k,2014
141,Oleksandr Chyzhov,Okzhetpes Kokshetau,Centre-Back,77,"Aug 10, 1986 (27)",,"1,88m",right,€800k,2014
142,Michal Smejkal,Okzhetpes Kokshetau,Centre-Back,22,"Feb 21, 1986 (27)",,"1,93m",right,€300k,2014
143,Egor Azovskiy,Okzhetpes Kokshetau,Centre-Back,3,"Jan 10, 1985 (28)",,"1,87m",right,€100k,2014
144,Kirill Pasichnik,Okzhetpes Kokshetau,Centre-Back,5,"May 24, 1993 (20)",,"1,97m",right,€75k,2014
145,Daniil Chertov,Okzhetpes Kokshetau,Centre-Back,88,"Nov 15, 1990 (23)",,"1,86m",right,€25k,2014
146,Viktor Zyabko,Okzhetpes Kokshetau,Centre-Back,-,"Jun 6, 1997 (16)",,"1,85m",left,-,2014
147,Aleksandr Marochkin,Okzhetpes Kokshetau,Centre-Back,24,"Jul 14, 1990 (23)",,"1,91m",right,-,2014
148,Vitaliy Volkov,Okzhetpes Kokshetau,Left-Back,11,"Mar 22, 1981 (32)",,"1,75m",left,€400k,2014
149,Evgeniy Goryachiy,Okzhetpes Kokshetau,Left-Back,16,"Feb 2, 1991 (22)",,"1,86m",left,€100k,2014
150,Ilnur Mangutkin,Okzhetpes Kokshetau,Left-Back,6,"Sep 16, 1986 (27)",,"1,76m",right,-,2014
151,Anton Kuksin,Okzhetpes Kokshetau,Left-Back,15,"Jul 3, 1995 (18)",,"1,88m",right,-,2014
152,Viktor Kryukov,Okzhetpes Kokshetau,Right-Back,14,"Jun 30, 1990 (23)",,"1,70m",right,€50k,2014
153,Ivan Cvetkovic,Okzhetpes Kokshetau,Defensive Midfield,-,"Feb 12, 1981 (32)",,"1,77m",both,€300k,2014
154,Joseph Di Chiara,Okzhetpes Kokshetau,Defensive Midfield,21,"Jan 30, 1992 (21)",,"1,85m",right,€50k,2014
155,Miras Tuliev,Okzhetpes Kokshetau,Defensive Midfield,23,"Aug 30, 1994 (19)",,"1,78m",right,-,2014
156,Aleksandr Pavlov,Okzhetpes Kokshetau,Central Midfield,17,"Aug 18, 1984 (29)",,"1,78m",right,€1.20m,2014
157,Oleg Lebedev,Okzhetpes Kokshetau,Right Midfield,36,"Mar 27, 1995 (18)",,"1,78m",right,-,2014
158,Nikita Khokhlov,Okzhetpes Kokshetau,Attacking Midfield,9,"Oct 27, 1983 (30)",,"1,82m",both,€125k,2014
159,Ruslan Sakhalbaev,Okzhetpes Kokshetau,Attacking Midfield,7,"Jun 27, 1984 (29)",,"1,68m",right,€100k,2014
160,Daniyar Nukebay,Okzhetpes Kokshetau,Left Winger,19,"Oct 1, 1995 (18)",,"1,65m",,-,2014
161,Pavel Shabalin,Okzhetpes Kokshetau,Right Winger,-,"Oct 23, 1988 (25)",,"1,72m",right,€300k,2014
162,Ruslan Kenetaev,Okzhetpes Kokshetau,Right Winger,18,"Mar 21, 1988 (25)",,"1,73m",right,€50k,2014
163,Erkin Nurzhanov,Okzhetpes Kokshetau,Right Winger,8,"Feb 5, 1987 (26)",,"1,70m",right,-,2014
164,Dmitriy Sychev,Okzhetpes Kokshetau,Centre-Forward,26,"Oct 26, 1983 (30)",,"1,76m",right,€1.50m,2014
165,Sergey Gridin,Okzhetpes Kokshetau,Centre-Forward,-,"May 20, 1987 (26)",,"1,95m",right,€200k,2014
166,Alibek Buleshev,Okzhetpes Kokshetau,Centre-Forward,10,"Apr 9, 1981 (32)",,"1,75m",right,€75k,2014
167,Luka Rotkovic,Okzhetpes Kokshetau,Centre-Forward,45,"Jul 5, 1988 (25)",,"1,77m",left,-,2014
168,Andrey Pasechenko,Zhetysu Taldykorgan,Goalkeeper,20,"Aug 9, 1987 (26)",,"1,80m",right,€250k,2014
169,Andrey Shabanov,Zhetysu Taldykorgan,Goalkeeper,1,"Nov 17, 1986 (27)",,"1,84m",right,€150k,2014
170,Rimas Martinkus,Zhetysu Taldykorgan,Goalkeeper,-,"Jan 13, 1993 (20)",,"1,90m",right,-,2014
171,Erik Duysenbekuly,Zhetysu Taldykorgan,Goalkeeper,22,"Aug 30, 1992 (21)",,"1,83m",right,-,2014
172,Milos Mihajlov,Zhetysu Taldykorgan,Centre-Back,21,"Dec 15, 1982 (31)",,"1,85m",both,€300k,2014
173,Aleksandr Kirov,Zhetysu Taldykorgan,Centre-Back,14,"Sep 4, 1984 (29)",,"1,88m",right,€150k,2014
174,Davronzhon Ergashev,Zhetysu Taldykorgan,Centre-Back,4,"Mar 19, 1988 (25)",,"1,84m",right,€100k,2014
175,Viktor Kovalev,Zhetysu Taldykorgan,Centre-Back,24,"Aug 25, 1980 (33)",,"1,90m",right,€50k,2014
176,Aleksey Gerasimov,Zhetysu Taldykorgan,Centre-Back,-,"Apr 15, 1993 (20)",,"1,94m",right,-,2014
177,Evgeniy Goryachiy,Zhetysu Taldykorgan,Left-Back,-,"Feb 2, 1991 (22)",,"1,86m",left,€100k,2014
178,Ilyas Amirseitov,Zhetysu Taldykorgan,Right-Back,13,"Oct 22, 1989 (24)",,"1,79m",right,€150k,2014
179,Askhat Mynbaev,Zhetysu Taldykorgan,Right-Back,23,"Feb 21, 1991 (22)",,"1,80m",right,€25k,2014
180,Temirlan Adilkhanov,Zhetysu Taldykorgan,Right-Back,2,"Mar 28, 1994 (19)",,"1,80m",right,-,2014
181,Serik Sagyndykov,Zhetysu Taldykorgan,Right-Back,8,"Jan 9, 1984 (29)",,"1,80m",right,-,2014
182,Gediminas Vicius,Zhetysu Taldykorgan,Defensive Midfield,3,"Jul 5, 1985 (28)",,"1,89m",right,€350k,2014
183,Ivan Cvetkovic,Zhetysu Taldykorgan,Defensive Midfield,31,"Feb 12, 1981 (32)",,"1,77m",both,€300k,2014
184,Ilsur Samigullin,Zhetysu Taldykorgan,Defensive Midfield,-,"Feb 6, 1991 (22)",,"1,78m",left,€50k,2014
185,Mikhail Petrolay,Zhetysu Taldykorgan,Defensive Midfield,-,"Aug 19, 1994 (19)",,"1,79m",right,-,2014
186,Marat Shakhmetov,Zhetysu Taldykorgan,Central Midfield,5,"Feb 6, 1989 (24)",,"1,82m",right,€300k,2014
187,Denis Rodionov,Zhetysu Taldykorgan,Central Midfield,6,"Jul 26, 1985 (28)",,"1,78m",both,€100k,2014
188,Marlan Muzhikov,Zhetysu Taldykorgan,Central Midfield,11,"Dec 1, 1986 (27)",,"1,75m",right,€50k,2014
189,Ruslan Barzukaev,Zhetysu Taldykorgan,Central Midfield,15,"Dec 5, 1987 (26)",,"1,82m",right,€50k,2014
190,Rinat Khayrullin,Zhetysu Taldykorgan,Central Midfield,19,"Feb 19, 1994 (19)",,"1,73m",left,-,2014
191,Dias Mynbaev,Zhetysu Taldykorgan,Right Midfield,17,"Dec 6, 1995 (18)",,"1,70m",right,-,2014
192,Sayat Sariyev,Zhetysu Taldykorgan,Left Midfield,7,"Oct 15, 1992 (21)",,"1,68m",right,€100k,2014
193,Maksim Azovskiy,Zhetysu Taldykorgan,Attacking Midfield,18,"Jun 4, 1986 (27)",,"1,89m",right,€100k,2014
194,Bobur Davlatov,Zhetysu Taldykorgan,Attacking Midfield,-,"Mar 1, 1996 (17)",,"1,80m",right,€25k,2014
195,Zhaksylyk Seydakhmetov,Zhetysu Taldykorgan,Right Winger,25,"Dec 25, 1995 (18)",,"1,77m",right,-,2014
196,Djordje Despotovic,Zhetysu Taldykorgan,Centre-Forward,89,"Mar 4, 1992 (21)",,"1,90m",left,€750k,2014
197,Dusan Savic,Zhetysu Taldykorgan,Centre-Forward,10,"Oct 1, 1985 (28)",,"1,73m",right,€700k,2014
198,Ruslan Galiakberov,Zhetysu Taldykorgan,Centre-Forward,-,"Nov 20, 1989 (24)",,"1,75m",right,€100k,2014
199,Bauyrzhan Turysbek,Zhetysu Taldykorgan,Centre-Forward,9,"Oct 15, 1991 (22)",,"1,81m",right,€50k,2014
200,Sanzhar Sapiyanov,Zhetysu Taldykorgan,Centre-Forward,-,"Sep 7, 1995 (18)",,"1,87m",right,-,2014
201,Elbeyi Guliyev,Zhetysu Taldykorgan,Centre-Forward,-,"Oct 14, 1995 (18)",,"1,82m",right,-,2014
202,Erkebulan Musabekov,Zhetysu Taldykorgan,Centre-Forward,49,"Jul 29, 1996 (17)",,"1,77m",right,-,2014
203,Dmitriy Khomich,Kairat Almaty,Goalkeeper,-,"Oct 4, 1984 (29)",,"1,90m",right,€600k,2014
204,Vladimir Plotnikov,Kairat Almaty,Goalkeeper,1,"Apr 3, 1986 (27)",,"1,91m",right,€50k,2014
205,Sergey Tkachuk,Kairat Almaty,Goalkeeper,16,"Feb 15, 1992 (21)",,"1,96m",right,€25k,2014
206,Vladimir Groshev,Kairat Almaty,Goalkeeper,30,"Jan 4, 1995 (18)",,"1,92m",right,-,2014
207,Bruno Soares,Kairat Almaty,Centre-Back,4,"Aug 21, 1988 (25)",,"1,94m",both,€700k,2014
208,Zarko Markovic,Kairat Almaty,Centre-Back,6,"Jan 28, 1987 (26)",,"2,04m",left,€500k,2014
209,Lubomir Michalik,Kairat Almaty,Centre-Back,-,"Aug 13, 1983 (30)",,"1,93m",right,€350k,2014
210,Aleksandr Kislitsyn,Kairat Almaty,Centre-Back,-,"Mar 8, 1986 (27)",,"1,89m",right,€350k,2014
211,Mark Gurman,Kairat Almaty,Centre-Back,5,"Feb 9, 1989 (24)",,"1,79m",right,€250k,2014
212,Nurlan Dairov,Kairat Almaty,Centre-Back,-,"Jun 26, 1995 (18)",,"1,81m",right,-,2014
213,Timur Rudoselskiy,Kairat Almaty,Centre-Back,2,"Dec 21, 1994 (19)",,"1,93m",right,-,2014
214,Zaurbek Pliev,Kairat Almaty,Left-Back,3,"Sep 27, 1991 (22)",,"1,88m",left,€500k,2014
215,Bauyrzhan Tanirbergenov,Kairat Almaty,Left-Back,26,"Feb 11, 1995 (18)",,"1,73m",left,-,2014
216,Ermek Kuantaev,Kairat Almaty,Right-Back,13,"Oct 13, 1990 (23)",,"1,74m",both,€200k,2014
217,Stanislav Lunin,Kairat Almaty,Right-Back,19,"May 2, 1993 (20)",,"1,80m",right,€150k,2014
218,Anatoliy Tymoshchuk,Kairat Almaty,Defensive Midfield,44,"Mar 30, 1979 (34)",,"1,81m",right,€1.50m,2014
219,Mikhail Bakaev,Kairat Almaty,Defensive Midfield,8,"Aug 5, 1987 (26)",,"1,75m",right,€650k,2014
