,Player,Club,Position,Number,Date of Birth,Height,Foot,Joined,Market Value,Season
109,Ruslan Abzhanov,Okzhetpes Kokshetau,Goalkeeper,31,"Apr 28, 1990 (27)",,"1,87m",right,€200k,2018
110,Yaroslav Baginskiy,Okzhetpes Kokshetau,Goalkeeper,35,"Oct 3, 1987 (30)",,"1,85m",right,€200k,2018
111,Roderick Miller,Okzhetpes Kokshetau,Centre-Back,-,"Apr 3, 1992 (25)",,"1,90m",left,€600k,2018
112,Timur Rudoselskiy,Okzhetpes Kokshetau,Centre-Back,4,"Dec 21, 1994 (23)",,"1,93m",right,€400k,2018
113,Vladislav Kosmynin,Okzhetpes Kokshetau,Centre-Back,-,"Jan 17, 1990 (27)",,"1,96m",left,€350k,2018
114,Plamen Dimov,Okzhetpes Kokshetau,Centre-Back,21,"Oct 29, 1990 (27)",,"1,87m",right,€350k,2018
115,Aleksandr Kislitsyn,Okzhetpes Kokshetau,Centre-Back,5,"Mar 8, 1986 (31)",,"1,89m",right,€300k,2018
116,Nurlan Dairov,Okzhetpes Kokshetau,Centre-Back,3,"Jun 26, 1995 (22)",,"1,81m",right,€150k,2018
117,Renat Abdulin,Okzhetpes Kokshetau,Centre-Back,23,"Apr 14, 1982 (35)",,"1,85m",right,€50k,2018
118,Niyaz Idrisov,Okzhetpes Kokshetau,Centre-Back,20,"Jul 21, 1999 (18)",,"1,84m",right,-,2018
119,Azat Ersalimov,Okzhetpes Kokshetau,Left-Back,88,"Jul 19, 1988 (29)",,"1,67m",both,€300k,2018
120,Timur Zhakupov,Okzhetpes Kokshetau,Right-Back,18,"Sep 6, 1995 (22)",,"1,77m",right,€300k,2018
121,Artjom Dmitrijev,Okzhetpes Kokshetau,Defensive Midfield,8,"Nov 14, 1988 (29)",,"1,88m",right,€325k,2018
122,Altynbek Saparov,Okzhetpes Kokshetau,Defensive Midfield,10,"Apr 26, 1995 (22)",,"1,74m",right,€300k,2018
123,Miras Tuliev,Okzhetpes Kokshetau,Defensive Midfield,6,"Aug 30, 1994 (23)",,"1,78m",right,€200k,2018
124,Aslan Dzhanuzakov,Okzhetpes Kokshetau,Defensive Midfield,-,"Jan 6, 1993 (24)",,"1,70m",right,-,2018
125,Ulanbek Kuanyshbekov,Okzhetpes Kokshetau,Defensive Midfield,-,"Jul 16, 1998 (19)",,"1,75m",,-,2018
126,Evgeniy Ashikhmin,Okzhetpes Kokshetau,Central Midfield,57,"Dec 2, 1998 (19)",,"1,76m",right,-,2018
127,Ilya Kalinin,Okzhetpes Kokshetau,Right Midfield,77,"Feb 3, 1992 (25)",,"1,79m",right,€350k,2018
128,Milan Stojanovic,Okzhetpes Kokshetau,Attacking Midfield,24,"May 10, 1988 (29)",,"1,84m",left,€500k,2018
129,Ivan Bobko,Okzhetpes Kokshetau,Attacking Midfield,25,"Dec 10, 1990 (27)",,"1,81m",left,€500k,2018
130,Darko Zoric,Okzhetpes Kokshetau,Right Winger,28,"Sep 12, 1993 (24)",,"1,89m",left,€500k,2018
131,Ulan Konysbaev,Okzhetpes Kokshetau,Right Winger,9,"May 28, 1989 (28)",,"1,75m",right,€300k,2018
132,Deimantas Petravicius,Okzhetpes Kokshetau,Right Winger,14,"Sep 2, 1995 (22)",,"1,83m",right,€100k,2018
133,Tanat Nuserbaev,Okzhetpes Kokshetau,Centre-Forward,7,"Jan 1, 1987 (30)",,"1,75m",right,€700k,2018
134,Danilo Alves,Okzhetpes Kokshetau,Centre-Forward,99,"Apr 11, 1991 (26)",,"1,87m",right,€425k,2018
135,Zhasulan Moldakaraev,Okzhetpes Kokshetau,Centre-Forward,17,"May 7, 1987 (30)",,"1,80m",right,€350k,2018
136,Sanat Zhumakhanov,Okzhetpes Kokshetau,Centre-Forward,30,"Jan 30, 1988 (29)",,"1,85m",right,€250k,2018
137,Timur Bayzhanov,Okzhetpes Kokshetau,Centre-Forward,-,"Mar 30, 1990 (27)",,"1,85m",right,€150k,2018
138,Almas Armenov,Okzhetpes Kokshetau,Centre-Forward,-,"Jan 27, 1992 (25)",,"1,70m",left,-,2018
139,Aleksandr Grigorenko,Kaysar Kyzylorda,Goalkeeper,1,"Feb 6, 1985 (32)",,"1,82m",right,€300k,2018
140,Marsel Islamkulov,Kaysar Kyzylorda,Goalkeeper,71,"Apr 18, 1994 (23)",,"1,88m",right,€300k,2018
141,Nurimzhan Salaydin,Kaysar Kyzylorda,Goalkeeper,34,"Oct 27, 1995 (22)",,"1,79m",right,-,2018
142,Ivan Graf,Kaysar Kyzylorda,Defender,55,"Jun 17, 1987 (30)",,"1,94m",right,€300k,2018
143,Abdel Lamanje,Kaysar Kyzylorda,Centre-Back,33,"Jul 27, 1990 (27)",,"1,85m",left,€400k,2018
144,Ivan Sadovnichiy,Kaysar Kyzylorda,Centre-Back,20,"May 11, 1987 (30)",,"1,92m",right,€350k,2018
145,Aleksandr Marochkin,Kaysar Kyzylorda,Centre-Back,22,"Jul 14, 1990 (27)",,"1,91m",right,€350k,2018
146,Mark Gurman,Kaysar Kyzylorda,Centre-Back,5,"Feb 9, 1989 (28)",,"1,79m",right,€300k,2018
147,Olzhas Altaev,Kaysar Kyzylorda,Centre-Back,2,"Jul 15, 1989 (28)",,"1,84m",right,€150k,2018
148,Ilyas Amirseitov,Kaysar Kyzylorda,Right-Back,13,"Oct 22, 1989 (28)",,"1,79m",right,€300k,2018
149,Valentin Chureev,Kaysar Kyzylorda,Right-Back,88,"Aug 29, 1986 (31)",,"1,73m",right,€200k,2018
150,Clarence Bitang,Kaysar Kyzylorda,Defensive Midfield,85,"Sep 2, 1992 (25)",,"1,72m",right,€300k,2018
151,Duman Narzildaev,Kaysar Kyzylorda,Defensive Midfield,10,"Sep 6, 1993 (24)",,"1,78m",right,€250k,2018
152,Bekzat Kurmanbekuly,Kaysar Kyzylorda,Defensive Midfield,-,"Apr 14, 2000 (17)",,"1,78m",right,-,2018
153,Magzhan Baurzhan,Kaysar Kyzylorda,Defensive Midfield,-,"Feb 7, 2002 (15)",,"1,77m",right,-,2018
154,Askhat Tagybergen,Kaysar Kyzylorda,Central Midfield,8,"Aug 9, 1990 (27)",,"1,79m",right,€700k,2018
155,Maksat Bayzhanov,Kaysar Kyzylorda,Central Midfield,-,"Aug 6, 1984 (33)",,"1,80m",right,€300k,2018
156,Samat Balymbetov,Kaysar Kyzylorda,Central Midfield,27,"Apr 10, 1994 (23)",,"1,79m",right,-,2018
157,Marat Khayrullin,Kaysar Kyzylorda,Attacking Midfield,-,"Apr 26, 1984 (33)",,"1,76m",right,€200k,2018
158,Joshua John,Kaysar Kyzylorda,Left Winger,86,"Oct 1, 1988 (29)",,"1,75m",right,€550k,2018
159,Carlitos,Kaysar Kyzylorda,Left Winger,-,"Mar 9, 1993 (24)",,"1,74m",left,€450k,2018
160,Tigran Barseghyan,Kaysar Kyzylorda,Right Winger,11,"Sep 22, 1993 (24)",,"1,79m",left,€750k,2018
161,André Bukia,Kaysar Kyzylorda,Right Winger,77,"Mar 3, 1995 (22)",,"1,73m",left,€200k,2018
162,Igor Zenkovich,Kaysar Kyzylorda,Centre-Forward,78,"Sep 17, 1987 (30)",,"1,85m",right,€400k,2018
163,Bratislav Punosevac,Kaysar Kyzylorda,Centre-Forward,-,"Jul 9, 1987 (30)",,"1,89m",right,€200k,2018
164,Kule Mbombo,Kaysar Kyzylorda,Centre-Forward,18,"May 10, 1996 (21)",,"1,86m",right,€150k,2018
165,Shokhan Abzalov,Kaysar Kyzylorda,Centre-Forward,9,"Sep 11, 1993 (24)",,"1,82m",right,-,2018
166,Orken Makhan,Kaysar Kyzylorda,Centre-Forward,29,"Jan 27, 1998 (19)",,"1,80m",right,-,2018
167,Samat Otarbaev,FK Taraz,Goalkeeper,32,"Feb 18, 1990 (27)",,"1,90m",right,€300k,2018
168,Almaz Khamytbekov,FK Taraz,Goalkeeper,1,"Sep 29, 1991 (26)",,"1,88m",right,-,2018
169,Timurbek Zakirov,FK Taraz,Goalkeeper,35,"Mar 1, 1996 (21)",,"1,89m",right,-,2018
170,Mukhammedzhan Seysen,FK Taraz,Goalkeeper,74,"Feb 14, 1999 (18)",,"1,90m",right,-,2018
171,Vladislav Sheyrer,FK Taraz,Defender,-,"Jun 14, 2000 (17)",,-,,-,2018
172,Berik Aytbaev,FK Taraz,Centre-Back,14,"Jun 26, 1991 (26)",,"1,84m",right,€400k,2018
173,Bekzat Shadmanov,FK Taraz,Centre-Back,4,"Aug 12, 1997 (20)",,"1,89m",right,€300k,2018
174,Mihailo Jovanović,FK Taraz,Centre-Back,21,"Feb 15, 1989 (28)",,"1,90m",left,€200k,2018
175,Madiyar Nuraly,FK Taraz,Centre-Back,22,"Jan 20, 1995 (22)",,"1,78m",right,€200k,2018
176,Lasha Kasradze,FK Taraz,Centre-Back,6,"Jul 28, 1989 (28)",,"1,86m",right,€150k,2018
177,Aleksandar Simčević,FK Taraz,Right-Back,87,"Feb 15, 1987 (30)",,"1,88m",both,€700k,2018
178,Maksat Amirkhanov,FK Taraz,Right-Back,20,"Feb 10, 1992 (25)",,"1,72m",right,€450k,2018
179,Viktor Kryukov,FK Taraz,Right-Back,-,"Jun 30, 1990 (27)",,"1,70m",right,€150k,2018
180,Bekzat Beysenov,FK Taraz,Defensive Midfield,-,"Feb 18, 1987 (30)",,"1,82m",right,€300k,2018
181,Igor Pikalkin,FK Taraz,Defensive Midfield,12,"Mar 19, 1992 (25)",,"1,82m",right,€300k,2018
182,Gian Martins,FK Taraz,Defensive Midfield,88,"Apr 2, 1993 (24)",,"1,84m",left,€200k,2018
183,Abzal Taubay,FK Taraz,Central Midfield,7,"Feb 18, 1995 (22)",,"1,75m",right,€350k,2018
184,Nemanja Subotic,FK Taraz,Central Midfield,23,"Jan 23, 1992 (25)",,"1,80m",right,-,2018
185,Sheykhislam Kulakhmetov,FK Taraz,Central Midfield,25,"Jan 15, 1996 (21)",,"1,81m",right,-,2018
186,Rakhimzhan Rozybakiev,FK Taraz,Left Midfield,5,"Jan 2, 1991 (26)",,"1,88m",right,€250k,2018
187,Bauyrzhan Baytana,FK Taraz,Attacking Midfield,-,"May 6, 1992 (25)",,"1,74m",both,€300k,2018
188,Elivelto,FK Taraz,Left Winger,80,"Jan 2, 1992 (25)",,"1,70m",right,€400k,2018
189,Alisher Suley,FK Taraz,Left Winger,9,"Nov 1, 1995 (22)",,"1,78m",right,€300k,2018
190,Gavril Kan,FK Taraz,Left Winger,11,"Jan 10, 1999 (18)",,"1,75m",right,-,2018
191,Zhakyp Kozhamberdy,FK Taraz,Right Winger,13,"Feb 26, 1992 (25)",,"1,83m",left,€350k,2018
192,Pavel Shabalin,FK Taraz,Right Winger,37,"Oct 23, 1988 (29)",,"1,72m",right,€300k,2018
193,Serge Nyuiadzi,FK Taraz,Right Winger,44,"Sep 17, 1991 (26)",,"1,81m",left,€200k,2018
194,Dinmukhamed Karaman,FK Taraz,Right Winger,17,"Jun 26, 2000 (17)",,"1,78m",right,-,2018
195,Elguja Lobjanidze,FK Taraz,Centre-Forward,99,"Sep 17, 1992 (25)",,"1,93m",right,€300k,2018
196,Samat Sarsenov,FK Taraz,Centre-Forward,29,"Aug 19, 1996 (21)",,"1,84m",right,€50k,2018
197,Abylaykhan Zhumabek,FK Taraz,Centre-Forward,19,"Oct 19, 2001 (16)",,"1,87m",right,-,2018
198,Stas Pokatilov,Kairat Almaty,Goalkeeper,27,"Dec 8, 1992 (25)",,"1,90m",right,€1.00m,2018
199,Vladimir Plotnikov,Kairat Almaty,Goalkeeper,1,"Apr 3, 1986 (31)",,"1,91m",right,€300k,2018
200,Dinmukhammed Zhomart,Kairat Almaty,Goalkeeper,-,"Dec 6, 2000 (17)",,"1,88m",right,-,2018
201,Danil Ustimenko,Kairat Almaty,Goalkeeper,30,"Aug 8, 2000 (17)",,"1,90m",right,-,2018
202,Sergey Politevich,Kairat Almaty,Centre-Back,6,"Apr 9, 1990 (27)",,"1,90m",right,€1.00m,2018
203,Eldos Akhmetov,Kairat Almaty,Centre-Back,2,"Jun 1, 1990 (27)",,"1,87m",right,€900k,2018
204,Rade Dugalic,Kairat Almaty,Centre-Back,20,"Nov 5, 1992 (25)",,"1,94m",right,€700k,2018
205,Sheldon Bateau,Kairat Almaty,Centre-Back,-,"Jan 29, 1991 (26)",,"1,90m",right,€500k,2018
206,Madi Aytore,Kairat Almaty,Centre-Back,-,"Feb 6, 1998 (19)",,"1,80m",right,-,2018
207,Nuraly Alip,Kairat Almaty,Centre-Back,4,"Dec 22, 1999 (18)",,"1,88m",left,-,2018
208,Gafurzhan Suyumbaev,Kairat Almaty,Left-Back,5,"Aug 19, 1990 (27)",,"1,75m",left,€1.20m,2018
209,Yan Vorogovskiy,Kairat Almaty,Left-Back,-,"Aug 7, 1996 (21)",,"1,82m",left,€250k,2018
210,Sergey Keiler,Kairat Almaty,Left-Back,16,"Nov 8, 1994 (23)",,"1,80m",left,€200k,2018
211,Aybar Nurdaliev,Kairat Almaty,Left-Back,-,"Aug 12, 1999 (18)",,"1,79m",left,-,2018
212,Dino Mikanovic,Kairat Almaty,Right-Back,24,"May 7, 1994 (23)",,"1,74m",right,€400k,2018
213,Stanislav Lunin,Kairat Almaty,Right-Back,-,"May 2, 1993 (24)",,"1,80m",right,€300k,2018
214,Aleksandr Sokolenko,Kairat Almaty,Right-Back,15,"Nov 23, 1996 (21)",,"1,81m",both,€300k,2018
215,Sultanbek Astanov,Kairat Almaty,Right-Back,39,"Mar 23, 1999 (18)",,"1,79m",right,-,2018
216,Islambek Kuat,Kairat Almaty,Defensive Midfield,7,"Jan 12, 1993 (24)",,"1,79m",right,€1.50m,2018
217,Ákos Elek,Kairat Almaty,Defensive Midfield,-,"Jul 21, 1988 (29)",,"1,93m",left,€800k,2018
218,Aybol Abiken,Kairat Almaty,Defensive Midfield,14,"Jun 1, 1996 (21)",,"1,79m",right,€200k,2018
219,Nebojsa Kosovic,Kairat Almaty,Central Midfield,22,"Feb 24, 1995 (22)",,"1,77m",right,€750k,2018
220,Georgiy Zhukov,Kairat Almaty,Central Midfield,8,"Nov 19, 1994 (23)",,"1,72m",right,€700k,2018
221,Magomed Paragulgov,Kairat Almaty,Central Midfield,-,"Mar 26, 1994 (23)",,"1,81m",right,€300k,2018
