,Player,Club,Position,Number,Date of Birth,Height,Foot,Joined,Market Value,Season
26,Josip Condric,FC Astana,Goalkeeper,93,"Aug 27, 1993 (30)","1,94m",right,"Jan 26, 2023",€400k,2023
27,Aleksandr Zarutskiy,FC Astana,Goalkeeper,55,"Aug 26, 1993 (30)","1,92m",right,"Feb 21, 2021",€250k,2023
28,Aleksa Amanovic,FC Astana,Centre-Back,45,"Oct 24, 1996 (27)","1,87m",left,"Jan 17, 2023",€900k,2023
29,Kipras Kazukolovas,FC Astana,Centre-Back,5,"Nov 20, 2000 (23)","1,91m",right,"Feb 7, 2024",€500k,2023
30,Aleksandr Marochkin,FC Astana,Centre-Back,22,"Jul 14, 1990 (33)","1,91m",right,"Jul 11, 2023",€400k,2023
31,Talgat Kusyapov,FC Astana,Centre-Back,66,"Feb 14, 1999 (25)","1,86m",left,"Feb 28, 2019",€225k,2023
32,Yan Vorogovskiy,FC Astana,Left-Back,6,"Aug 7, 1996 (27)","1,82m",left,"Jul 4, 2023",€500k,2023
33,Timur Dosmagambetov,FC Astana,Left-Back,27,"May 1, 1989 (35)","1,72m",left,"Jul 11, 2022",€300k,2023
34,Marat Bystrov,FC Astana,Right-Back,4,"Jun 19, 1992 (31)","1,81m",right,"Jan 18, 2024",€700k,2023
35,Abzal Beysebekov,FC Astana,Right-Back,15,"Nov 30, 1992 (31)","1,87m",right,"Jan 1, 2012",€500k,2023
36,Giannis Masouras,FC Astana,Right-Back,17,"Aug 24, 1996 (27)","1,81m",right,"Feb 11, 2024",€400k,2023
37,Islambek Kuat,FC Astana,Defensive Midfield,8,"Jan 12, 1993 (31)","1,79m",right,"Mar 16, 2021",€500k,2023
38,Maks Ebong,FC Astana,Central Midfield,7,"Aug 26, 1999 (24)","1,80m",right,"Jan 24, 2020",€1.00m,2023
39,Barnes Osei,FC Astana,Central Midfield,19,"Jan 8, 1995 (29)","1,71m",right,"Jan 16, 2024",€200k,2023
40,Elkhan Astanov,FC Astana,Left Winger,21,"May 21, 2000 (24)","1,86m",right,"Mar 13, 2023",€500k,2023
41,Ousmane Camara,FC Astana,Left Winger,28,"Dec 28, 1998 (25)","1,67m",right,"Jan 20, 2024",€450k,2023
42,Fabien Ourega,FC Astana,Left Winger,23,"Dec 7, 1992 (31)","1,78m",right,"Feb 12, 2023",€400k,2023
43,Marin Tomasov,FC Astana,Right Winger,10,"Aug 31, 1987 (36)","1,84m",left,"Jul 1, 2018",€450k,2023
44,Stanislav Basmanov,FC Astana,Right Winger,72,"Jun 24, 2001 (22)","1,79m",right,"Jul 1, 2021",€200k,2023
45,Nurali Zhaksylyk,FC Astana,Right Winger,97,"Nov 4, 2004 (19)","1,81m",left,"Jan 1, 2024",€125k,2023
46,Ramazan Karimov,FC Astana,Centre-Forward,81,"Jul 5, 1999 (24)","1,90m",right,"Jan 18, 2024",€400k,2023
47,Nnamdi Ahanonu,FC Astana,Centre-Forward,11,"Feb 22, 2002 (22)",-,,"Apr 6, 2024",€250k,2023
48,Stas Pokatilov,Tobol Kostanay,Goalkeeper,1,"Dec 8, 1992 (31)","1,90m",right,"Jan 1, 2024",€500k,2023
49,Sultan Busurmanov,Tobol Kostanay,Goalkeeper,12,"May 10, 1996 (28)","1,86m",right,"Jan 1, 2017",€150k,2023
50,Yuriy Melikhov,Tobol Kostanay,Goalkeeper,35,"Sep 1, 2003 (20)","1,82m",right,"Jul 1, 2023",€25k,2023
51,Ivan Miladinovic,Tobol Kostanay,Centre-Back,55,"Aug 14, 1994 (29)","1,87m",right,"Jan 31, 2024",€700k,2023
52,Pape-Alioune Ndiaye,Tobol Kostanay,Centre-Back,5,"Feb 4, 1998 (26)","2,03m",left,"Feb 3, 2024",€325k,2023
53,Albert Gabaraev,Tobol Kostanay,Centre-Back,15,"Sep 28, 1997 (26)","1,90m",right,"Jan 22, 2024",€325k,2023
54,David Domgjoni,Tobol Kostanay,Centre-Back,66,"May 21, 1997 (27)","1,90m",left,"Feb 23, 2024",€325k,2023
55,Roman Bozhko,Tobol Kostanay,Centre-Back,25,"Aug 13, 2002 (21)","1,90m",,"Apr 2, 2024",€150k,2023
56,Ermek Abdulla,Tobol Kostanay,Centre-Back,4,"Jan 21, 2003 (21)","1,81m",right,"Jan 1, 2024",-,2023
57,Roman Asrankulov,Tobol Kostanay,Left-Back,3,"Jul 30, 1999 (24)","1,86m",left,"Jan 1, 2020",€250k,2023
58,Erkin Tapalov,Tobol Kostanay,Right-Back,16,"Sep 3, 1993 (30)","1,79m",right,"Jan 4, 2024",€450k,2023
59,Timur Zhakupov,Tobol Kostanay,Right-Back,17,"Sep 6, 1995 (28)","1,77m",right,"Feb 24, 2023",€150k,2023
60,Ahmed El Messaoudi,Tobol Kostanay,Defensive Midfield,8,"Aug 3, 1995 (28)","1,82m",right,"Jan 11, 2024",€500k,2023
61,Essien Ededem,Tobol Kostanay,Defensive Midfield,6,"Apr 14, 1998 (26)","1,80m",right,"Jan 9, 2024",€250k,2023
62,Radoslav Tsonev,Tobol Kostanay,Central Midfield,21,"Apr 29, 1995 (29)","1,75m",right,"Jan 10, 2024",€900k,2023
63,Yevgen Shakhov,Tobol Kostanay,Central Midfield,28,"Nov 30, 1990 (33)","1,89m",right,"Jul 24, 2023",€300k,2023
64,Nurgaini Buribaev,Tobol Kostanay,Central Midfield,23,"Aug 20, 2002 (21)","1,75m",left,"Jan 1, 2024",€250k,2023
65,Ruslan Valiullin,Tobol Kostanay,Left Midfield,19,"Sep 9, 1994 (29)","1,80m",left,"Aug 23, 2023",€300k,2023
66,Beybit Galym,Tobol Kostanay,Attacking Midfield,51,"Oct 25, 2004 (19)","1,75m",right,"Jan 3, 2023",€100k,2023
67,David Henen,Tobol Kostanay,Left Winger,77,"Apr 19, 1996 (28)","1,86m",right,"Feb 7, 2024",€400k,2023
68,Zhaslan Zhumashev,Tobol Kostanay,Left Winger,7,"Sep 27, 2001 (22)","1,75m",both,"Jan 1, 2020",€125k,2023
69,Igor Ivanovic,Tobol Kostanay,Right Winger,10,"Jul 28, 1997 (26)","1,75m",left,"Aug 4, 2023",€400k,2023
70,Islam Chesnokov,Tobol Kostanay,Right Winger,11,"Nov 21, 1999 (24)","1,82m",left,"Feb 4, 2023",€400k,2023
71,Godberg Cooper,Tobol Kostanay,Centre-Forward,90,"Aug 20, 1997 (26)","1,90m",right,"Feb 23, 2024",€400k,2023
72,Nurbol Zhumadelov,Tobol Kostanay,Striker,26,"Feb 14, 2006 (18)",-,,,-,2023
73,Konstantin Rudenok,Qyzyljar Petropavlovsk,Goalkeeper,-,"Dec 15, 1990 (33)","1,93m",right,"Feb 1, 2024",€200k,2023
74,Vadim Petrov,Qyzyljar Petropavlovsk,Goalkeeper,32,"Jun 11, 2000 (23)","1,88m",left,"Jan 1, 2019",€100k,2023
75,Dzhurakhon Babakhanov,Qyzyljar Petropavlovsk,Goalkeeper,1,"Oct 31, 1991 (32)","1,90m",right,"Feb 1, 2023",€75k,2023
76,Aleksandr Dovgal,Qyzyljar Petropavlovsk,Goalkeeper,30,"Aug 7, 2000 (23)","1,94m",right,"Jan 1, 2024",€75k,2023
77,Bekzat Shadmanov,Qyzyljar Petropavlovsk,Centre-Back,12,"Aug 12, 1997 (26)","1,89m",right,"Mar 3, 2023",€350k,2023
78,Zoran Nizic,Qyzyljar Petropavlovsk,Centre-Back,23,"Oct 11, 1989 (34)","1,95m",right,"Feb 6, 2024",€300k,2023
79,Ular Zhaksybaev,Qyzyljar Petropavlovsk,Centre-Back,2,"Oct 20, 1994 (29)","1,80m",right,"Mar 2, 2024",€200k,2023
80,Miras Zhenis,Qyzyljar Petropavlovsk,Centre-Back,17,"Nov 30, 2002 (21)","1,83m",right,"Jan 1, 2023",€10k,2023
81,Yuriy Bushman,Qyzyljar Petropavlovsk,Left-Back,10,"May 14, 1990 (34)","1,78m",left,"Feb 4, 2021",€300k,2023
82,Bryan Van Den Bogaert,Qyzyljar Petropavlovsk,Left-Back,28,"Dec 14, 1991 (32)","1,88m",left,"Jan 23, 2023",€250k,2023
83,Vladislavs Sorokins,Qyzyljar Petropavlovsk,Right-Back,35,"May 10, 1997 (27)","1,80m",both,"Jan 1, 2024",€225k,2023
84,Rafael Sabino,Qyzyljar Petropavlovsk,Defensive Midfield,5,"Jun 17, 1996 (27)","1,78m",right,"Feb 10, 2023",€300k,2023
85,Madi Khaseyn,Qyzyljar Petropavlovsk,Defensive Midfield,88,"Dec 17, 2000 (23)","1,85m",right,"Jan 1, 2024",€100k,2023
86,Evgeniy Berezkin,Qyzyljar Petropavlovsk,Central Midfield,27,"Jul 5, 1996 (27)","1,82m",right,"Feb 4, 2023",€450k,2023
87,Rafail Ospanov,Qyzyljar Petropavlovsk,Central Midfield,8,"Nov 5, 1997 (26)","1,81m",right,"Jul 1, 2022",€200k,2023
88,Luka Imnadze,Qyzyljar Petropavlovsk,Left Winger,19,"Aug 26, 1997 (26)","1,84m",right,"Mar 3, 2023",€350k,2023
89,Rúben Brígido,Qyzyljar Petropavlovsk,Left Winger,91,"Jun 23, 1991 (32)","1,72m",both,"Jan 19, 2024",€300k,2023
90,Zhantore Moldabaev,Qyzyljar Petropavlovsk,Left Winger,18,"Jan 7, 2003 (21)",-,right,"Jan 1, 2024",-,2023
91,Nikola Bogdanovski,Qyzyljar Petropavlovsk,Right Winger,33,"Jan 25, 1999 (25)","1,79m",both,"Mar 28, 2024",€450k,2023
92,Ardak Saulet,Qyzyljar Petropavlovsk,Right Winger,14,"Jan 12, 1997 (27)","1,69m",right,"Jan 4, 2023",€250k,2023
93,Irakli Bughridze,Qyzyljar Petropavlovsk,Right Winger,20,"Jan 3, 1998 (26)","1,78m",both,"Feb 12, 2024",€250k,2023
94,Oleksiy Shchebetun,Qyzyljar Petropavlovsk,Centre-Forward,9,"Jun 2, 1997 (26)","1,84m",right,"Jan 1, 2024",€500k,2023
95,Boris Cmiljanic,Qyzyljar Petropavlovsk,Centre-Forward,11,"Mar 17, 1996 (28)","1,93m",right,"Aug 1, 2023",€150k,2023
96,Shokhan Abzalov,Qyzyljar Petropavlovsk,Centre-Forward,77,"Sep 11, 1993 (30)","1,82m",right,"Jan 30, 2024",€125k,2023
97,Timur Muldinov,Qyzyljar Petropavlovsk,Centre-Forward,7,"Sep 19, 1993 (30)","1,80m",right,"Mar 6, 2020",€100k,2023
98,Stefan Sicaci,Kaysar Kyzylorda,Goalkeeper,88,"Sep 8, 1988 (35)","1,96m",right,"Jan 1, 2023",€100k,2023
99,Nurimzhan Salaydin,Kaysar Kyzylorda,Goalkeeper,34,"Oct 27, 1995 (28)","1,79m",right,"Jan 1, 2019",€50k,2023
100,Nurmat Sarsenov,Kaysar Kyzylorda,Goalkeeper,1,"Jan 19, 2003 (21)","1,91m",right,"Mar 21, 2022",€10k,2023
101,Vitaliy Pryndeta,Kaysar Kyzylorda,Centre-Back,18,"Feb 2, 1993 (31)","1,97m",right,"Feb 1, 2023",€350k,2023
102,Jovan Pajovic,Kaysar Kyzylorda,Centre-Back,44,"Aug 28, 1996 (27)","1,94m",right,"Mar 4, 2024",€250k,2023
103,Abylaykhan Tolegenov,Kaysar Kyzylorda,Centre-Back,3,"Jul 13, 1992 (31)","1,84m",right,"Jan 1, 2020",€50k,2023
104,Ruslan Yudenkov,Kaysar Kyzylorda,Centre-Back,6,"Apr 28, 1987 (37)","1,88m",right,"Feb 28, 2024",€50k,2023
105,Askar Satyshev,Kaysar Kyzylorda,Centre-Back,15,"Jan 22, 2003 (21)","1,96m",left,"Feb 1, 2024",€25k,2023
106,Kuanysh Kalmuratov,Kaysar Kyzylorda,Left-Back,17,"Aug 27, 1996 (27)","1,78m",left,"Feb 20, 2023",€300k,2023
107,Giorgi Kobuladze,Kaysar Kyzylorda,Left-Back,25,"Feb 26, 1997 (27)","1,78m",both,"Feb 23, 2024",€150k,2023
108,Adilet Kenesbek,Kaysar Kyzylorda,Right-Back,5,"Jan 5, 1996 (28)","1,80m",right,"Feb 20, 2023",€225k,2023
109,Goran Milojko,Kaysar Kyzylorda,Defensive Midfield,20,"Jan 5, 1994 (30)","1,89m",right,"Jan 4, 2023",€300k,2023
110,Duman Narzildaev,Kaysar Kyzylorda,Defensive Midfield,10,"Sep 6, 1993 (30)","1,78m",right,"Feb 5, 2024",€200k,2023
111,Geo Danny Ekra,Kaysar Kyzylorda,Defensive Midfield,55,"Jan 10, 1999 (25)","1,84m",right,"Feb 27, 2023",€75k,2023
112,Magzhan Baurzhan,Kaysar Kyzylorda,Defensive Midfield,23,"Feb 7, 2002 (22)","1,77m",right,"Jan 1, 2022",€10k,2023
113,Dmitriy Borodin,Kaysar Kyzylorda,Central Midfield,9,"Jul 19, 1999 (24)","1,94m",right,"Mar 2, 2023",€350k,2023
114,Vasiliy Sovpel,Kaysar Kyzylorda,Central Midfield,77,"Mar 23, 1999 (25)","1,86m",right,"Mar 2, 2023",€200k,2023
115,Valeriy Gromyko,Kaysar Kyzylorda,Attacking Midfield,55,"Jan 23, 1997 (27)","1,77m",left,"Apr 2, 2024",€800k,2023
116,Ruslan Sakhalbaev,Kaysar Kyzylorda,Attacking Midfield,13,"Jun 27, 1984 (39)","1,68m",right,"Jan 1, 2022",€25k,2023
117,Didar Zhalmukan,Kaysar Kyzylorda,Left Winger,73,"May 22, 1996 (28)","1,73m",right,"Jan 1, 2022",€200k,2023
118,Elzhas Altynbekov,Kaysar Kyzylorda,Right Winger,7,"Nov 22, 1993 (30)","1,80m",both,"Jul 28, 2020",€100k,2023
119,Aybar Zhaksylykov,Kaysar Kyzylorda,Centre-Forward,19,"Jul 24, 1997 (26)","1,84m",right,"Feb 19, 2024",€250k,2023
120,Toktar Zhangylyshbay,Kaysar Kyzylorda,Centre-Forward,12,"May 25, 1993 (31)","1,89m",right,"Feb 8, 2024",€200k,2023
121,Shokhnazar Norbekov,Kaysar Kyzylorda,Centre-Forward,30,"Jul 18, 1994 (29)","1,80m",left,"Feb 1, 2024",€200k,2023
122,Marlen Aymanov,Kaysar Kyzylorda,Centre-Forward,99,"Jun 14, 1999 (24)","1,91m",right,"Feb 1, 2024",€150k,2023
123,Bakdaulet Zulfikarov,Kaysar Kyzylorda,Centre-Forward,11,"Mar 11, 2001 (23)","1,82m",right,"Jan 1, 2023",€125k,2023
124,Orken Makhan,Kaysar Kyzylorda,Centre-Forward,29,"Jan 27, 1998 (26)","1,80m",right,"Jan 7, 2019",€75k,2023
125,Ersultan Torekul,Kaysar Kyzylorda,Centre-Forward,79,"May 25, 1999 (25)","1,89m",,"Feb 19, 2024",€75k,2023
126,Nurdaulet Amirbek,Kaysar Kyzylorda,Centre-Forward,14,"Dec 12, 2001 (22)","1,75m",right,"Jan 1, 2023",€10k,2023
127,Vladislav Vasilyuchek,FK Turan,Goalkeeper,-,"Mar 28, 1994 (30)","1,90m",right,"Apr 1, 2024",€150k,2023
128,Dinmukhammed Zhomart,FK Turan,Goalkeeper,1,"Dec 6, 2000 (23)","1,88m",right,"Jul 4, 2022",€125k,2023
129,Timurbek Zakirov,FK Turan,Goalkeeper,78,"Mar 1, 1996 (28)","1,89m",right,"Mar 17, 2023",€125k,2023
130,Viktor Velkoski,FK Turan,Centre-Back,15,"Nov 14, 1995 (28)","1,86m",right,"Feb 12, 2024",€250k,2023
131,Marko Nikolic,FK Turan,Centre-Back,2,"Mar 31, 1998 (26)","1,90m",right,"Mar 2, 2024",€100k,2023
132,Branislav Sluka,FK Turan,Left-Back,27,"Jan 23, 1999 (25)","1,81m",left,"Mar 1, 2024",€175k,2023
133,Samat Shamshi,FK Turan,Right-Back,14,"Feb 5, 1996 (28)","1,78m",right,"Mar 1, 2024",€225k,2023
134,Asludin Khadzhiev,FK Turan,Right-Back,28,"Oct 24, 2000 (23)","1,66m",right,"Mar 17, 2023",€200k,2023
135,Aleksandr Sokolenko,FK Turan,Right-Back,71,"Nov 23, 1996 (27)","1,81m",both,"Mar 17, 2023",€150k,2023
136,Artjom Dmitrijev,FK Turan,Defensive Midfield,8,"Nov 14, 1988 (35)","1,88m",right,"Mar 2, 2024",€125k,2023
137,David Mawutor,FK Turan,Defensive Midfield,55,"Apr 12, 1992 (32)","1,81m",right,"Mar 1, 2024",€125k,2023
138,Eler Rakhimov,FK Turan,Defensive Midfield,21,"Jun 4, 2003 (20)","1,84m",right,"Jan 1, 2023",€50k,2023
139,Batyr Mukashev,FK Turan,Central Midfield,44,"Feb 4, 2003 (21)","1,80m",right,"Mar 17, 2023",€175k,2023
140,Rakhat Usipkhanov,FK Turan,Central Midfield,19,"Apr 19, 2001 (23)","1,80m",,"Mar 1, 2024",€75k,2023
141,Kuanysh Duysenbekuly,FK Turan,Right Midfield,6,"Aug 14, 2003 (20)","1,87m",right,"Mar 1, 2024",-,2023
142,Fedi Ben Choug,FK Turan,Attacking Midfield,10,"Mar 12, 1995 (29)","1,89m",left,"Mar 1, 2024",€600k,2023
143,Nikola Cuckic,FK Turan,Attacking Midfield,24,"Apr 11, 1997 (27)","1,75m",right,"Mar 1, 2024",€250k,2023
144,Sanzhar Satanov,FK Turan,Attacking Midfield,4,"Sep 21, 2001 (22)","1,85m",right,"Feb 21, 2022",€100k,2023
145,Rifat Nurmugamet,FK Turan,Left Winger,23,"May 22, 1996 (28)","1,80m",left,"Mar 17, 2023",€200k,2023
146,Maksim Vaganov,FK Turan,Left Winger,11,"Aug 8, 2000 (23)","1,83m",,"Mar 17, 2023",€150k,2023
147,Pavel Kireenko,FK Turan,Left Winger,13,"Jun 14, 1994 (29)","1,75m",left,"Mar 2, 2024",€150k,2023
148,Alisher Suley,FK Turan,Left Winger,77,"Nov 1, 1995 (28)","1,78m",right,"Mar 2, 2024",€125k,2023
149,Antonio Jakolis,FK Turan,Right Winger,17,"Feb 28, 1992 (32)","1,75m",right,"Feb 10, 2024",€250k,2023
150,Leonardo Vaca,FK Turan,Right Winger,9,"Nov 24, 1995 (28)","1,73m",right,"Feb 26, 2024",€200k,2023
151,Artem Arkhipov,FK Turan,Centre-Forward,22,"Dec 15, 1996 (27)","1,87m",right,"Mar 2, 2024",€250k,2023
152,Egor Tsuprikov,Shakhter Karaganda,Goalkeeper,40,"May 27, 1997 (27)","1,90m",right,"Jan 1, 2022",€150k,2023
153,Igor Mostovei,Shakhter Karaganda,Goalkeeper,1,"Sep 25, 1999 (24)","1,97m",right,"Feb 27, 2024",€125k,2023
154,Danila Karpikov,Shakhter Karaganda,Goalkeeper,95,"Oct 15, 2003 (20)","1,93m",right,"Jan 1, 2022",€25k,2023
155,Anton Tolordava,Shakhter Karaganda,Centre-Back,3,"Aug 2, 1996 (27)","1,92m",right,"Feb 20, 2023",€250k,2023
156,Filip Stamenkovic,Shakhter Karaganda,Centre-Back,5,"Sep 15, 1998 (25)","1,92m",right,"Feb 24, 2024",€175k,2023
157,Lionel Adams,Shakhter Karaganda,Centre-Back,33,"Aug 9, 1994 (29)","1,92m",left,"Apr 5, 2024",€150k,2023
158,Dmytro Ryzhuk,Shakhter Karaganda,Centre-Back,4,"Apr 5, 1992 (32)","1,84m",right,"Feb 26, 2024",€125k,2023
159,Shakhsultan Zubaydilda,Shakhter Karaganda,Centre-Back,27,"Jun 22, 2001 (22)","1,88m",left,"Jan 1, 2024",-,2023
160,Aleksandr Migunov,Shakhter Karaganda,Centre-Back,68,"Mar 7, 2005 (19)",-,,"Mar 26, 2024",-,2023
161,Mitar Cukovic,Shakhter Karaganda,Left-Back,6,"Apr 6, 1995 (29)","1,78m",left,"Apr 13, 2024",€250k,2023
162,Bogdan Savkiv,Shakhter Karaganda,Right-Back,15,"Aug 28, 2001 (22)","1,78m",right,"Jan 1, 2023",€175k,2023
163,Egor Alishauskas,Shakhter Karaganda,Right-Back,2,"Dec 18, 1997 (26)","1,77m",right,"Jan 1, 2023",€125k,2023
164,Almas Tyulyubay,Shakhter Karaganda,Right-Back,44,"Apr 18, 2001 (23)","1,81m",right,"Jan 1, 2022",€50k,2023
165,Róger Cañas,Shakhter Karaganda,Defensive Midfield,88,"Mar 27, 1990 (34)","1,90m",right,"Jan 28, 2022",€200k,2023
166,Ruslan Tutkyshev,Shakhter Karaganda,Defensive Midfield,23,"Feb 18, 1999 (25)","1,80m",right,"Jan 1, 2023",€100k,2023
167,Abylaykhan Nazymkhanov,Shakhter Karaganda,Central Midfield,8,"Feb 5, 2002 (22)","1,84m",both,"Jan 1, 2021",€175k,2023
168,Ansar Altynkhan,Shakhter Karaganda,Central Midfield,18,"Nov 8, 2003 (20)","1,65m",right,"Jan 1, 2023",-,2023
169,Arthur Bougnone,Shakhter Karaganda,Central Midfield,30,"Nov 20, 2000 (23)","1,80m",left,"Mar 27, 2024",-,2023
170,Dmitriy Bachek,Shakhter Karaganda,Attacking Midfield,20,"Dec 13, 2000 (23)","1,68m",left,"Feb 26, 2024",€125k,2023
171,Maksim Galkin,Shakhter Karaganda,Left Winger,21,"Jul 12, 1999 (24)","1,73m",right,"Jan 1, 2023",€125k,2023
172,Georgiy Zakharenko,Shakhter Karaganda,Left Winger,22,"Jan 12, 1998 (26)","1,78m",right,"Feb 27, 2023",€75k,2023
173,Daniyal Takhanov,Shakhter Karaganda,Left Winger,29,"Oct 21, 2005 (18)","1,72m",left,"Jan 1, 2024",-,2023
174,Juan Asprilla,Shakhter Karaganda,Centre-Forward,80,"Aug 30, 1999 (24)","1,83m",right,"Feb 14, 2024",€200k,2023
175,Aydos Tattybaev,Shakhter Karaganda,Centre-Forward,9,"Apr 26, 1990 (34)","1,86m",right,"Jul 22, 2020",€175k,2023
176,Imeda Ashortia,Shakhter Karaganda,Centre-Forward,10,"Oct 30, 1996 (27)","1,83m",left,"Feb 24, 2024",€150k,2023
177,Aybar Abdulla,Shakhter Karaganda,Centre-Forward,11,"Jan 22, 2002 (22)","1,76m",left,"Apr 13, 2023",€125k,2023
178,Shyngys Flyuk,Shakhter Karaganda,Centre-Forward,17,"Dec 28, 2001 (22)","1,78m",left,"Jan 1, 2022",€100k,2023
179,Igor Shatskiy,FK Aktobe,Goalkeeper,30,"May 11, 1989 (35)","1,85m",right,"Jan 15, 2024",€600k,2023
180,Igor Trofimets,FK Aktobe,Goalkeeper,1,"Aug 20, 1996 (27)","1,94m",right,"Jan 13, 2024",€100k,2023
181,Evgeniy Sitdikov,FK Aktobe,Goalkeeper,25,"Jun 25, 2001 (22)","1,89m",right,"Nov 16, 2023",-,2023
182,Gaby Kiki,FK Aktobe,Centre-Back,15,"Feb 15, 1995 (29)","1,87m",right,"Jan 23, 2024",€1.00m,2023
183,Mateo Barac,FK Aktobe,Centre-Back,44,"Jul 20, 1994 (29)","1,94m",left,"Feb 9, 2024",€700k,2023
184,Alibek Kasym,FK Aktobe,Centre-Back,6,"May 27, 1998 (26)","1,93m",right,"Feb 2, 2022",€600k,2023
185,Bogdan Vătăjelu,FK Aktobe,Left-Back,88,"Apr 24, 1993 (31)","1,71m",left,"Feb 24, 2024",€700k,2023
186,Alisher Azhimov,FK Aktobe,Left-Back,-,"May 29, 2001 (23)","1,78m",left,"Jan 1, 2019",€75k,2023
187,Bagdat Kairov,FK Aktobe,Right-Back,24,"Apr 27, 1993 (31)","1,78m",right,"Jan 1, 2024",€450k,2023
188,Adilkhan Tanzharikov,FK Aktobe,Right-Back,31,"Nov 25, 1996 (27)","1,75m",both,"Feb 28, 2018",€350k,2023
189,Leonel Strumia,FK Aktobe,Defensive Midfield,5,"Sep 29, 1992 (31)","1,68m",right,"Feb 5, 2023",€350k,2023
190,Uche Agbo,FK Aktobe,Defensive Midfield,4,"Dec 4, 1995 (28)","1,86m",right,"Feb 10, 2024",€250k,2023
191,Ramazan Orazov,FK Aktobe,Central Midfield,20,"Jan 30, 1998 (26)","1,76m",right,"Jan 16, 2024",€450k,2023
192,Dmitriy Bessmertnyi,FK Aktobe,Right Midfield,3,"Jan 3, 1997 (27)","1,75m",right,"Aug 6, 2023",€350k,2023
